query	reference	ani	ani_uniform	af_query	af_reference	std_err
JABDNT010000060.1	NZ_CP027062.1	71.8115	80.8061	0.3276	0.3156	0.24699
NZ_CP027062.1	CAJQNO010000001.1	94.3589	95.1556	0.8154	0.8428	0.04081
QQUG01000017.1	CAJQNO010000001.1	89.5392	90.5897	0.7231	0.7179	0.06736
JAFQHN010000004.1	DVMH01000006.1	78.2729	87.6426	0.0112	0.0119	1.00513
CAISJE010000001.1	CAIPUE010000001.1	95.3416	96.2108	0.5544	0.6767	0.06526
NZ_JSWF01000001.1	NZ_RCCH01000001.1	84.0191	85.5269	0.3442	0.4142	0.15944
MPCX01000001.1	NZ_LIQH01000001.1	84.1137	85.3244	0.4533	0.3978	0.16984
DVEP01000005.1	URDW01000001.1	NaN	NaN	0.0000	0.0000	NaN
WFMM01000001.1	JAADIE010000101.1	88.5189	88.5189	0.0333	0.0373	0.44857
NZ_JYNQ01000001.1	MPCX01000001.1	81.7037	83.6972	0.1862	0.2321	0.25554
NZ_JYNQ01000001.1	NZ_JSWF01000001.1	82.3073	86.5912	0.1092	0.1042	0.26686
DVEP01000005.1	UQEU01000001.1	88.9324	90.3590	0.7180	0.7599	0.11919
NZ_CP025118.1	NZ_LIQG01000001.1	87.7763	89.2497	0.7704	0.7633	0.08223
CACZTI010000001.1	CADCJQ010000001.1	89.7887	89.7887	0.0108	0.0094	0.97259
JAEEZO010000066.1	CADCJQ010000001.1	NaN	NaN	0.0000	0.0000	NaN
CACZTI010000001.1	CACZNM010000001.1	87.8913	87.8913	0.0118	0.0108	1.16144
CADCJQ010000001.1	CACZNM010000001.1	92.2722	92.2722	0.0069	0.0076	0.84244
NZ_CP061291.1	NZ_JACVPR010000001.1	63.3644	85.8879	0.0259	0.0293	0.66520
CAILON010000001.1	NZ_JACVOX010000009.1	86.5510	87.6460	0.1004	0.0901	0.27448
CAISYI010000001.1	CAIVXR010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYDK010000065.1	JAAYIV010000082.1	77.1881	85.6671	0.0177	0.0191	0.70646
NZ_CP015922.1	VGIH01000001.1	70.3735	83.7995	0.0150	0.0161	1.02029
CAIYZI010000001.1	CAILUH010000001.1	NaN	NaN	0.0000	0.0000	NaN
SLCP01000170.1	SKMN01000085.1	87.1094	88.5187	0.4703	0.4044	0.12410
JAFRYJ010000110.1	CADBUJ010000001.1	90.2764	90.2764	0.0035	0.0038	1.33713
JAAZWY010000010.1	JABIPN010000011.1	81.9360	87.4317	0.5330	0.4895	0.29631
JAGXRH010000001.1	VGWC01000001.1	90.3124	90.3124	0.0147	0.0155	0.50416
LR991653.1	NJEL02000046.1	89.8528	90.2539	0.1356	0.2385	0.16554
JADGAL010000100.1	JADFZP010000059.1	96.7624	97.1553	0.5790	0.5439	0.03166
JACRAO010000062.1	JACQAU010000295.1	95.8464	96.3133	0.5162	0.4816	0.05856
WRHU01000001.1	WQXX01000001.1	NaN	NaN	0.0000	0.0000	NaN
CACJRF010000001.1	NHBS01000002.1	86.4806	87.3226	0.6803	0.6626	0.18099
WLWV01000017.1	JAALKB010000301.1	86.2460	86.2460	0.0149	0.0122	0.61381
NZ_RKRD01000001.1	JACRST010000001.1	73.1317	89.5129	0.0058	0.0063	0.86068
MHGA01000001.1	JACQRA010000036.1	90.1684	90.1684	0.0038	0.0046	1.16531
CADBKG010000001.1	CAJTZC010000001.1	NaN	NaN	0.0000	0.0000	NaN
CADBSQ010000001.1	CAJTZC010000001.1	NaN	NaN	0.0000	0.0000	NaN
CAJUKM010000001.1	CADBSQ010000001.1	NaN	NaN	0.0000	0.0000	NaN
CAIWCG010000001.1	JABDAW010000001.1	NaN	NaN	0.0000	0.0000	NaN
CAIMUP010000001.1	JABDAW010000001.1	89.6887	89.6887	0.0100	0.0145	0.55595
JAFDZI010000010.1	NZ_REFA01000001.1	81.1276	84.2902	0.2119	0.1936	0.24465
NZ_JACEZS010000100.1	NZ_JACEZU010000010.1	91.1175	92.6376	0.7915	0.7877	0.03894
NZ_JACEZT010000010.1	NZ_JACEZU010000010.1	91.1404	92.5603	0.8328	0.8254	0.03853
JAFDZI010000010.1	JAFDZJ010000100.1	87.7348	87.7348	0.0180	0.0153	0.57400
NZ_REFA01000001.1	JAFDZJ010000100.1	87.0579	89.5055	0.0377	0.0327	0.34612
CAJTZC010000001.1	CACYEG010000001.1	NaN	NaN	0.0000	0.0000	NaN
PBYE01000002.1	JABDLC010000103.1	79.9500	79.9500	0.0120	0.0150	1.33924
DLRL01000108.1	DCAZ01000064.1	95.3599	95.6598	0.8275	0.8599	0.03622
DCAD01000049.1	JAACCS010000029.1	NaN	NaN	0.0000	0.0000	NaN
PBPC01000001.1	DLRL01000108.1	90.0633	90.1436	0.7565	0.7627	0.06565
DJVG01000048.1	JACRDM010000042.1	86.2869	86.2869	0.0280	0.0292	0.68320
DCTJ01000080.1	MWBI01000001.1	99.6825	99.6825	0.0020	0.0025	0.22412
DUBS01000001.1	DQPL01000034.1	96.4316	96.4316	0.0011	0.0009	0.68325
DQPL01000034.1	DCAD01000049.1	91.3841	91.3841	0.0038	0.0051	0.61175
SXOW01000059.1	PAUN01000074.1	86.7724	86.7724	0.0536	0.0544	0.25401
DRVG01000120.1	JADFCV010000010.1	92.9501	92.9501	0.0034	0.0031	0.78281
SFEL01000007.1	JAEDIC010000035.1	88.6831	88.6831	0.0506	0.0563	0.37342
JAFYOP010000012.1	JAEDIC010000035.1	83.6492	86.8493	0.4337	0.4373	0.16147
NZ_LR735068.1	CAITND010000001.1	89.0067	89.9408	0.2433	0.2681	0.09725
NZ_LR812491.1	CAITND010000001.1	89.4629	90.9496	0.2701	0.2672	0.08857
DMPJ01000405.1	AP017991.1	92.3809	92.9657	0.3801	0.3066	0.07445
NZ_JAGHQT010000010.1	NZ_CP062946.1	85.1944	87.9940	0.0226	0.0251	0.43754
NZ_JAGHQT010000010.1	NZ_QUOT01000001.1	84.5363	88.2192	0.0307	0.0327	0.36911
NZ_LR734927.1	NZ_LN889757.1	89.0328	90.4263	0.5070	0.4680	0.06623
CAITND010000001.1	NZ_JACJSC010000001.1	89.3156	90.3242	0.4681	0.4232	0.07050
NZ_CP062946.1	NZ_QUOV01000001.1	84.7784	89.0552	0.0319	0.0273	0.37096
NZ_CP062946.1	NZ_JABBXH010000001.1	76.2499	84.7723	0.0629	0.0588	0.38567
NZ_QUOT01000001.1	NZ_JABBXH010000001.1	75.5080	85.0472	0.1157	0.1266	0.24051
NZ_JADWYI010000001.1	NZ_CP022163.1	86.9148	90.2009	0.7394	0.7613	0.03862
NZ_QJVC01000010.1	NZ_PJIO01000075.1	77.7576	84.6711	0.3683	0.3201	0.12533
NZ_CP012677.1	NZ_PPXC01000010.1	76.4267	83.7163	0.5783	0.5615	0.10578
NZ_QHLZ01000010.1	NZ_QJVD01000096.1	77.1097	82.9972	0.4114	0.3423	0.13393
NZ_KI519454.1	NZ_QHLZ01000010.1	77.0735	82.6729	0.2350	0.2632	0.17534
NZ_PPXC01000010.1	NZ_JAFMPX010000100.1	79.8212	84.7066	0.3631	0.4365	0.11645
JAFSVO010000102.1	JAFQUM010000021.1	NaN	NaN	0.0000	0.0000	NaN
JAFQTO010000009.1	JAFQUM010000021.1	80.5175	84.7277	0.0447	0.0653	0.59748
JAFYMQ010000179.1	JAFSVO010000102.1	NaN	NaN	0.0000	0.0000	NaN
JAFSVO010000102.1	JAFQTO010000009.1	NaN	NaN	0.0000	0.0000	NaN
NZ_BCVN01000001.1	NZ_JXJT01000001.1	85.4077	89.0633	0.6417	0.6529	0.10021
NZ_JXJT01000001.1	NZ_BEDT01000001.1	84.8696	87.0402	0.6029	0.6292	0.12207
NZ_CP017195.1	NZ_BEDT01000001.1	84.0204	90.8383	0.0750	0.0742	0.26049
NZ_BLLI01000001.1	NZ_CP017195.1	84.4432	89.1229	0.0227	0.0309	0.51132
NZ_JALM01000001.1	NZ_KB905380.1	94.6706	95.2062	0.7568	0.6772	0.02533
VBGG01000640.1	JAFAOS010000513.1	84.5831	84.5831	0.0453	0.0323	0.28483
CAIRRW010000001.1	JADKIU010000001.1	92.9372	92.9372	0.0019	0.0018	1.11547
CAIRRW010000001.1	MEPB01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFAOS010000513.1	JAFAZN010000203.1	79.6539	86.6759	0.0459	0.0541	0.20197
JADKIU010000001.1	PLYN01000048.1	87.5466	87.5466	0.0042	0.0069	1.13488
CAIRRW010000001.1	CAIXIP010000001.1	89.7580	89.7580	0.0027	0.0026	1.35836
NZFL01000010.1	KB911838.1	95.5763	95.8074	0.6584	0.6930	0.03161
USGY01000001.1	USMB01000001.1	91.6555	91.6555	0.0071	0.0057	1.20117
JAEUIP010000100.1	JAEUIQ010000087.1	92.2327	92.5476	0.0260	0.0271	0.17889
JAGYIQ010000001.1	JAEUIQ010000087.1	85.1379	87.8180	0.0086	0.0091	0.47330
PKYB01000021.1	PLFX01000008.1	79.7542	83.9514	0.1926	0.1862	0.24063
PMKB01000203.1	PLFX01000008.1	87.7865	89.1681	0.0256	0.0266	0.37799
PKYB01000021.1	PKXY01000036.1	79.4364	87.3631	0.2748	0.2670	0.15044
PLFX01000008.1	PKXY01000036.1	78.9737	84.5827	0.3794	0.3742	0.16252
CAIRRW010000001.1	CAIWDF010000001.1	89.1131	89.1131	0.0071	0.0061	0.88471
MNRS01000021.1	JAFTFU010000123.1	90.0918	90.0918	0.0165	0.0099	0.79652
DFJF01000003.1	JAFRFO010000012.1	89.6250	89.6250	0.0092	0.0087	1.16196
DOYA01000152.1	USGY01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_LMNV01000001.1	NZ_RJUO01000001.1	81.6854	86.6829	0.6823	0.6584	0.08387
NZ_CP014619.1	NZ_RJUO01000001.1	81.4829	86.4676	0.6346	0.5983	0.09224
CAJKVD010000001.1	JAFRNM010000006.1	NaN	NaN	0.0000	0.0000	NaN
NZ_LMNV01000001.1	NZ_CP014513.1	79.8997	85.3507	0.6158	0.5187	0.09874
NZ_CP014513.1	NZ_CP014619.1	80.4741	85.9033	0.4370	0.5990	0.09774
DGGW01000015.1	DEDN01000029.1	92.8160	95.9194	0.0105	0.0122	0.53696
DGGW01000015.1	CAAGCY010000001.1	86.8836	86.8836	0.0240	0.0271	0.81230
DGGW01000015.1	DJPN01000039.1	90.4963	90.4963	0.0064	0.0062	0.87771
CAAGCY010000001.1	CAAGEP010000001.1	95.8267	97.6201	0.6296	0.6688	0.05171
DJPN01000039.1	CAAGEP010000001.1	89.7486	91.2940	0.7358	0.8732	0.09824
JAATEY010000177.1	QGUX01000224.1	88.3253	88.3253	0.0177	0.0198	0.40433
CAIPVV010000001.1	QGUX01000224.1	82.7407	86.9948	0.0363	0.0326	0.39087
JAATEY010000177.1	CAIPVV010000001.1	82.3912	85.9391	0.0143	0.0170	0.58818
JADJXW010000001.1	JAATEY010000177.1	82.3840	86.0939	0.0916	0.0931	0.23652
JADJVE010000001.1	PLZI01000162.1	82.5396	85.6290	0.3123	0.3418	0.13862
CADABX010000001.1	JAFTCX010000033.1	90.1096	91.6310	0.0592	0.0591	0.26026
CADBBT010000001.1	JAGBSR010000234.1	NaN	NaN	0.0000	0.0000	NaN
JAFRUA010000014.1	JAFUQS010000048.1	NaN	NaN	0.0000	0.0000	NaN
NZ_LMFP01000001.1	QFOD01000049.1	81.6348	87.0169	0.5048	0.5642	0.07772
JAFAGT010000107.1	JAEUPJ010000104.1	86.7897	89.2260	0.5590	0.5116	0.06703
JAFSEP010000020.1	CACYHA010000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_LMFP01000001.1	NZ_SMBU01000001.1	86.1195	89.4495	0.6057	0.6204	0.05758
JAEUPJ010000104.1	NZ_SMBU01000001.1	86.3076	89.9093	0.5312	0.5344	0.06025
JAEDIH010000097.1	CAAGBN010000001.1	91.2542	91.2542	0.0005	0.0004	1.94802
RXJW01000008.1	NZ_LMDK01000001.1	85.5187	88.0407	0.5100	0.5450	0.06715
PGYO01000017.1	DAWK01000087.1	93.6205	94.7741	0.5794	0.6782	0.06264
NZ_JADOTV010000001.1	NZ_JADPIB010000001.1	87.8358	90.0231	0.3523	0.4222	0.09627
CAIQIK010000001.1	NZ_QXIS01000001.1	88.8690	89.2109	0.5107	0.6374	0.09796
PNOG01000020.1	NZ_QXIS01000001.1	90.4011	90.7246	0.5641	0.6809	0.08261
CAIQIK010000001.1	NZ_QXIU01000001.1	88.8194	88.8194	0.4079	0.3845	0.11243
PNOG01000020.1	NZ_QXIU01000001.1	89.4548	89.7132	0.4986	0.4655	0.09483
DNJG01000098.1	JACQBS010000147.1	90.3854	91.4569	0.3981	0.2802	0.12046
JACRGN010000130.1	MHDO01000001.1	91.9919	92.9539	0.1833	0.2582	0.12852
JABGVH010000049.1	PBIO01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACRGN010000130.1	DNJG01000098.1	91.5487	92.5188	0.1835	0.2352	0.13600
NZ_MRUL01000025.1	NZ_MOMB01000052.1	80.0680	85.1476	0.4146	0.5363	0.11496
NZ_FOVC01000030.1	NZ_MOMB01000052.1	74.8620	84.3057	0.4359	0.4172	0.14025
JAFCEV010000009.1	JAFCDI010000022.1	NaN	NaN	0.0000	0.0000	NaN
NZ_BDGQ01000001.1	NZ_BDGP01000001.1	79.8756	84.5007	0.1011	0.1220	0.21925
DDPM01000102.1	NZ_CP031395.1	NaN	NaN	0.0000	0.0000	NaN
JAFMJA010000111.1	NZ_KQ483358.1	86.8134	86.8134	0.0230	0.0170	0.48271
JAFMFB010000035.1	DDPM01000102.1	94.3864	94.3864	0.0003	0.0003	1.39028
DKJZ01000079.1	NSIV01000009.1	82.7691	85.5811	0.0767	0.0673	0.31481
JAFUFC010000099.1	JAFXVJ010000045.1	84.8835	87.9461	0.0334	0.0425	0.42589
JAFSBN010000026.1	CADBCX010000001.1	91.1499	91.1499	0.0025	0.0019	0.96592
JAFUXH010000036.1	CADBCX010000001.1	93.1936	93.1936	0.0183	0.0159	0.31992
CACYGB010000001.1	ONRC01000090.1	91.5622	92.4863	0.0425	0.0372	0.27333
JAFMJA010000111.1	NZ_BCWP01000001.1	86.5831	86.5831	0.0253	0.0182	0.47525
JAFUFC010000099.1	SVGW01000003.1	89.8720	89.8720	0.0013	0.0013	2.01769
CADCPA010000001.1	JAFPNP010000170.1	91.4874	91.4874	0.0020	0.0023	0.91486
UWOR01000032.1	NZ_CP051144.1	86.9787	89.0093	0.4868	0.4980	0.12476
NZ_JACRWE010000001.1	NZ_CP051144.1	85.6624	88.0391	0.4779	0.5109	0.12818
NZ_JACRWE010000001.1	UWOR01000032.1	84.9462	88.8632	0.4743	0.5091	0.12205
URIT01000001.1	JAFXIL010000008.1	91.3967	91.3967	0.0212	0.0225	0.28495
QEVC01000009.1	JAGOVG010000007.1	76.9732	85.0769	0.1548	0.1468	0.40836
CACZDG010000001.1	JAEDMN010000135.1	90.5247	90.5247	0.0109	0.0152	0.37443
NZ_JABRXF010000001.1	NZ_JACFXV010000001.1	76.9361	83.7757	0.3152	0.3168	0.15828
JAAYYH010000052.1	DBPN01000039.1	88.9628	95.1566	0.1054	0.0977	0.15007
NZ_JABRXF010000001.1	NZ_WUMV01000014.1	86.0828	88.6406	0.8748	0.8641	0.06039
JAGOOS010000028.1	CP072208.1	90.7112	90.7112	0.0084	0.0082	1.39041
NZ_PRLK01000001.1	CP072208.1	78.5474	87.0007	0.0521	0.0552	0.87900
CP072208.1	RZZT01000080.1	85.4995	85.4995	0.0335	0.0298	1.09484
JAGOOS010000028.1	RZZT01000080.1	82.1034	92.9096	0.0316	0.0300	0.60616
RFZL01000001.1	JAACDV010000130.1	NaN	NaN	0.0000	0.0000	NaN
NYTO01000052.1	JAACDV010000130.1	NaN	NaN	0.0000	0.0000	NaN
CP076101.1	JABCOZ020000001.1	88.2351	90.6963	0.5152	0.5373	0.19470
JADHLH010000081.1	NTKV01000001.1	85.3492	85.3492	0.0659	0.0844	0.38159
NYYG01000038.1	WTIL01000064.1	72.9210	87.9298	0.1913	0.1458	0.22907
WTJS01000130.1	WTIL01000064.1	75.0843	84.2442	0.0244	0.0262	0.62460
NZ_BBJC02000001.1	NZ_ML137218.1	75.2060	82.0025	0.4458	0.4376	0.18572
CAJQHZ010000001.1	JAGYIN010000001.1	86.8847	88.8658	0.8209	0.8428	0.09050
WTIZ01000032.1	JAGYIN010000001.1	76.4602	81.7052	0.1710	0.1754	0.35695
NZ_CP047289.1	NZ_BBJC02000001.1	77.7716	85.6304	0.3372	0.3170	0.16912
CAJQPT010000001.1	PKCK01000047.1	82.3367	85.2867	0.0620	0.0643	0.26883
NZ_BBJC02000001.1	NZ_SMYN01000001.1	73.8268	83.3967	0.2112	0.1653	0.23916
CACWSW010000001.1	CACZDG010000001.1	92.6931	92.6931	0.0202	0.0223	0.22208
JAFUDL010000162.1	CACZDG010000001.1	94.1690	94.4740	0.0701	0.0617	0.10783
CAJQPT010000001.1	JADHOC010000030.1	85.3414	88.8310	0.7134	0.7347	0.05962
PKCK01000047.1	JADHOC010000030.1	81.1085	83.8249	0.2414	0.2499	0.16683
JACESW010000001.1	PAND01000002.1	76.7793	87.1695	0.0155	0.0076	0.99644
DQCP01000007.1	CAJJCK010000001.1	NaN	NaN	0.0000	0.0000	NaN
DKOX01000104.1	JAACDB010000056.1	86.6429	86.6429	0.1120	0.0939	0.35210
WGBU01000001.1	NZ_MAGO01000001.1	90.8486	90.8486	0.0035	0.0033	0.87172
DUES01000001.1	JADHXC010000018.1	86.2397	86.2397	0.0616	0.0507	0.39125
JADHOC010000030.1	CP036434.1	79.6326	84.0977	0.1465	0.0912	0.20599
JAEEVK010000052.1	JAGDDC010000007.1	NaN	NaN	0.0000	0.0000	NaN
JAEEQC010000180.1	JAEEKN010000364.1	98.6742	98.6742	0.0011	0.0008	0.49863
JAEEIH010000014.1	JAEEQC010000180.1	88.5637	91.8274	0.1672	0.1692	0.15883
JAFZQN010000133.1	CAJOQS010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAEEVK010000052.1	JAFZNE010000036.1	NaN	NaN	0.0000	0.0000	NaN
JAFYUD010000032.1	UQQT01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFTVI010000010.1	JAFUIY010000011.1	89.0959	89.0959	0.0518	0.0499	0.42561
JAFDVJ010000100.1	JADKBM010000001.1	88.3223	88.3223	0.0079	0.0092	0.60862
DJEG01000039.1	JAGBSO010000052.1	NaN	NaN	0.0000	0.0000	NaN
JAFYUD010000032.1	JAFTVI010000010.1	90.5025	90.5025	0.0068	0.0072	1.03336
SKJO01000250.1	SLLJ01000477.1	92.0966	92.5793	0.4403	0.3474	0.06784
JAFXLD010000041.1	JAFYVE010000001.1	89.6503	90.6279	0.1854	0.1993	0.17592
PLNF01000046.1	PMBC01000109.1	89.5545	89.5545	0.0035	0.0041	0.95368
JADGPT010000166.1	PMBC01000109.1	NaN	NaN	0.0000	0.0000	NaN
PLML01000069.1	DNOQ01000496.1	NaN	NaN	0.0000	0.0000	NaN
DCFQ01000097.1	PLLO01000006.1	86.0588	86.0588	0.0037	0.0040	1.35785
PMIL01000244.1	PLNT01000003.1	84.3540	84.3540	0.0266	0.0321	0.54093
SKJJ01000236.1	LDWW01000001.1	86.1249	86.1249	0.0075	0.0070	0.91625
PKWO01000451.1	JAFANH010000059.1	88.0624	88.0624	0.0011	0.0015	1.71234
QQUU01000136.1	JACESW010000001.1	91.9019	92.5415	0.3514	0.8659	0.08401
JAFGXE010000058.1	NBLK01000031.1	NaN	NaN	0.0000	0.0000	NaN
JAFGXE010000058.1	JAFGVS010000035.1	NaN	NaN	0.0000	0.0000	NaN
NZ_FXYX01000065.1	NZ_HE978600.1	75.3441	81.3181	0.1512	0.1545	0.27979
NZ_QVTE01000001.1	NZ_PGVF01000001.1	84.3960	87.6740	0.5453	0.4731	0.08845
DBXY01000021.1	JAFTCL010000028.1	95.0431	95.6522	0.7868	0.7919	0.03399
NZ_CP051626.1	NZ_FXZM01000047.1	72.8595	81.1215	0.1671	0.1995	0.24835
NZ_JAFEMW010000001.1	NZ_RHFH01000066.1	78.6769	83.4803	0.6637	0.7159	0.09137
NZ_FXYY01000077.1	NZ_WWEQ01000100.1	81.7358	84.4882	0.0647	0.0909	0.29013
NZ_CP050152.1	NZ_ADNU01000096.1	75.8549	85.5868	0.0045	0.0069	1.11378
PASB01000002.1	NZ_BAOL01000399.1	85.6365	85.6365	0.0093	0.0039	1.00921
CAJJBX010000001.1	NZ_BAOL01000399.1	79.8524	85.0059	0.0435	0.0264	0.43410
NZ_QFVR01000010.1	NZ_BJOB01000001.1	79.0767	84.4508	0.1563	0.1925	0.25972
NZ_QFVS01000100.1	NZ_QFVR01000010.1	78.7742	85.3443	0.1918	0.1637	0.23404
NVTF01000042.1	PFUL01000196.1	79.0538	87.5484	0.0099	0.0068	0.80342
NZ_AYTB01000001.1	NZ_HE611064.1	76.1888	83.4480	0.4445	0.5201	0.16131
NZ_JTFC01000001.1	NZ_HE611064.1	74.1201	84.5302	0.3748	0.4846	0.15240
NZ_QFVS01000100.1	NZ_AYTB01000001.1	81.2867	84.2722	0.1078	0.0872	0.34964
JAEDNI010000060.1	JAEELX010000107.1	NaN	NaN	0.0000	0.0000	NaN
CADAAF010000001.1	CACZVM010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFSXJ010000061.1	DBYL01000008.1	NaN	NaN	0.0000	0.0000	NaN
CAJJBX010000001.1	PASB01000002.1	81.8787	81.8787	0.1088	0.1430	0.35409
NC_020520.1	PASB01000002.1	84.8107	84.8107	0.0170	0.0423	0.51558
CAIKOD010000001.1	CAIJED010000001.1	86.2700	88.4384	0.2217	0.1818	0.15553
JAGOSA010000016.1	JAGOOL010000058.1	87.3107	90.1899	0.0670	0.0754	0.45248
JAFSTO010000004.1	DFIN01000028.1	NaN	NaN	0.0000	0.0000	NaN
NZ_QEKO01000001.1	NZ_PDUW01000010.1	87.4440	89.3242	0.7057	0.7084	0.06327
CAADVD010000001.1	JAGHIE010000017.1	87.0610	87.0610	0.0052	0.0052	1.16735
DBYL01000008.1	CADBYS010000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_FUHT01000004.1	NZ_FYDD01000004.1	73.3512	85.8569	0.1328	0.1402	0.26582
CYUK01000001.1	NZ_LT635481.1	69.5320	85.4564	0.3102	0.2628	0.21056
NZ_OCTU01000012.1	NZ_LT635481.1	90.4405	92.6541	0.7829	0.7870	0.06731
JAFDZP010000001.1	JAFDZO010000010.1	78.1048	82.4324	0.2514	0.2812	0.26164
PMBQ01000173.1	MEMY01000001.1	NaN	NaN	0.0000	0.0000	NaN
SKUL01000360.1	REDV01000118.1	87.7110	88.6340	0.4119	0.2950	0.11143
NZ_JACBZQ010000001.1	NZ_CP046122.1	77.6581	83.4637	0.5783	0.5125	0.10249
NZ_JACBZQ010000001.1	NZ_BMMZ01000001.1	77.3980	83.4926	0.5683	0.5112	0.10274
NZ_LT629772.1	NZ_BMMZ01000001.1	78.5788	83.7602	0.2533	0.2959	0.12601
NZ_UPHT01000230.1	NZ_AP022603.1	82.0580	86.1019	0.0526	0.0831	0.23537
VEQY01000039.1	CAIRCP010000001.1	85.0073	85.5789	0.3618	0.2850	0.13233
NZ_LZTA01000001.1	NZ_AP022587.1	83.7017	85.5147	0.6753	0.6629	0.07428
NZ_CP046122.1	NZ_LT629772.1	79.6214	84.0878	0.3289	0.2793	0.12477
NZ_CP041692.1	NZ_LT629772.1	78.4541	84.0492	0.5676	0.5054	0.09431
NZ_LZMD01000001.1	NZ_JAGIOP010000001.1	79.2590	83.5435	0.4019	0.3656	0.11493
NZ_UGTV01000015.1	NZ_NXGB01000001.1	84.2158	87.0577	0.8400	0.8511	0.10969
MKVF01000001.1	SSGT01000204.1	NaN	NaN	0.0000	0.0000	NaN
NZ_LT906448.1	NZ_UGTV01000015.1	78.5047	89.3524	0.3699	0.3875	0.14016
NZ_LT906448.1	NZ_LT906458.1	78.0129	85.6350	0.3701	0.3650	0.18661
DHVX01000080.1	DINL01000266.1	90.3617	90.3617	0.0016	0.0024	1.02700
WSXU01000053.1	NZ_DF968182.1	83.0690	83.0690	0.0263	0.0285	0.54276
JAEUTG010000057.1	DHSR01000079.1	82.3272	82.3272	0.0079	0.0108	1.14437
DJVU01000090.1	JAEUTG010000057.1	92.2306	92.2306	0.0035	0.0024	0.84276
NZ_PEBB01000114.1	NZ_CACSIP010000001.1	81.3600	84.4197	0.2696	0.2645	0.11488
DIOT01000013.1	JADJEQ010000001.1	85.6031	85.6031	0.0066	0.0024	1.28020
DCXE01000087.1	JAHISE010000108.1	NaN	NaN	0.0000	0.0000	NaN
JAHIYH010000017.1	DCXE01000087.1	82.3525	82.3525	0.0081	0.0104	1.56338
JAAYDG010000006.1	DPKU01000077.1	86.6606	88.7346	0.1526	0.1837	0.22633
DUTT01000026.1	DPKU01000077.1	NaN	NaN	0.0000	0.0000	NaN
JADDPP010000293.1	JACDAU010000105.1	90.5301	90.5301	0.0005	0.0006	1.31585
JADDPA010000109.1	JACDAU010000105.1	88.8122	88.8122	0.1421	0.1497	0.15669
JADDPA010000109.1	JADDPP010000293.1	87.9068	87.9068	0.0033	0.0028	1.11366
CAJTFE010000001.1	DVLE01000032.1	87.5966	87.5966	0.0126	0.0222	0.52867
NZ_FNET01000057.1	NZ_BMNC01000001.1	92.3142	93.6433	0.7248	0.7731	0.02718
NZ_QLTT01000001.1	NZ_VSRL01000100.1	91.0474	92.4889	0.6746	0.6510	0.02994
CAJTDE010000001.1	CAJUMM010000001.1	88.6792	88.6792	0.0234	0.0358	0.34737
CAJTFE010000001.1	CAJUMM010000001.1	87.1892	87.1892	0.0316	0.0496	0.33543
NZ_VULO01000001.1	NZ_CP059675.1	87.8048	92.6806	0.0019	0.0041	1.13369
CAJTDE010000001.1	CABIXM010000001.1	90.7662	90.7662	0.0111	0.0138	0.41058
CAJUMM010000001.1	CABIXM010000001.1	88.9700	88.9700	0.0071	0.0061	0.79164
NZ_VULO01000001.1	NZ_FYEG01000024.1	87.9796	91.1292	0.0028	0.0037	0.93353
NZ_CP059675.1	NZ_FYEG01000024.1	59.0483	82.0737	0.3083	0.3384	0.20988
NZ_BBOJ01000055.1	NZ_FNCC01000043.1	87.0368	90.1635	0.5577	0.6678	0.03780
NZ_QQAU01000001.1	NZ_MUYM01000001.1	89.4501	91.5582	0.6408	0.6461	0.03340
NZ_FNIX01000061.1	NZ_BBOJ01000055.1	89.5136	91.3951	0.6649	0.6353	0.03561
NZ_FRCF01000026.1	NZ_JONV01000001.1	82.1744	82.1744	0.0969	0.0946	0.48456
NZ_FNFY01000062.1	NZ_RKQJ01000001.1	77.4043	91.0592	0.0135	0.0137	0.61012
NZ_LFKO01000001.1	NZ_FNFY01000062.1	83.0845	90.1215	0.7120	0.7359	0.08675
NZ_ARQJ01000001.1	NZ_OBQF01000012.1	85.5032	85.5032	0.0148	0.0156	0.81934
JACQOM010000070.1	JACPSA010000032.1	90.0856	90.0856	0.1456	0.1275	0.23673
NC_014253.1	JAHENT010000001.1	95.4038	95.6419	0.6690	0.7780	0.05186
JAAZFD010000076.1	DUPG01000017.1	89.0427	89.0427	0.0025	0.0030	2.05632
DSUO01000087.1	DTFS01000068.1	88.7216	92.6504	0.6338	0.6803	0.06570
JAFGOB010000136.1	DSUO01000087.1	93.8470	93.8470	0.0003	0.0006	1.79078
VGVE01000001.1	SYFY01000035.1	83.4713	83.4713	0.0738	0.0749	0.30831
JACCUC010000071.1	JACCTJ010000158.1	91.1569	91.1569	0.0673	0.0891	0.22563
CADCVU010000001.1	JACCUC010000071.1	88.9271	89.4555	0.1352	0.1299	0.18898
