assembly_acc	assembly_name	organism	strain	biosample	seq_rel_date	submission	assembly_level
GCF_002208705.1	ASM220870v1	Mycobacterium avium subsp. paratuberculosis (high G+C Gram-positive bacteria)	FDAARGOS_305	SAMN06173318	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208685.1	ASM220868v1	Kocuria rhizophila (high G+C Gram-positive bacteria)	FDAARGOS_302	SAMN06173315	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208665.1	ASM220866v1	[Haemophilus] ducreyi (g-proteobacteria)	FDAARGOS_297	SAMN06173310	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002206575.1	ASM220657v1	Micrococcus sp. FDAARGOS_333 (high G+C Gram-positive bacteria)	FDAARGOS_333	SAMN06173346	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206565.1	ASM220656v1	Listeria monocytogenes (firmicutes)	FDAARGOS_351	SAMN06173364	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206545.1	ASM220654v1	Enterococcus faecalis (firmicutes)	FDAARGOS_339	SAMN06173352	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206525.1	ASM220652v1	Salmonella enterica (enterobacteria)	FDAARGOS_316	SAMN06173329	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206495.1	ASM220649v1	Salmonella enterica (enterobacteria)	FDAARGOS_318	SAMN06173331	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206485.1	ASM220648v1	Mobiluncus mulieris (high G+C Gram-positive bacteria)	FDAARGOS_303	SAMN06173316	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206465.1	ASM220646v1	Helicobacter pylori (e-proteobacteria)	FDAARGOS_299	SAMN06173312	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206445.1	ASM220644v1	Enterococcus faecalis (firmicutes)	FDAARGOS_322	SAMN06173335	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206405.1	ASM220640v1	Escherichia coli O157 (E. coli)	FDAARGOS_292	SAMN06173305	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206395.1	ASM220639v1	Staphylococcus aureus (firmicutes)	FDAARGOS_356	SAMN06173369	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206385.1	ASM220638v1	Serratia odorifera (enterobacteria)	FDAARGOS_353	SAMN06173366	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206365.1	ASM220636v1	Hafnia alvei (enterobacteria)	FDAARGOS_350	SAMN06173363	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206325.1	ASM220632v1	Parabacteroides distasonis (CFB group bacteria)	FDAARGOS_344	SAMN06173357	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206315.1	ASM220631v1	Enterococcus faecalis (firmicutes)	FDAARGOS_347	SAMN06173360	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206305.1	ASM220630v1	Burkholderia glumae (b-proteobacteria)	FDAARGOS_346	SAMN06173359	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206285.1	ASM220628v1	Pseudomonas aeruginosa (g-proteobacteria)	FDAARGOS_340	SAMN06173353	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206245.1	ASM220624v1	Salmonella enterica (enterobacteria)	FDAARGOS_315	SAMN06173328	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206235.1	ASM220623v1	Enterococcus faecium (firmicutes)	FDAARGOS_332	SAMN06173345	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206225.1	ASM220622v1	Gardnerella vaginalis (high G+C Gram-positive bacteria)	FDAARGOS_296	SAMN06173309	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206145.1	ASM220614v1	Proteus mirabilis (enterobacteria)	FDAARGOS_284	SAMN06173297	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206175.1	ASM220617v1	Providencia stuartii (enterobacteria)	FDAARGOS_294	SAMN06173307	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002206165.1	ASM220616v1	Salmonella enterica (enterobacteria)	FDAARGOS_314	SAMN06173327	2017/06/23 00:00	2017/06/23 00:00	Contig
GCF_002206155.1	ASM220615v1	Enterobacter hormaechei (CDC Enteric Group 75)	FDAARGOS_286	SAMN06173299	2017/06/23 00:00	2017/06/23 00:00	Contig
GCA_002083295.1	ASM208329v1	Yersinia enterocolitica (enterobacteria)	FDAARGOS_224	SAMN04875561	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083285.1	ASM208328v1	Yersinia enterocolitica (enterobacteria)	FDAARGOS_225	SAMN04875562	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083265.1	ASM208326v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_217	SAMN04875554	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083245.1	ASM208324v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_219	SAMN04875556	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083215.1	ASM208321v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_220	SAMN04875557	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083205.1	ASM208320v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_261	SAMN04875587	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083175.1	ASM208317v1	Streptococcus mutans (firmicutes)	FDAARGOS_258	SAMN04875584	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083165.1	ASM208316v1	Achromobacter xylosoxidans (b-proteobacteria)	FDAARGOS_255	SAMN04875581	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083135.1	ASM208313v1	Aerococcus viridans (firmicutes)	FDAARGOS_249	SAMN04875575	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083125.1	ASM208312v1	Aggregatibacter aphrophilus (g-proteobacteria)	FDAARGOS_248	SAMN04875574	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083095.1	ASM208309v1	Bordetella pertussis (b-proteobacteria)	FDAARGOS_195	SAMN04875532	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083085.1	ASM208308v1	Streptococcus pyogenes (firmicutes)	FDAARGOS_190	SAMN04875527	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083055.1	ASM208305v1	Borreliella burgdorferi (Lyme disease spirochete)	FDAARGOS_196	SAMN04875533	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002083025.1	ASM208302v1	Neisseria gonorrhoeae (b-proteobacteria)	FDAARGOS_206	SAMN04875543	2017/04/10 00:00	2017/04/10 00:00	Contig
GCA_002082995.1	ASM208299v1	Campylobacter jejuni subsp. jejuni (e-proteobacteria)	FDAARGOS_264	SAMN04875590	2017/04/10 00:00	2017/04/10 00:00	Contig
GCA_002082985.1	ASM208298v1	Clostridioides difficile (firmicutes)	FDAARGOS_269	SAMN04875595	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002082955.1	ASM208295v1	Legionella pneumophila subsp. pneumophila (g-proteobacteria)	FDAARGOS_202	SAMN04875539	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002082945.1	ASM208294v1	Clostridioides difficile (firmicutes)	FDAARGOS_268	SAMN04875594	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002082905.1	ASM208290v1	Legionella anisa (g-proteobacteria)	FDAARGOS_200	SAMN04875537	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002082895.1	ASM208289v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_208	SAMN04875545	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002082275.1	ASM208227v1	Yersinia enterocolitica (enterobacteria)	FDAARGOS_226	SAMN04875563	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002082245.1	ASM208224v1	Yersinia enterocolitica (enterobacteria)	FDAARGOS_227	SAMN04875564	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002082235.1	ASM208223v1	Francisella tularensis (g-proteobacteria)	FDAARGOS_247	SAMN04875573	2017/04/10 00:00	2017/04/10 00:00	Contig
GCF_002073835.1	ASM207383v1	Streptococcus salivarius (firmicutes)	FDAARGOS_259	SAMN04875585	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073815.1	ASM207381v1	Streptococcus sp. FDAARGOS_192 (firmicutes)	FDAARGOS_192	SAMN04875529	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCA_002073795.1	ASM207379v1	Streptococcus sp. 'group B' (firmicutes)	FDAARGOS_229	SAMN04875566	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073775.1	ASM207377v1	Vibrio parahaemolyticus (g-proteobacteria)	FDAARGOS_191	SAMN04875528	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073755.1	ASM207375v1	Citrobacter braakii (enterobacteria)	FDAARGOS_253	SAMN04875579	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073735.1	ASM207373v1	Clostridioides difficile (firmicutes)	FDAARGOS_267	SAMN04875593	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073715.1	ASM207371v1	Neisseria sicca (b-proteobacteria)	FDAARGOS_260	SAMN04875586	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073695.1	ASM207369v1	Streptococcus agalactiae (firmicutes)	FDAARGOS_254	SAMN04875580	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073675.1	ASM207367v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_212	SAMN04875549	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073655.1	ASM207365v1	Neisseria gonorrhoeae (b-proteobacteria)	FDAARGOS_207	SAMN04875544	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073635.1	ASM207363v1	Paracoccus yeei (a-proteobacteria)	FDAARGOS_252	SAMN04875578	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073615.1	ASM207361v1	Neisseria gonorrhoeae (b-proteobacteria)	FDAARGOS_205	SAMN04875542	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073595.1	ASM207359v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_210	SAMN04875547	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073575.1	ASM207357v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_209	SAMN04875546	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073555.1	ASM207355v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_211	SAMN04875548	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073535.1	ASM207353v1	Neisseria gonorrhoeae (b-proteobacteria)	FDAARGOS_204	SAMN04875541	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCA_002073515.1	ASM207351v1	Streptococcus equinus (firmicutes)	FDAARGOS_251	SAMN04875577	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073495.1	ASM207349v1	Leptospira interrogans serovar Copenhageni (bacteria)	FDAARGOS_203	SAMN04875540	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073475.1	ASM207347v1	Haemophilus influenzae (g-proteobacteria)	FDAARGOS_199	SAMN04875536	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073455.1	ASM207345v1	Legionella longbeachae (g-proteobacteria)	FDAARGOS_201	SAMN04875538	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073435.1	ASM207343v1	Streptococcus gordonii (firmicutes)	FDAARGOS_257	SAMN04875583	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073415.1	ASM207341v1	Bacillus sp. FDAARGOS_235 (firmicutes)	FDAARGOS_235	SAMN04875572	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073395.1	ASM207339v1	Staphylococcus lugdunensis (firmicutes)	FDAARGOS_222	SAMN04875559	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073375.1	ASM207337v1	Corynebacterium diphtheriae (high G+C Gram-positive bacteria)	FDAARGOS_197	SAMN04875534	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073355.1	ASM207335v1	Streptococcus intermedius (firmicutes)	FDAARGOS_233	SAMN04875570	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073335.1	ASM207333v1	Vibrio cholerae (g-proteobacteria)	FDAARGOS_223	SAMN04875560	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073315.1	ASM207331v1	Yersinia sp. FDAARGOS_228 (enterobacteria)	FDAARGOS_228	SAMN04875565	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073295.1	ASM207329v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_216	SAMN04875553	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073275.1	ASM207327v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_215	SAMN04875552	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073255.1	ASM207325v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_218	SAMN04875555	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073235.1	ASM207323v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_214	SAMN04875551	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_002073215.1	ASM207321v1	Moraxella catarrhalis (g-proteobacteria)	FDAARGOS_213	SAMN04875550	2017/03/29 00:00	2017/03/29 00:00	Complete Genome
GCF_001593585.1	ASM159358v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS_139	SAMN03996283	2016/03/17 00:00	2016/03/17 00:00	Complete Genome
GCF_001563715.1	ASM156371v1	Escherichia coli (E. coli)	268-78-1	SAMN03996336	2016/02/17 00:00	2016/02/17 00:00	Chromosome
GCF_001559255.1	ASM155925v1	Hafnia alvei (enterobacteria)	FDAARGOS_158	SAMN03996303	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001559235.1	ASM155923v1	Citrobacter sp. FDAARGOS_156 (enterobacteria)	FDAARGOS_155	SAMN03996300	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001559215.1	ASM155921v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS_152	SAMN03996296	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCA_001559195.1	ASM155919v1	Achromobacter xylosoxidans (b-proteobacteria)	FDAARGOS_150	SAMN03996294	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001559175.1	ASM155917v1	Streptococcus pyogenes (firmicutes)	FDAARGOS_149	SAMN03996295	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001559135.1	ASM155913v1	Serratia liquefaciens (enterobacteria)	FDAARGOS_125	SAMN03996271	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001559115.1	ASM155911v1	Staphylococcus simulans (firmicutes)	FDAARGOS_124	SAMN03996269	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001559075.1	ASM155907v1	Citrobacter amalonaticus (enterobacteria)	FDAARGOS_122	SAMN03996265	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCA_001559055.1	ASM155905v1	Bordetella bronchiseptica (b-proteobacteria)	ATCC:BAA-588D-5	SAMN03996258	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001559035.1	ASM155903v1	Bartonella bacilliformis (a-proteobacteria)	ATCC:35685D-5	SAMN03996253	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558935.1	ASM155893v1	Citrobacter amalonaticus (enterobacteria)	FDAARGOS_165	SAMN03996309	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCA_001558915.1	ASM155891v1	Achromobacter xylosoxidans (b-proteobacteria)	FDAARGOS_162	SAMN03996305	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558895.1	ASM155889v1	Morganella morganii (enterobacteria)	FDAARGOS_172	SAMN03996316	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558875.1	ASM155887v1	Enterococcus sp. FDAARGOS_163 (firmicutes)	FDAARGOS_163	SAMN03996308	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558855.1	ASM155885v1	Providencia stuartii (enterobacteria)	FDAARGOS_145	SAMN03996292	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558815.1	ASM155881v1	Staphylococcus lugdunensis (firmicutes)	FDAARGOS_143	SAMN03996287	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558795.1	ASM155879v1	Staphylococcus aureus (firmicutes)	FDAARGOS_159	SAMN03996304	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558775.1	ASM155877v1	Staphylococcus lugdunensis (firmicutes)	FDAARGOS_141	SAMN03996285	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558755.1	ASM155875v1	Achromobacter xylosoxidans (b-proteobacteria)	FDAARGOS_147	SAMN03996290	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558735.1	ASM155873v1	Pantoea agglomerans (enterobacteria)	FDAARGOS_160	SAMN03996307	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558515.1	ASM155851v1	Vibrio vulnificus (g-proteobacteria)	ATL 6-1306	SAMN03996334	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558495.1	ASM155849v1	Vibrio parahaemolyticus (g-proteobacteria)	ATCC 17802	SAMN03996250	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558475.1	ASM155847v1	Vibrio mimicus (g-proteobacteria)	ATCC 33654	SAMN03996328	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558435.1	ASM155843v1	Vibrio harveyi (g-proteobacteria)	ATCC 43516	SAMN03996323	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558415.1	ASM155841v1	Vibrio fluvialis (g-proteobacteria)	ATCC 33809	SAMN03996321	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCA_001558395.1	ASM155839v1	Bordetella pertussis (b-proteobacteria)	ATCC:BAA-1335D-5	SAMN03996260	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558375.1	ASM155837v1	Staphylococcus saprophyticus (firmicutes)	FDAARGOS_137	SAMN03996280	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558355.1	ASM155835v1	Salmonella enterica (enterobacteria)	LT2	SAMN03996249	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558295.1	ASM155829v1	Shigella sonnei (enterobacteria)	FDAARGOS_90	SAMN03996263	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558275.1	ASM155827v1	Staphylococcus saprophyticus (firmicutes)	FDAARGOS_168	SAMN03996313	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001558255.1	ASM155825v1	Grimontia hollisae (g-proteobacteria)	ATCC 33564	SAMN03996327	2016/02/11 00:00	2016/02/11 00:00	Complete Genome
GCF_001534855.1	ASM153485v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_89	SAMN03996264	2016/01/25 00:00	2016/01/25 00:00	Contig
GCF_001525625.1	ASM152562v1	Bartonella henselae str. Houston-1 (a-proteobacteria)	Houston-1	SAMN03996256	2016/01/22 00:00	2016/01/22 00:00	Contig
GCF_001525595.1	ASM152559v1	Vibrio alginolyticus (g-proteobacteria)	LMG 11650	SAMN03996257	2016/01/22 00:00	2016/01/22 00:00	Contig
GCF_001525585.1	ASM152558v1	Vibrio harveyi (g-proteobacteria)	ATCC 35084	SAMN03996255	2016/01/22 00:00	2016/01/22 00:00	Contig
GCA_001525555.1	ASM152555v1	Bordetella pertussis 18323 (b-proteobacteria)	18323	SAMN03996251	2016/01/22 00:00	2016/01/22 00:00	Contig
GCF_001525545.1	ASM152554v1	Bordetella parapertussis (b-proteobacteria)	NCTC 5952	SAMN03996248	2016/01/22 00:00	2016/01/22 00:00	Contig
GCF_001525525.1	ASM152552v1	Vibrio cholerae (g-proteobacteria)	ATCC 25874	SAMN03996252	2016/01/22 00:00	2016/01/22 00:00	Contig
GCF_001473265.1	ASM147326v1	Staphylococcus epidermidis (firmicutes)	FDAARGOS_157	SAMN03996302	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471855.1	ASM147185v1	Acinetobacter baumannii (g-proteobacteria)	FDAARGOS_123	SAMN03996270	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471835.1	ASM147183v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_91	SAMN03996262	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471815.1	ASM147181v1	Escherichia coli (E. coli)	FDAARGOS_142	SAMN03996286	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471795.1	ASM147179v1	Staphylococcus warneri (firmicutes)	FDAARGOS_151	SAMN03996298	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471775.1	ASM147177v1	Citrobacter koseri (enterobacteria)	FDAARGOS_164	SAMN03996311	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471755.1	ASM147175v1	Escherichia fergusonii (enterobacteria)	FDAARGOS_170	SAMN03996315	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471735.1	ASM147173v1	Streptococcus sp. FDAARGOS_146 (firmicutes)	FDAARGOS_146	SAMN03996291	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471715.1	ASM147171v1	Staphylococcus aureus (firmicutes)	FDAARGOS_140	SAMN03996284	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471695.1	ASM147169v1	Staphylococcus aureus (firmicutes)	FDAARGOS_135	SAMN03996279	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471675.1	ASM147167v1	Staphylococcus aureus (firmicutes)	FDAARGOS_169	SAMN03996293	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471655.1	ASM147165v1	Citrobacter amalonaticus (enterobacteria)	FDAARGOS_166	SAMN03996310	2015/12/21 00:00	2015/12/21 00:00	Contig
GCA_001471625.1	ASM147162v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_127	SAMN03996268	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471615.1	ASM147161v1	Acinetobacter sp. FDAARGOS_131 (g-proteobacteria)	FDAARGOS_131	SAMN03996275	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471585.1	ASM147158v1	Vibrio cholerae (g-proteobacteria)	ATCC 14547	SAMN03996320	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471575.1	ASM147157v1	Vibrio harveyi (g-proteobacteria)	LMG 4044	SAMN03996325	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471555.1	ASM147155v1	Staphylococcus capitis (firmicutes)	FDAARGOS_173	SAMN03996314	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471535.1	ASM147153v1	Achromobacter xylosoxidans (b-proteobacteria)	FDAARGOS_133	SAMN03996276	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471515.1	ASM147151v1	Staphylococcus haemolyticus (firmicutes)	FDAARGOS_130	SAMN03996273	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471485.1	ASM147148v1	Vibrio parahaemolyticus (g-proteobacteria)	NSV 5736	SAMN03996335	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471465.1	ASM147146v1	Vibrio vulnificus (g-proteobacteria)	ATCC 29307	SAMN03996333	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471455.1	ASM147145v1	Vibrio cholerae (g-proteobacteria)	ATCC 11629	SAMN03996319	2015/12/21 00:00	2015/12/21 00:00	Contig
GCA_001471435.1	ASM147143v1	Pseudomonas putida (g-proteobacteria)	FDAARGOS_121	SAMN03996267	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471415.1	ASM147141v1	Vibrio vulnificus (g-proteobacteria)	ATCC 29306	SAMN03996332	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471395.1	ASM147139v1	Vibrio mimicus (g-proteobacteria)	ATCC 33655	SAMN03996329	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471365.1	ASM147136v1	Shigella sonnei (enterobacteria)	FDAARGOS_128	SAMN03996274	2015/12/21 00:00	2015/12/21 00:00	Contig
GCA_001471355.1	ASM147135v1	Pseudomonas aeruginosa (g-proteobacteria)	FDAARGOS_154	SAMN03996297	2015/12/21 00:00	2015/12/21 00:00	Contig
GCA_001471285.1	ASM147128v1	Staphylococcus haemolyticus (firmicutes)	FDAARGOS_148	SAMN03996289	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471295.1	ASM147129v1	Enterococcus faecium (firmicutes)	FDAARGOS_138	SAMN03996282	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471275.1	ASM147127v1	Vibrio alginolyticus (g-proteobacteria)	ATCC 17749	SAMN03996338	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001471305.1	ASM147130v1	Vibrio vulnificus (g-proteobacteria)	ATCC 43382	SAMN03996331	2015/12/21 00:00	2015/12/21 00:00	Contig
GCF_001188185.1	ASM118818v1	Vibrio parahaemolyticus (g-proteobacteria)	10329	SAMN03255431	2014/12/24 00:00	2014/12/24 00:00	Contig
GCF_001188155.1	ASM118815v1	Salmonella enterica subsp. houtenae (enterobacteria)	01-0133	SAMN03255435	2014/12/24 00:00	2014/12/24 00:00	Contig
GCF_001188135.1	ASM118813v1	Vibrio parahaemolyticus (g-proteobacteria)	98-513-F52	SAMN03255432	2014/12/24 00:00	2014/12/24 00:00	Contig
GCF_001188125.1	ASM118812v1	Salmonella enterica subsp. enterica (enterobacteria)	SARA35	SAMN03255434	2014/12/24 00:00	2014/12/24 00:00	Contig
GCF_001188105.1	ASM118810v1	Escherichia coli (E. coli)	E16	SAMN03255436	2014/12/24 00:00	2014/12/24 00:00	Contig
GCF_001188045.1	ASM118804v1	Listeria monocytogenes (firmicutes)	FDAARGOS_57	SAMN03255437	2014/12/24 00:00	2014/12/24 00:00	Contig
