pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum
GCF_003579615.1__GCF_017368615.1	GCF_003579615.1	GCF_017368615.1	97-100	train	99.6400	strict	
GCF_003590545.1__GCF_016635095.1	GCF_003590545.1	GCF_016635095.1	97-100	train	98.3000	strict	
GCF_003595075.1__GCF_016106695.1	GCF_003595075.1	GCF_016106695.1	97-100	train	99.6200	strict	
GCF_003600795.1__GCF_018971125.1	GCF_003600795.1	GCF_018971125.1	97-100	train	99.7700	strict	
GCF_003634035.1__GCF_016758215.1	GCF_003634035.1	GCF_016758215.1	97-100	train	97.2600	strict	
GCF_003665885.1__GCF_003665985.1	GCF_003665885.1	GCF_003665985.1	97-100	train	99.2900	strict	
GCF_003667625.1__GCF_003667675.1	GCF_003667625.1	GCF_003667675.1	97-100	train	99.9800	strict	
GCF_003692985.1__GCF_003692995.1	GCF_003692985.1	GCF_003692995.1	97-100	train	97.4600	strict	
GCF_003722115.1__GCF_900177455.1	GCF_003722115.1	GCF_900177455.1	97-100	train	99.9900	strict	
GCF_003789135.1__GCF_015099135.1	GCF_003789135.1	GCF_015099135.1	97-100	test	98.0600	strict	
GCF_003789135.1__GCF_900452265.1	GCF_003789135.1	GCF_900452265.1	97-100	test	98.0800	strict	
GCF_003797085.1__GCF_013277795.1	GCF_003797085.1	GCF_013277795.1	97-100	train	98.6800	strict	
GCF_003815615.1__GCF_003815635.1	GCF_003815615.1	GCF_003815635.1	97-100	train	98.4500	strict	
GCF_003850465.1__GCF_003850525.1	GCF_003850465.1	GCF_003850525.1	97-100	train	99.2000	strict	
GCF_003855255.1__GCF_017052695.1	GCF_003855255.1	GCF_017052695.1	97-100	train	99.3400	strict	
GCF_003947175.1__GCF_015356275.1	GCF_003947175.1	GCF_015356275.1	97-100	test	98.8600	strict	
GCF_003985135.1__GCF_014191925.1	GCF_003985135.1	GCF_014191925.1	97-100	train	97.5700	strict	
GCF_003986875.1__GCF_014779575.1	GCF_003986875.1	GCF_014779575.1	97-100	train	98.2600	strict	
GCF_003990125.1__GCF_003990155.1	GCF_003990125.1	GCF_003990155.1	97-100	test	99.8000	strict	
GCF_004028055.1__GCF_004054135.1	GCF_004028055.1	GCF_004054135.1	97-100	train	98.4200	strict	
GCF_004103265.1__GCF_014925335.1	GCF_004103265.1	GCF_014925335.1	97-100	train	99.9400	strict	
GCF_004115565.1__GCF_004119355.1	GCF_004115565.1	GCF_004119355.1	97-100	train	99.1300	strict	
GCF_004120665.1__GCF_016406205.1	GCF_004120665.1	GCF_016406205.1	97-100	train	99.4400	strict	
GCF_004126515.1__GCF_900188075.1	GCF_004126515.1	GCF_900188075.1	97-100	train	98.9000	strict	
GCF_004153645.1__GCF_900455725.1	GCF_004153645.1	GCF_900455725.1	97-100	test	98.9400	strict	
GCF_004167485.1__GCF_902506715.1	GCF_004167485.1	GCF_902506715.1	97-100	train	99.3000	strict	
GCF_004208915.1__GCF_018141345.1	GCF_004208915.1	GCF_018141345.1	97-100	train	97.8400	strict	
GCF_004209325.1__GCF_004209355.1	GCF_004209325.1	GCF_004209355.1	97-100	train	97.0400	strict	
GCF_004209905.1__GCF_016889965.1	GCF_004209905.1	GCF_016889965.1	97-100	train	99.0900	strict	
GCF_004303535.1__GCF_004304085.1	GCF_004303535.1	GCF_004304085.1	97-100	train	97.0300	strict	
GCF_004330745.1__GCF_014196235.1	GCF_004330745.1	GCF_014196235.1	97-100	test	97.5200	strict	
GCF_004342375.1__GCF_017918065.1	GCF_004342375.1	GCF_017918065.1	97-100	test	97.4400	strict	
GCF_004345845.1__GCF_005930545.1	GCF_004345845.1	GCF_005930545.1	97-100	train	99.5300	strict	
GCF_004346445.1__GCF_900460335.1	GCF_004346445.1	GCF_900460335.1	97-100	train	99.4900	strict	
GCF_004348575.1__GCF_014205085.1	GCF_004348575.1	GCF_014205085.1	97-100	train	97.1700	strict	
GCF_004359605.1__GCF_004359635.1	GCF_004359605.1	GCF_004359635.1	97-100	train	99.5500	strict	
GCF_004362605.1__GCF_902705945.1	GCF_004362605.1	GCF_902705945.1	97-100	train	99.2200	strict	
GCF_004364395.1__GCF_004794975.1	GCF_004364395.1	GCF_004794975.1	97-100	train	98.9100	strict	
GCF_004365235.1__GCF_004368825.1	GCF_004365235.1	GCF_004368825.1	97-100	test	100.0000	strict	
GCF_004368175.1__GCF_017350015.1	GCF_004368175.1	GCF_017350015.1	97-100	train	98.1700	strict	
GCF_004382125.1__GCF_013135445.1	GCF_004382125.1	GCF_013135445.1	97-100	train	99.8700	strict	
GCF_004421155.1__GCF_004421195.1	GCF_004421155.1	GCF_004421195.1	97-100	train	99.9700	strict	
GCF_004524045.1__GCF_019048365.1	GCF_004524045.1	GCF_019048365.1	97-100	train	97.6900	strict	
GCF_004564155.1__GCF_900101805.1	GCF_004564155.1	GCF_900101805.1	97-100	train	98.7000	strict	
GCF_004564155.1__GCF_900640145.1	GCF_004564155.1	GCF_900640145.1	97-100	train	98.7000	strict	
GCF_004684865.1__GCF_004745855.1	GCF_004684865.1	GCF_004745855.1	97-100	train	97.9000	strict	
GCF_004769515.1__GCF_004769795.1	GCF_004769515.1	GCF_004769795.1	97-100	train	98.6700	strict	
GCF_004769745.1__GCF_004770835.1	GCF_004769745.1	GCF_004770835.1	97-100	train	99.9900	strict	
GCF_004920495.1__GCF_900640065.1	GCF_004920495.1	GCF_900640065.1	97-100	train	99.6800	strict	
GCF_005233685.1__GCF_900005935.1	GCF_005233685.1	GCF_900005935.1	97-100	train	99.7200	strict	
GCF_005503115.1__GCF_014529845.1	GCF_005503115.1	GCF_014529845.1	97-100	test	99.8300	strict	
GCF_005670605.1__GCF_900101555.1	GCF_005670605.1	GCF_900101555.1	97-100	train	98.7300	strict	
GCF_005706215.1__GCF_014524485.1	GCF_005706215.1	GCF_014524485.1	97-100	train	99.0500	strict	
GCF_005860925.2__GCF_013416305.1	GCF_005860925.2	GCF_013416305.1	97-100	test	97.8200	strict	
GCF_005887445.1__GCF_005887475.1	GCF_005887445.1	GCF_005887475.1	97-100	test	99.9800	strict	
GCF_006385265.1__GCF_011800325.1	GCF_006385265.1	GCF_011800325.1	97-100	train	98.6500	strict	
GCF_006539265.1__GCF_018257235.1	GCF_006539265.1	GCF_018257235.1	97-100	train	97.5200	strict	
GCF_006540325.2__GCF_009738555.1	GCF_006540325.2	GCF_009738555.1	97-100	train	98.9500	strict	
GCF_006714955.1__GCF_007827525.1	GCF_006714955.1	GCF_007827525.1	97-100	train	99.9900	strict	
GCF_007097495.1__GCF_014207545.1	GCF_007097495.1	GCF_014207545.1	97-100	train	99.9900	strict	
GCF_007655045.1__GCF_014651795.1	GCF_007655045.1	GCF_014651795.1	97-100	train	97.4300	strict	
GCF_007676615.1__GCF_007676685.1	GCF_007676615.1	GCF_007676685.1	97-100	test	97.8100	strict	
GCF_007676615.1__GCF_007680665.1	GCF_007676615.1	GCF_007680665.1	97-100	test	97.8800	strict	
GCF_007676685.1__GCF_007680665.1	GCF_007676685.1	GCF_007680665.1	97-100	test	98.0000	strict	
GCF_007828295.1__GCF_900106025.1	GCF_007828295.1	GCF_900106025.1	97-100	train	99.2000	strict	
GCF_007829715.1__GCF_011405175.1	GCF_007829715.1	GCF_011405175.1	97-100	train	97.3000	strict	
GCF_007830535.1__GCF_007996985.1	GCF_007830535.1	GCF_007996985.1	97-100	train	99.9900	strict	
GCF_007845585.1__GCF_007845595.1	GCF_007845585.1	GCF_007845595.1	97-100	train	97.7100	strict	
GCF_007989225.1__GCF_012396205.1	GCF_007989225.1	GCF_012396205.1	97-100	train	99.2200	strict	
GCF_007989225.1__GCF_018917805.1	GCF_007989225.1	GCF_018917805.1	97-100	train	98.7300	strict	
GCF_007991355.1__GCF_014645215.1	GCF_007991355.1	GCF_014645215.1	97-100	train	99.9900	strict	
GCF_008016805.1__GCF_009862035.1	GCF_008016805.1	GCF_009862035.1	97-100	train	98.7800	strict	
GCF_008016805.1__GCF_009862625.1	GCF_008016805.1	GCF_009862625.1	97-100	train	98.8100	strict	
GCF_008271445.1__GCF_008271475.1	GCF_008271445.1	GCF_008271475.1	97-100	train	98.5300	strict	
GCF_008802135.1__GCF_902832755.1	GCF_008802135.1	GCF_902832755.1	97-100	train	99.2000	strict	
GCF_008802135.1__GCF_902832795.1	GCF_008802135.1	GCF_902832795.1	97-100	train	99.9900	strict	
GCF_008974205.1__GCF_008974225.1	GCF_008974205.1	GCF_008974225.1	97-100	train	99.7900	strict	
GCF_009495795.1__GCF_009495835.1	GCF_009495795.1	GCF_009495835.1	97-100	test	99.9800	strict	
GCF_009600365.1__GCF_009600385.1	GCF_009600365.1	GCF_009600385.1	97-100	train	99.8900	strict	
GCF_009649495.1__GCF_011028005.1	GCF_009649495.1	GCF_011028005.1	97-100	test	97.4300	strict	
GCF_009665395.1__GCF_009763705.1	GCF_009665395.1	GCF_009763705.1	97-100	train	99.1800	strict	
GCF_009678145.1__GCF_902387605.1	GCF_009678145.1	GCF_902387605.1	97-100	test	98.3500	strict	
GCF_009706165.1__GCF_015739475.1	GCF_009706165.1	GCF_015739475.1	97-100	train	99.4600	strict	
GCF_009707235.1__GCF_014493605.1	GCF_009707235.1	GCF_014493605.1	97-100	test	98.7800	strict	
GCF_009727925.1__GCF_009728085.1	GCF_009727925.1	GCF_009728085.1	97-100	train	99.9900	strict	
GCF_009763705.1__GCF_009763885.1	GCF_009763705.1	GCF_009763885.1	97-100	train	99.1800	strict	
GCF_009763885.1__GCF_900460255.1	GCF_009763885.1	GCF_900460255.1	97-100	train	99.1700	strict	
GCF_009805845.1__GCF_009805855.1	GCF_009805845.1	GCF_009805855.1	97-100	test	98.4000	strict	
GCF_009805855.1__GCF_009805885.1	GCF_009805855.1	GCF_009805885.1	97-100	test	98.5900	strict	
GCF_009806145.1__GCF_014636415.1	GCF_009806145.1	GCF_014636415.1	97-100	test	99.9900	strict	
GCF_009828735.1__GCF_009828745.1	GCF_009828735.1	GCF_009828745.1	97-100	train	97.2700	strict	
GCF_009828735.1__GCF_011421495.1	GCF_009828735.1	GCF_011421495.1	97-100	train	97.1400	strict	
GCF_009862035.1__GCF_009862625.1	GCF_009862035.1	GCF_009862625.1	97-100	train	99.9900	strict	
GCF_009862985.1__GCF_900236505.1	GCF_009862985.1	GCF_900236505.1	97-100	train	99.9800	strict	
GCF_009874035.1__GCF_009876225.1	GCF_009874035.1	GCF_009876225.1	97-100	test	99.9700	strict	
GCF_009876255.1__GCF_009876265.1	GCF_009876255.1	GCF_009876265.1	97-100	train	99.9600	strict	
GCF_009904585.1__GCF_009904625.1	GCF_009904585.1	GCF_009904625.1	97-100	test	98.5000	strict	
GCF_009904915.1__GCF_009904955.1	GCF_009904915.1	GCF_009904955.1	97-100	train	99.9700	strict	
GCF_009904955.1__GCF_009905005.1	GCF_009904955.1	GCF_009905005.1	97-100	train	99.9700	strict	
GCF_009911675.1__GCF_009917365.1	GCF_009911675.1	GCF_009917365.1	97-100	test	100.0000	strict	
GCF_009914495.1__GCF_009914515.1	GCF_009914495.1	GCF_009914515.1	97-100	train	99.9800	strict	
GCF_009931375.1__GCF_013307145.1	GCF_009931375.1	GCF_013307145.1	97-100	train	99.9600	strict	
GCF_010548115.1__GCF_018310575.1	GCF_010548115.1	GCF_018310575.1	97-100	test	99.0400	strict	
GCF_010580965.1__GCF_910574975.1	GCF_010580965.1	GCF_910574975.1	97-100	test	98.4800	strict	
GCF_010721695.1__GCF_900576535.1	GCF_010721695.1	GCF_900576535.1	97-100	train	97.9000	strict	
GCF_010868115.1__GCF_010868155.1	GCF_010868115.1	GCF_010868155.1	97-100	train	99.7000	strict	
GCF_011007525.1__GCF_013364375.1	GCF_011007525.1	GCF_013364375.1	97-100	train	97.0100	strict	
GCF_011008805.1__GCF_014174455.1	GCF_011008805.1	GCF_014174455.1	97-100	train	98.9300	strict	
GCF_011043685.1__GCF_012030475.1	GCF_011043685.1	GCF_012030475.1	97-100	train	99.2000	strict	
GCF_011064785.1__GCF_011065325.1	GCF_011064785.1	GCF_011065325.1	97-100	train	98.3600	strict	
GCF_011065955.1__GCF_011065975.1	GCF_011065955.1	GCF_011065975.1	97-100	test	97.1700	strict	
GCF_011090235.1__GCF_012689315.1	GCF_011090235.1	GCF_012689315.1	97-100	train	97.8500	strict	
GCF_011378705.1__GCF_015864705.1	GCF_011378705.1	GCF_015864705.1	97-100	train	98.0300	strict	
GCF_011463375.1__GCF_013184245.1	GCF_011463375.1	GCF_013184245.1	97-100	train	97.5000	strict	
GCF_011604645.1__GCF_011604665.1	GCF_011604645.1	GCF_011604665.1	97-100	train	98.5300	strict	
GCF_011682035.1__GCF_018067475.1	GCF_011682035.1	GCF_018067475.1	97-100	test	99.4800	strict	
GCF_011751965.1__GCF_011751985.1	GCF_011751965.1	GCF_011751985.1	97-100	train	99.3900	strict	
GCF_011753175.1__GCF_902832685.1	GCF_011753175.1	GCF_902832685.1	97-100	train	97.8800	strict	
GCF_011759615.1__GCF_012932485.1	GCF_011759615.1	GCF_012932485.1	97-100	train	99.6500	strict	
GCF_012273335.1__GCF_016757895.1	GCF_012273335.1	GCF_016757895.1	97-100	test	97.6100	strict	
GCF_012295595.1__GCF_900111045.1	GCF_012295595.1	GCF_900111045.1	97-100	test	99.9900	strict	
GCF_012396205.1__GCF_018917805.1	GCF_012396205.1	GCF_018917805.1	97-100	train	98.8200	strict	
GCF_012396665.1__GCF_016760305.1	GCF_012396665.1	GCF_016760305.1	97-100	test	97.7400	strict	
GCF_012584455.1__GCF_018224605.1	GCF_012584455.1	GCF_018224605.1	97-100	train	97.5400	strict	
GCF_012726095.1__GCF_017612575.1	GCF_012726095.1	GCF_017612575.1	97-100	train	97.6900	strict	
GCF_012843815.1__GCF_016902075.1	GCF_012843815.1	GCF_016902075.1	97-100	test	97.5200	strict	
GCF_012844035.1__GCF_902386485.1	GCF_012844035.1	GCF_902386485.1	97-100	train	99.6600	strict	
GCF_012952265.1__GCF_013002825.1	GCF_012952265.1	GCF_013002825.1	97-100	train	98.9000	strict	
GCF_013031175.1__GCF_013110885.1	GCF_013031175.1	GCF_013110885.1	97-100	test	97.1100	strict	
GCF_013113955.1__GCF_018779845.1	GCF_013113955.1	GCF_018779845.1	97-100	test	98.6100	strict	
GCF_013294265.1__GCF_014230485.1	GCF_013294265.1	GCF_014230485.1	97-100	train	99.7400	strict	
GCF_013299545.1__GCF_013300465.1	GCF_013299545.1	GCF_013300465.1	97-100	train	98.8200	strict	
GCF_013303395.1__GCF_013303675.1	GCF_013303395.1	GCF_013303675.1	97-100	train	98.9900	strict	
GCF_013347125.1__GCF_014805345.1	GCF_013347125.1	GCF_014805345.1	97-100	train	99.9600	strict	
GCF_013385575.1__GCF_013386805.1	GCF_013385575.1	GCF_013386805.1	97-100	test	99.3900	strict	
GCF_013386305.1__GCF_013387025.1	GCF_013386305.1	GCF_013387025.1	97-100	train	99.0200	strict	
GCF_013414285.1__GCF_900115335.1	GCF_013414285.1	GCF_900115335.1	97-100	train	99.7600	strict	
GCF_014076795.1__GCF_014076835.1	GCF_014076795.1	GCF_014076835.1	97-100	test	99.8000	strict	
GCF_014142545.1__GCF_014142725.1	GCF_014142545.1	GCF_014142725.1	97-100	train	100.0000	strict	
GCF_014145085.1__GCF_014145265.1	GCF_014145085.1	GCF_014145265.1	97-100	train	97.4700	strict	
GCF_014145165.1__GCF_014145265.1	GCF_014145165.1	GCF_014145265.1	97-100	train	98.1000	strict	
GCF_014193045.1__GCF_014193085.1	GCF_014193045.1	GCF_014193085.1	97-100	train	98.2400	strict	
GCF_014195735.1__GCF_905367735.1	GCF_014195735.1	GCF_905367735.1	97-100	train	98.0500	strict	
GCF_014200515.1__GCF_014200545.1	GCF_014200515.1	GCF_014200545.1	97-100	test	97.9000	strict	
GCF_014217915.1__GCF_014883915.1	GCF_014217915.1	GCF_014883915.1	97-100	train	97.2200	strict	
GCF_014223895.1__GCF_014223915.1	GCF_014223895.1	GCF_014223915.1	97-100	test	99.9600	strict	
GCF_014230485.1__GCF_900461245.1	GCF_014230485.1	GCF_900461245.1	97-100	train	99.7400	strict	
GCF_014268225.1__GCF_900591125.1	GCF_014268225.1	GCF_900591125.1	97-100	train	99.3400	strict	
GCF_014299995.1__GCF_014696195.1	GCF_014299995.1	GCF_014696195.1	97-100	train	97.3000	strict	
GCF_014635785.1__GCF_900187075.1	GCF_014635785.1	GCF_900187075.1	97-100	train	99.9900	strict	
GCF_014646715.1__GCF_018732265.1	GCF_014646715.1	GCF_018732265.1	97-100	train	97.3600	strict	
GCF_014695745.1__GCF_014696015.1	GCF_014695745.1	GCF_014696015.1	97-100	test	97.5600	strict	
GCF_014696495.1__GCF_014696565.1	GCF_014696495.1	GCF_014696565.1	97-100	test	99.9900	strict	
GCF_014696905.1__GCF_014697485.1	GCF_014696905.1	GCF_014697485.1	97-100	train	98.4000	strict	
GCF_014697225.1__GCF_014697285.1	GCF_014697225.1	GCF_014697285.1	97-100	train	99.9900	strict	
GCF_014697245.1__GCF_014697285.1	GCF_014697245.1	GCF_014697285.1	97-100	train	99.9900	strict	
GCF_014841695.1__GCF_014842725.1	GCF_014841695.1	GCF_014842725.1	97-100	train	98.6600	strict	
GCF_014841935.1__GCF_014842145.1	GCF_014841935.1	GCF_014842145.1	97-100	test	98.5200	strict	
GCF_014858715.1__GCF_018141345.1	GCF_014858715.1	GCF_018141345.1	97-100	train	97.9200	strict	
GCF_014897385.1__GCF_018333195.1	GCF_014897385.1	GCF_018333195.1	97-100	train	98.5800	strict	
GCF_015099135.1__GCF_900452265.1	GCF_015099135.1	GCF_900452265.1	97-100	test	99.9500	strict	
GCF_015163595.1__GCF_018457705.1	GCF_015163595.1	GCF_018457705.1	97-100	test	98.3700	strict	
GCF_015477305.1__GCF_015478245.1	GCF_015477305.1	GCF_015478245.1	97-100	train	98.4200	strict	
GCF_015548795.1__GCF_015559975.1	GCF_015548795.1	GCF_015559975.1	97-100	test	98.7100	strict	
GCF_015552165.1__GCF_016899655.1	GCF_015552165.1	GCF_016899655.1	97-100	train	98.8800	strict	
GCF_015560245.1__GCF_016642415.1	GCF_015560245.1	GCF_016642415.1	97-100	train	97.2400	strict	
GCF_015698085.1__GCF_018967085.1	GCF_015698085.1	GCF_018967085.1	97-100	train	98.2800	strict	
GCF_015732195.1__GCF_015732255.1	GCF_015732195.1	GCF_015732255.1	97-100	train	97.9300	strict	
GCF_015732255.1__GCF_015732315.1	GCF_015732255.1	GCF_015732315.1	97-100	train	97.8500	strict	
GCF_015767755.1__GCF_015767895.1	GCF_015767755.1	GCF_015767895.1	97-100	train	99.9900	strict	
GCF_016008155.1__GCF_016405785.1	GCF_016008155.1	GCF_016405785.1	97-100	test	98.8700	strict	
GCF_016028775.1__GCF_016127895.1	GCF_016028775.1	GCF_016127895.1	97-100	train	99.9900	strict	
GCF_016584005.1__GCF_016584015.1	GCF_016584005.1	GCF_016584015.1	97-100	train	100.0000	strict	
GCF_016584005.1__GCF_016653175.1	GCF_016584005.1	GCF_016653175.1	97-100	train	100.0000	strict	
GCF_016584015.1__GCF_016653175.1	GCF_016584015.1	GCF_016653175.1	97-100	train	100.0000	strict	
GCF_016649265.1__GCF_016649295.1	GCF_016649265.1	GCF_016649295.1	97-100	train	99.7300	strict	
GCF_016697365.1__GCF_910574985.1	GCF_016697365.1	GCF_910574985.1	97-100	train	98.0800	strict	
GCF_016722985.1__GCF_017891745.1	GCF_016722985.1	GCF_017891745.1	97-100	test	98.8200	strict	
GCF_016813095.1__GCF_016813775.1	GCF_016813095.1	GCF_016813775.1	97-100	test	100.0000	strict	
GCF_016814495.1__GCF_016814565.1	GCF_016814495.1	GCF_016814565.1	97-100	train	100.0000	strict	
GCF_016837165.1__GCF_016837225.1	GCF_016837165.1	GCF_016837225.1	97-100	train	99.8600	strict	
GCF_016899785.1__GCF_904390235.1	GCF_016899785.1	GCF_904390235.1	97-100	train	97.9700	strict	
GCF_016909095.1__GCF_900156705.1	GCF_016909095.1	GCF_900156705.1	97-100	train	97.6100	strict	
GCF_016918045.1__GCF_018362795.1	GCF_016918045.1	GCF_018362795.1	97-100	train	99.1000	strict	
GCF_016919465.1__GCF_900637875.1	GCF_016919465.1	GCF_900637875.1	97-100	train	98.9200	strict	
GCF_016949095.1__GCF_016949215.1	GCF_016949095.1	GCF_016949215.1	97-100	test	99.0300	strict	
GCF_017052095.1__GCF_017052135.1	GCF_017052095.1	GCF_017052135.1	97-100	train	99.2300	strict	
GCF_017368495.1__GCF_017368515.1	GCF_017368495.1	GCF_017368515.1	97-100	train	99.9800	strict	
GCF_017368515.1__GCF_017368575.1	GCF_017368515.1	GCF_017368575.1	97-100	train	100.0000	strict	
GCF_017368655.1__GCF_900458695.1	GCF_017368655.1	GCF_900458695.1	97-100	train	99.5800	strict	
GCF_017788805.1__GCF_900324035.1	GCF_017788805.1	GCF_900324035.1	97-100	train	99.3700	strict	
GCF_017815105.1__GCF_019048705.1	GCF_017815105.1	GCF_019048705.1	97-100	test	98.0800	strict	
GCF_017891645.1__GCF_017892725.1	GCF_017891645.1	GCF_017892725.1	97-100	train	99.2800	strict	
GCF_017916635.1__GCF_018440465.1	GCF_017916635.1	GCF_018440465.1	97-100	train	98.3300	strict	
GCF_018068205.1__GCF_018771265.1	GCF_018068205.1	GCF_018771265.1	97-100	train	99.5100	strict	
GCF_018327965.1__GCF_018328505.1	GCF_018327965.1	GCF_018328505.1	97-100	test	97.1700	strict	
GCF_018458405.1__GCF_018779875.1	GCF_018458405.1	GCF_018779875.1	97-100	train	98.4500	strict	
GCF_018500245.1__GCF_018500355.1	GCF_018500245.1	GCF_018500355.1	97-100	test	97.8400	strict	
GCF_018500425.1__GCF_018500505.1	GCF_018500425.1	GCF_018500505.1	97-100	train	98.6900	strict	
GCF_018500425.1__GCF_018500565.1	GCF_018500425.1	GCF_018500565.1	97-100	train	98.6600	strict	
GCF_018500505.1__GCF_018500565.1	GCF_018500505.1	GCF_018500565.1	97-100	train	98.6500	strict	
GCF_018613105.1__GCF_018613245.1	GCF_018613105.1	GCF_018613245.1	97-100	test	99.9200	strict	
GCF_018618015.1__GCF_018618055.1	GCF_018618015.1	GCF_018618055.1	97-100	test	99.9900	strict	
GCF_018618505.1__GCF_018618595.1	GCF_018618505.1	GCF_018618595.1	97-100	test	99.1500	strict	
GCF_018618605.1__GCF_018618725.1	GCF_018618605.1	GCF_018618725.1	97-100	train	98.8500	strict	
GCF_018618775.1__GCF_018618835.1	GCF_018618775.1	GCF_018618835.1	97-100	train	98.4900	strict	
GCF_018709825.1__GCF_018847015.1	GCF_018709825.1	GCF_018847015.1	97-100	train	99.9800	strict	
GCF_018847015.1__GCF_018847695.1	GCF_018847015.1	GCF_018847695.1	97-100	train	99.9900	strict	
GCF_018861305.1__GCF_018861855.1	GCF_018861305.1	GCF_018861855.1	97-100	test	98.9600	strict	
GCF_018912935.1__GCF_018913145.1	GCF_018912935.1	GCF_018913145.1	97-100	train	99.3600	strict	
GCF_018916835.1__GCF_900460335.1	GCF_018916835.1	GCF_900460335.1	97-100	train	98.5600	strict	
GCF_018917405.1__GCF_900205915.1	GCF_018917405.1	GCF_900205915.1	97-100	train	99.1600	strict	
GCF_019036895.1__GCF_019037115.1	GCF_019036895.1	GCF_019037115.1	97-100	train	98.3600	strict	
GCF_019052335.1__GCF_019127335.1	GCF_019052335.1	GCF_019127335.1	97-100	train	98.3500	strict	
GCF_900099475.1__GCF_902386265.1	GCF_900099475.1	GCF_902386265.1	97-100	test	98.9700	strict	
GCF_900101275.1__GCF_900110905.1	GCF_900101275.1	GCF_900110905.1	97-100	train	98.8700	strict	
GCF_900102395.1__GCF_900112905.1	GCF_900102395.1	GCF_900112905.1	97-100	train	99.1500	strict	
GCF_900103075.1__GCF_900108235.1	GCF_900103075.1	GCF_900108235.1	97-100	test	99.9900	strict	
GCF_900108495.1__GCF_900167315.1	GCF_900108495.1	GCF_900167315.1	97-100	train	99.9900	strict	
GCF_900143165.1__GCF_900168305.1	GCF_900143165.1	GCF_900168305.1	97-100	train	98.2400	strict	
GCF_900143165.1__GCF_900221055.1	GCF_900143165.1	GCF_900221055.1	97-100	train	98.2400	strict	
GCF_900149465.2__GCF_900149615.1	GCF_900149465.2	GCF_900149615.1	97-100	train	98.7300	strict	
GCF_900177895.1__GCF_900182485.2	GCF_900177895.1	GCF_900182485.2	97-100	train	98.5200	strict	
GCF_900197675.1__GCF_900197695.1	GCF_900197675.1	GCF_900197695.1	97-100	train	98.1500	strict	
GCF_900197825.1__GCF_900197835.1	GCF_900197825.1	GCF_900197835.1	97-100	test	99.9700	strict	
GCF_900379805.1__GCF_900379975.1	GCF_900379805.1	GCF_900379975.1	97-100	train	99.9500	strict	
GCF_900380115.1__GCF_900380205.1	GCF_900380115.1	GCF_900380205.1	97-100	train	99.9600	strict	
