pairid	band	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_003667625.1__GCF_003667675.1	97-100	320	157	2871711	1612727	0.5615909818223351
GCF_003692985.1__GCF_003692995.1	97-100	108	5	1472354	8161	0.005542824619622726
GCF_003722115.1__GCF_900177455.1	97-100	23	15	2079394	925227	0.444950307637706
GCF_003789135.1__GCF_015099135.1	97-100	339	184	4382410	2746668	0.6267482960288974
GCF_003789135.1__GCF_900452265.1	97-100	312	149	4322979	2326620	0.5381983118585586
GCF_003797085.1__GCF_013277795.1	97-100	172	72	5959791	2528949	0.42433518222367195
GCF_003815615.1__GCF_003815635.1	97-100	189	4	3846504	16673	0.004334585379347064
GCF_003850465.1__GCF_003850525.1	97-100	135	7	6686082	6167	0.0009223637999055351
GCF_003855255.1__GCF_017052695.1	97-100	156	76	6381633	2662011	0.4171363348534772
GCF_003947175.1__GCF_015356275.1	97-100	286	137	5523250	2763599	0.5003573982709455
GCF_003985135.1__GCF_014191925.1	97-100	371	151	5975897	1746186	0.2922048355251103
GCF_003986875.1__GCF_014779575.1	97-100	274	148	4341971	2232605	0.5141915963971201
GCF_003990125.1__GCF_003990155.1	97-100	87	48	3656354	1868196	0.5109450561953246
GCF_004028055.1__GCF_004054135.1	97-100	412	202	6851721	3379560	0.4932425006797562
GCF_004103265.1__GCF_014925335.1	97-100	258	117	4738253	2086553	0.44036335754971295
GCF_004115565.1__GCF_004119355.1	97-100	202	70	2596910	727246	0.2800428201208359
GCF_004120665.1__GCF_016406205.1	97-100	165	42	4099682	1033225	0.252025644915874
GCF_004126515.1__GCF_900188075.1	97-100	284	140	3026303	1685344	0.5568986317629133
GCF_004153645.1__GCF_900455725.1	97-100	171	86	4489243	2209729	0.49222753145686254
GCF_004167485.1__GCF_902506715.1	97-100	139	76	4467759	2730713	0.6112041853645195
GCF_004208915.1__GCF_018141345.1	97-100	404	265	5004206	3461029	0.6916240058862485
GCF_004209325.1__GCF_004209355.1	97-100	401	170	3285663	1398305	0.4255777296697805
GCF_004209905.1__GCF_016889965.1	97-100	506	230	2481044	1154817	0.46545607413653284
GCF_004303535.1__GCF_004304085.1	97-100	475	69	6318054	892013	0.1411847698674307
GCF_004330745.1__GCF_014196235.1	97-100	423	206	6125723	2415112	0.3942574615273985
GCF_004342375.1__GCF_017918065.1	97-100	265	82	4786637	1329877	0.27783117875869845
GCF_004345845.1__GCF_005930545.1	97-100	245	114	5571249	2465244	0.442493954228217
GCF_004346445.1__GCF_900460335.1	97-100	113	43	2941115	914257	0.31085387684602606
GCF_004348575.1__GCF_014205085.1	97-100	1106	566	7219897	3469954	0.4806099034376806
GCF_004359605.1__GCF_004359635.1	97-100	83	22	2002317	844014	0.42151867062008663
GCF_004362605.1__GCF_902705945.1	97-100	139	72	5395582	2800691	0.5190711585886378
GCF_004364395.1__GCF_004794975.1	97-100	765	369	7755908	4072455	0.5250777858633702
GCF_004365235.1__GCF_004368825.1	97-100	83	12	3391436	382186	0.11269149705316568
GCF_004368175.1__GCF_017350015.1	97-100	292	143	5998545	3510300	0.5851919090379417
GCF_004382125.1__GCF_013135445.1	97-100	41	28	2520941	1577571	0.6257865614466979
GCF_004421155.1__GCF_004421195.1	97-100	111	46	2384182	1060410	0.4447688976764358
GCF_004524045.1__GCF_019048365.1	97-100	249	89	4025691	1422504	0.35335647967019823
GCF_004564155.1__GCF_900101805.1	97-100	279	148	2663409	1324692	0.4973670960787472
GCF_004564155.1__GCF_900640145.1	97-100	294	133	2670805	1470083	0.5504269312061345
GCF_004684865.1__GCF_004745855.1	97-100	209	95	2265717	1073572	0.4738332280686423
GCF_004769515.1__GCF_004769795.1	97-100	141	54	3786616	1555103	0.41068410422392976
GCF_004769745.1__GCF_004770835.1	97-100	47	19	4197693	3062494	0.7295659782647278
GCF_004920495.1__GCF_900640065.1	97-100	86	46	2913066	1813256	0.6224562025027925
GCF_005233685.1__GCF_900005935.1	97-100	129	53	5649020	2170523	0.38423000803679225
GCF_005503115.1__GCF_014529845.1	97-100	129	47	5723644	2298826	0.40163678942995057
GCF_005670605.1__GCF_900101555.1	97-100	159	59	5202753	1544090	0.2967832607083212
GCF_005706215.1__GCF_014524485.1	97-100	177	10	2000588	10792	0.005394414042271572
GCF_005860925.2__GCF_013416305.1	97-100	354	139	6415171	2652015	0.4133973981363864
GCF_005887445.1__GCF_005887475.1	97-100	300	146	5270556	2973430	0.5641586959705959
GCF_006385265.1__GCF_011800325.1	97-100	185	99	4209060	2575768	0.6119580143785073
GCF_006539265.1__GCF_018257235.1	97-100	222	121	2137278	926173	0.43334231672248535
GCF_006540325.2__GCF_009738555.1	97-100	124	45	1836566	777125	0.4231402519702532
GCF_006714955.1__GCF_007827525.1	97-100	3	3	5692537	5692537	1.0
GCF_007097495.1__GCF_014207545.1	97-100	75	38	6879893	2715029	0.3946324455918137
GCF_007655045.1__GCF_014651795.1	97-100	257	86	3309221	1001331	0.3025881317687758
GCF_007676615.1__GCF_007676685.1	97-100	480	240	5927877	2652340	0.447435059803029
GCF_007676615.1__GCF_007680665.1	97-100	460	185	5900957	2531407	0.4289824514904955
GCF_007676685.1__GCF_007680665.1	97-100	443	203	6007312	2489711	0.41444676088074
GCF_007828295.1__GCF_900106025.1	97-100	294	182	6029819	3558690	0.5901818943487358
GCF_007829715.1__GCF_011405175.1	97-100	618	256	2740979	1389781	0.5070381786945467
GCF_007830535.1__GCF_007996985.1	97-100	64	28	3090692	1504976	0.4869382002477115
GCF_007845585.1__GCF_007845595.1	97-100	150	63	2178382	989951	0.4544432519181668
GCF_007989225.1__GCF_012396205.1	97-100	540	284	3657694	1902062	0.5200167099817535
GCF_007989225.1__GCF_018917805.1	97-100	289	183	3750417	2187150	0.5831751509232174
GCF_007991355.1__GCF_014645215.1	97-100	105	57	2828715	1957940	0.6921658774390492
GCF_008016805.1__GCF_009862035.1	97-100	416	221	7050231	3426451	0.48600549400438087
GCF_008016805.1__GCF_009862625.1	97-100	1001	525	6989059	3526536	0.5045795149246844
GCF_008271445.1__GCF_008271475.1	97-100	145	77	3398167	1912372	0.5627657498881015
GCF_008802135.1__GCF_902832755.1	97-100	388	193	6556138	3396909	0.5181265250975499
GCF_008802135.1__GCF_902832795.1	97-100	277	143	7140866	3375239	0.4726652201567709
GCF_008974205.1__GCF_008974225.1	97-100	227	110	3126105	2057497	0.6581663123919382
GCF_009495795.1__GCF_009495835.1	97-100	156	68	2916830	1175464	0.4029936609264167
GCF_009600365.1__GCF_009600385.1	97-100	309	156	5495015	2744568	0.4994650606049301
GCF_009649495.1__GCF_011028005.1	97-100	150	96	1840152	1223287	0.6647749751107517
GCF_009665395.1__GCF_009763705.1	97-100	147	4	3446119	2128	0.0006175062439805474
GCF_009678145.1__GCF_902387605.1	97-100	230	156	2908385	1864963	0.6412366313263202
GCF_009706165.1__GCF_015739475.1	97-100	197	100	3911702	2266770	0.5794843267713133
GCF_009707235.1__GCF_014493605.1	97-100	172	76	4141426	1617616	0.39059396449435535
GCF_009727925.1__GCF_009728085.1	97-100	63	39	4319952	2960853	0.6853902543361593
GCF_009763705.1__GCF_009763885.1	97-100	146	86	3446689	836630	0.24273440394535162
GCF_009763885.1__GCF_900460255.1	97-100	157	2	3488871	2102	0.0006024871656189065
GCF_009805845.1__GCF_009805855.1	97-100	180	79	1695605	851030	0.5019034503908635
GCF_009805855.1__GCF_009805885.1	97-100	177	93	1720750	999317	0.5807450239721051
GCF_009806145.1__GCF_014636415.1	97-100	12	6	3008274	859879	0.28583799215098094
GCF_009828735.1__GCF_009828745.1	97-100	137	50	1967311	627227	0.318824527489553
GCF_009828735.1__GCF_011421495.1	97-100	130	52	1940739	869505	0.44802778735316806
GCF_009862035.1__GCF_009862625.1	97-100	730	358	7985432	4106998	0.5143113108971437
GCF_009862985.1__GCF_900236505.1	97-100	324	147	9007080	4256488	0.472571354978528
GCF_009874035.1__GCF_009876225.1	97-100	52	6	2201127	153986	0.06995779889120438
GCF_009876255.1__GCF_009876265.1	97-100	49	9	2200577	364036	0.16542752196355773
GCF_009904585.1__GCF_009904625.1	97-100	605	264	4263860	1910874	0.4481558963005352
GCF_009904915.1__GCF_009904955.1	97-100	432	220	3225943	1458505	0.4521174118699555
GCF_009904955.1__GCF_009905005.1	97-100	518	241	3115737	1353788	0.43450008778019455
GCF_009911675.1__GCF_009917365.1	97-100	398	87	3309531	860087	0.25988183824233707
GCF_009914495.1__GCF_009914515.1	97-100	14	0	5327606	0	0.0
GCF_009931375.1__GCF_013307145.1	97-100	85	2	6653953	3775	0.0005673319303577888
GCF_010548115.1__GCF_018310575.1	97-100	727	382	7563270	3928435	0.5194095939983632
GCF_010580965.1__GCF_910574975.1	97-100	380	189	2014319	1180415	0.5860119474621448
GCF_010721695.1__GCF_900576535.1	97-100	210	118	1813949	832225	0.4587918403439126
GCF_010868115.1__GCF_010868155.1	97-100	356	174	6134646	3200738	0.5217477911520892
GCF_011007525.1__GCF_013364375.1	97-100	706	458	6737852	4596327	0.6821650282612323
GCF_011008805.1__GCF_014174455.1	97-100	451	236	4669468	2233495	0.47831894339997616
GCF_011043685.1__GCF_012030475.1	97-100	162	66	5164692	1973135	0.38204311118649475
GCF_011064785.1__GCF_011065325.1	97-100	214	5	1977967	5736	0.002899947269089929
GCF_011065955.1__GCF_011065975.1	97-100	1004	563	4232366	2318112	0.5477106658545126
GCF_011090235.1__GCF_012689315.1	97-100	338	193	3358003	2100836	0.6256206441745288
GCF_011378705.1__GCF_015864705.1	97-100	391	185	3939487	2028737	0.514974919323252
GCF_011463375.1__GCF_013184245.1	97-100	157	56	4086992	1601931	0.39195843789270934
GCF_011604645.1__GCF_011604665.1	97-100	210	208	6489129	6486544	0.9996016414529593
GCF_011682035.1__GCF_018067475.1	97-100	294	128	4047690	1688788	0.4172226628027344
GCF_011751965.1__GCF_011751985.1	97-100	110	64	2902666	1499148	0.5164727874305897
GCF_011753175.1__GCF_902832685.1	97-100	754	345	6904500	3064505	0.4438416974436961
GCF_011759615.1__GCF_012932485.1	97-100	77	26	5784537	2287587	0.3954658773900141
GCF_012273335.1__GCF_016757895.1	97-100	503	265	4612475	2668790	0.5786025940520003
GCF_012295595.1__GCF_900111045.1	97-100	29	10	3957103	1077590	0.27231790529586924
GCF_012396205.1__GCF_018917805.1	97-100	505	253	3515053	1918766	0.5458711433369567
GCF_012396665.1__GCF_016760305.1	97-100	139	77	1703597	901015	0.5288897550300922
GCF_012584455.1__GCF_018224605.1	97-100	324	177	4422637	2295676	0.5190740275541492
GCF_012726095.1__GCF_017612575.1	97-100	334	83	3002393	591366	0.19696488767459822
GCF_012843815.1__GCF_016902075.1	97-100	272	132	1796462	884298	0.4922441999886443
GCF_012844035.1__GCF_902386485.1	97-100	192	117	3244861	2154261	0.6638993164884412
GCF_012952265.1__GCF_013002825.1	97-100	471	212	4354055	2002379	0.4598883110112298
GCF_013031175.1__GCF_013110885.1	97-100	165	73	3906889	1475450	0.3776534219426249
GCF_013113955.1__GCF_018779845.1	97-100	233	121	4757652	2615494	0.5497447060020363
GCF_013294265.1__GCF_014230485.1	97-100	147	74	4273122	2308190	0.540164778819795
GCF_013299545.1__GCF_013300465.1	97-100	316	144	2612399	1197348	0.45833274319887585
GCF_013303395.1__GCF_013303675.1	97-100	320	163	2784142	1271291	0.4566185920114707
GCF_013347125.1__GCF_014805345.1	97-100	41	21	4885137	3497972	0.7160437875130217
GCF_013385575.1__GCF_013386805.1	97-100	308	149	7021306	3134735	0.4464603878537697
GCF_013386305.1__GCF_013387025.1	97-100	294	157	6408345	3478714	0.5428412484034489
GCF_013414285.1__GCF_900115335.1	97-100	175	87	3872237	1837240	0.4744647602923065
GCF_014076795.1__GCF_014076835.1	97-100	204	99	4232409	2080715	0.49161482266954826
GCF_014142545.1__GCF_014142725.1	97-100	45	27	5556045	3602976	0.6484785490398296
GCF_014145085.1__GCF_014145265.1	97-100	758	369	2523711	1181653	0.4682204103401697
GCF_014145165.1__GCF_014145265.1	97-100	732	355	2582147	1265205	0.4899817864745888
GCF_014193045.1__GCF_014193085.1	97-100	242	8	5490288	82347	0.014998666736608353
GCF_014195735.1__GCF_905367735.1	97-100	221	96	4376254	2181468	0.49847837899719716
GCF_014200515.1__GCF_014200545.1	97-100	403	216	5952586	3392114	0.5698555216169914
GCF_014217915.1__GCF_014883915.1	97-100	326	11	2987054	7886	0.0026400594030104576
GCF_014223895.1__GCF_014223915.1	97-100	75	40	3006881	1561930	0.519451883862381
GCF_014230485.1__GCF_900461245.1	97-100	152	84	4193889	2038728	0.4861187313255072
GCF_014268225.1__GCF_900591125.1	97-100	155	67	5742585	2522018	0.4391781749856554
GCF_014299995.1__GCF_014696195.1	97-100	1735	870	4350105	2135889	0.49099711386276884
GCF_014635785.1__GCF_900187075.1	97-100	27	11	2403927	1153240	0.4797317056632751
GCF_014646715.1__GCF_018732265.1	97-100	466	230	5300748	2599591	0.49041965398090986
GCF_014695745.1__GCF_014696015.1	97-100	519	285	6308615	3631738	0.5756791308393364
GCF_014696495.1__GCF_014696565.1	97-100	137	24	9428331	1997630	0.21187525130375673
GCF_014696905.1__GCF_014697485.1	97-100	1195	689	7049901	4083373	0.5792099775585501
GCF_014697225.1__GCF_014697285.1	97-100	99	55	6763501	3873631	0.5727257229650738
GCF_014697245.1__GCF_014697285.1	97-100	97	11	7158498	368259	0.05144361289197818
GCF_014841695.1__GCF_014842725.1	97-100	198	105	4398614	2234400	0.507978194949591
GCF_014841935.1__GCF_014842145.1	97-100	265	167	4024863	2537250	0.6303941277007441
GCF_014858715.1__GCF_018141345.1	97-100	381	108	5031156	1166784	0.23191171174179454
GCF_014897385.1__GCF_018333195.1	97-100	357	194	4055201	2105675	0.5192529297561329
GCF_015099135.1__GCF_900452265.1	97-100	58	20	4862953	2083007	0.42834199713630794
GCF_015163595.1__GCF_018457705.1	97-100	287	173	4761671	3434874	0.7213589515109297
GCF_015477305.1__GCF_015478245.1	97-100	403	248	6391423	3753365	0.5872502883943059
GCF_015548795.1__GCF_015559975.1	97-100	392	181	4624526	2146004	0.46404842355735487
GCF_015552165.1__GCF_016899655.1	97-100	136	68	1610908	640040	0.3973162961509906
GCF_015560245.1__GCF_016642415.1	97-100	197	78	1911768	719959	0.37659328956233185
GCF_015698085.1__GCF_018967085.1	97-100	490	229	1432898	732976	0.5115339682238372
GCF_015732195.1__GCF_015732255.1	97-100	269	172	2439997	1336560	0.5477711652924163
GCF_015732255.1__GCF_015732315.1	97-100	288	141	2507180	1451754	0.579038601137533
GCF_015767755.1__GCF_015767895.1	97-100	6	5	7610472	6432927	0.8452730658492666
GCF_016008155.1__GCF_016405785.1	97-100	198	111	4686732	2864068	0.6111012961696978
GCF_016028775.1__GCF_016127895.1	97-100	7	1	2372512	35532	0.014976531204057134
GCF_016584005.1__GCF_016584015.1	97-100	38	9	3964704	725563	0.1830055913379662
GCF_016584005.1__GCF_016653175.1	97-100	38	10	3961042	791649	0.19985877453457954
GCF_016584015.1__GCF_016653175.1	97-100	36	4	3960960	69029	0.017427340846663437
GCF_016649265.1__GCF_016649295.1	97-100	213	115	8126209	4850886	0.5969432979141934
GCF_016697365.1__GCF_910574985.1	97-100	337	127	2729622	447783	0.1640457909556708
GCF_016722985.1__GCF_017891745.1	97-100	165	88	2502471	1190856	0.4758720480676899
GCF_016813095.1__GCF_016813775.1	97-100	27	0	3983500	0	0.0
GCF_016814495.1__GCF_016814565.1	97-100	21	1	4201435	2311	0.000550050161432939
GCF_016837165.1__GCF_016837225.1	97-100	200	81	3204263	1342612	0.4190080527097807
GCF_016899785.1__GCF_904390235.1	97-100	361	173	2642271	1318472	0.498991965623511
GCF_016909095.1__GCF_900156705.1	97-100	144	77	2333932	1484537	0.6360669462520759
GCF_016918045.1__GCF_018362795.1	97-100	138	76	3673072	1829041	0.49795947370484434
GCF_016919465.1__GCF_900637875.1	97-100	164	109	4083708	2777570	0.6801588164481888
GCF_016949095.1__GCF_016949215.1	97-100	322	162	4162715	2228809	0.5354219541813456
GCF_017052095.1__GCF_017052135.1	97-100	114	13	4409281	9676	0.002194462090304519
GCF_017368495.1__GCF_017368515.1	97-100	109	51	2574202	1153707	0.44818044582359895
GCF_017368515.1__GCF_017368575.1	97-100	91	40	2547646	1128827	0.4430862843581879
GCF_017368655.1__GCF_900458695.1	97-100	95	60	2709765	2086986	0.7701723212160464
GCF_017788805.1__GCF_900324035.1	97-100	330	189	7104383	3667190	0.5161869792211371
GCF_017815105.1__GCF_019048705.1	97-100	227	76	3994833	1304771	0.32661465447992444
GCF_017891645.1__GCF_017892725.1	97-100	149	57	2562814	819760	0.3198671460355687
GCF_017916635.1__GCF_018440465.1	97-100	228	96	4931171	2279336	0.4622301680473056
GCF_018068205.1__GCF_018771265.1	97-100	165	100	4061277	2732167	0.672735939951892
GCF_018327965.1__GCF_018328505.1	97-100	132	80	1574396	792720	0.5035073767971971
GCF_018458405.1__GCF_018779875.1	97-100	258	116	4703020	2047871	0.43543744232429377
GCF_018500245.1__GCF_018500355.1	97-100	164	88	1613394	796270	0.4935372264927228
GCF_018500425.1__GCF_018500505.1	97-100	173	84	1505547	825544	0.5483349241172809
GCF_018500425.1__GCF_018500565.1	97-100	154	79	1490123	694514	0.46607830360312535
GCF_018500505.1__GCF_018500565.1	97-100	183	86	1544269	675325	0.4373104685776895
GCF_018613105.1__GCF_018613245.1	97-100	192	109	5870015	3595486	0.6125173445042303
GCF_018618015.1__GCF_018618055.1	97-100	36	15	2802601	1283068	0.4578132955779292
GCF_018618505.1__GCF_018618595.1	97-100	136	67	2846019	1204206	0.42311945211890717
GCF_018618605.1__GCF_018618725.1	97-100	175	114	2858921	1785281	0.6244597174948171
GCF_018618775.1__GCF_018618835.1	97-100	150	86	2793161	1363488	0.488152312022114
GCF_018709825.1__GCF_018847015.1	97-100	112	61	3157018	2069151	0.6554131145276967
GCF_018847015.1__GCF_018847695.1	97-100	1	0	3174619	0	0.0
GCF_018861305.1__GCF_018861855.1	97-100	384	184	4353236	1694246	0.38919231578531466
GCF_018912935.1__GCF_018913145.1	97-100	74	43	1850681	1112942	0.6013689015016634
GCF_018916835.1__GCF_900460335.1	97-100	242	89	2714386	918747	0.3384732311469334
GCF_018917405.1__GCF_900205915.1	97-100	383	193	4239868	1829680	0.43154173667670787
GCF_019036895.1__GCF_019037115.1	97-100	326	182	4902939	3002841	0.6124573444621685
GCF_019052335.1__GCF_019127335.1	97-100	587	281	3377334	1542413	0.45669542899813875
GCF_900099475.1__GCF_902386265.1	97-100	230	106	2246975	1120893	0.4988453365079718
GCF_900101275.1__GCF_900110905.1	97-100	141	69	2125763	997220	0.46911156135467597
GCF_900102395.1__GCF_900112905.1	97-100	350	176	2264365	1076128	0.4752449362183217
GCF_900103075.1__GCF_900108235.1	97-100	16	4	3991491	639145	0.1601268799052785
GCF_900108495.1__GCF_900167315.1	97-100	29	16	2038934	985192	0.4831897452296151
GCF_900143165.1__GCF_900168305.1	97-100	345	185	6436651	3284614	0.5102986009339329
GCF_900143165.1__GCF_900221055.1	97-100	346	248	6436789	4507984	0.7003467101376167
GCF_900149465.2__GCF_900149615.1	97-100	14	0	1075369	0	0.0
GCF_900177895.1__GCF_900182485.2	97-100	253	131	1976127	1093789	0.5535013690921686
GCF_900197675.1__GCF_900197695.1	97-100	188	98	1432911	722536	0.5042434596426435
GCF_900197825.1__GCF_900197835.1	97-100	107	60	2212470	1110680	0.5020090667896062
GCF_900379805.1__GCF_900379975.1	97-100	481	119	4124685	702067	0.17021105854144014
GCF_900380115.1__GCF_900380205.1	97-100	328	58	3838328	408639	0.10646276191091537
GCF_900447255.1__GCF_900475655.1	97-100	10	0	2337196	0	0.0
GCF_900452285.1__GCF_900637935.1	97-100	355	203	2610740	1519814	0.5821391636087853
GCF_900452545.1__GCF_900639855.1	97-100	56	30	3970489	1199471	0.30209654276840964
GCF_900452715.1__GCF_900640165.1	97-100	141	81	3751091	2407795	0.6418919189110581
GCF_900454805.1__GCF_900638655.1	97-100	163	7	3832155	3636	0.0009488133961178502
GCF_900475945.1__GCF_900625055.1	97-100	57	33	5815449	3058869	0.5259901686009111
GCF_900489685.1__GCF_900489825.1	97-100	6	0	1075323	0	0.0
GCF_900706845.1__GCF_902385615.1	97-100	45	23	4221707	2961069	0.70139140399843
GCF_902167775.1__GCF_902505515.1	97-100	204	125	2194204	1187499	0.541198083678637
GCF_902170705.1__GCF_902170775.1	97-100	183	86	4391084	2425561	0.5523831928516968
GCF_902173115.1__GCF_902173195.1	97-100	179	71	4134150	1552290	0.37547984470810203
GCF_902705905.1__GCF_902706055.1	97-100	138	18	6011096	674529	0.11221397894826501
GCF_902706345.1__GCF_902706445.1	97-100	67	20	5653786	2514597	0.44476338510159386
GCF_902831645.1__GCF_902831665.1	97-100	382	168	6818699	3032462	0.44472735928070734
GCF_902832755.1__GCF_902832795.1	97-100	146	73	6523915	3039358	0.4658794604160232
GCF_904382665.1__GCF_904419395.1	97-100	486	229	1987864	874327	0.43983240302153465
GCF_904842695.1__GCF_904848685.1	97-100	165	65	2105239	676693	0.321432863442108
GCF_905109795.1__GCF_905113005.1	97-100	43	15	2065182	532706	0.25794627301613127
