q_acc	r_acc	skani_ani	skani_af_min	band	phylum
GCF_003287975.1	GCF_017876735.1	82.87	16.71	80-85	Actinobacteriota
GCA_003216295.1	GCA_003284375.1	84.17	20.28	80-85	Cyanobacteria
GCA_003336485.1	GCA_013180565.1	89.89	22.32	85-90	Halobacteriota
GCF_001905655.1	GCF_005670685.2	90.10	55.15	90-95	Actinobacteriota
GCA_004028775.1	GCA_001717015.1	89.86	39.35	85-90	Thermoproteota
GCF_900119315.1	GCF_018324205.1	86.02	21.59	85-90	Actinobacteriota
GCA_902603305.1	GCA_902528135.1	91.27	36.30	90-95	Proteobacteria
GCF_005503695.1	GCF_001468225.1	85.75	22.92	85-90	Proteobacteria
GCF_002564555.1	GCF_002200015.1	90.01	52.59	90-95	Firmicutes
GCF_002096835.1	GCA_905221345.1	87.25	33.92	85-90	Firmicutes
GCF_003044645.1	GCF_005221305.1	94.50	76.34	90-95	Proteobacteria
GCF_012274265.1	GCF_004795895.1	84.03	16.63	80-85	Proteobacteria
GCF_013155275.1	GCF_017569925.1	83.52	16.50	80-85	Proteobacteria
GCF_000695795.1	GCA_002280815.1	86.00	16.54	85-90	Bacteroidota
GCF_009193295.2	GCF_001688725.2	91.31	35.60	90-95	Bacteroidota
GCF_001995075.1	GCF_902726525.1	94.55	78.34	90-95	Proteobacteria
GCF_003660105.1	GCF_003544835.1	85.84	27.45	85-90	Campylobacterota
GCF_003781945.1	GCF_003721435.2	86.52	23.57	85-90	Halobacteriota
GCA_017453045.1	GCA_017396365.1	85.01	27.82	85-90	Firmicutes_A
GCF_001640115.1	GCA_019263805.1	87.82	41.88	85-90	Bacteroidota
GCF_000235465.1	GCF_000158275.2	86.04	23.52	85-90	Fusobacteriota
GCA_000318405.1	GCA_017308115.1	90.35	49.00	90-95	Proteobacteria
GCF_000025305.1	GCA_900770265.1	86.54	22.18	85-90	Firmicutes_C
GCA_018665025.1	GCA_012961165.1	94.76	61.09	90-95	Proteobacteria
GCA_910585895.1	GCA_910583835.1	87.14	30.14	85-90	Firmicutes_A
GCF_015680405.1	GCF_009932335.1	94.88	77.85	90-95	Proteobacteria
GCA_017541025.1	GCA_902791675.1	88.56	20.17	85-90	Bacteroidota
GCF_009799925.1	GCF_014207935.1	83.81	16.94	80-85	Proteobacteria
GCF_013280495.1	GCF_011617465.1	91.54	64.06	90-95	Actinobacteriota
GCA_900548565.1	GCA_900540995.1	93.75	69.94	90-95	Actinobacteriota
GCA_900472295.1	GCF_006439355.1	83.02	17.06	80-85	Proteobacteria
GCF_002979455.1	GCF_900108365.1	87.76	48.97	85-90	Bacteroidota
GCF_014202595.1	GCF_000438455.1	83.25	15.99	80-85	Firmicutes
GCF_900094625.1	GCF_017948245.1	90.02	59.15	90-95	Proteobacteria
GCA_002424045.1	GCA_002409455.1	83.78	15.18	80-85	Firmicutes_G
GCF_012027305.1	GCF_002214465.1	85.02	32.54	85-90	Methanobacteriota_B
GCF_013386765.1	GCF_900187565.1	83.75	15.62	80-85	Proteobacteria
GCA_009693715.1	GCA_903953815.1	90.48	48.47	90-95	Bacteroidota
GCA_018063565.1	GCA_018061265.1	84.77	15.69	80-85	Proteobacteria
GCF_900115805.1	GCA_900114885.1	84.10	25.25	80-85	Firmicutes
GCF_018613715.1	GCF_016595215.1	84.25	24.16	80-85	Bacteroidota
GCF_003217475.1	GCF_002095435.2	88.12	46.61	85-90	Actinobacteriota
GCF_003259835.1	GCF_015223105.1	89.80	52.73	85-90	Bacteroidota
GCF_011742555.1	GCF_900119235.1	82.96	16.75	80-85	Proteobacteria
GCA_902628525.1	GCA_902623415.1	85.75	15.22	85-90	Proteobacteria
GCF_011759505.1	GCF_001806325.1	84.52	16.17	80-85	Actinobacteriota
GCF_003434305.1	GCF_009908295.1	93.19	54.15	90-95	Actinobacteriota
GCF_003112595.1	GCF_002005565.1	89.25	36.90	85-90	Actinobacteriota
GCF_900104895.1	GCF_001425085.1	84.42	18.97	80-85	Actinobacteriota
GCF_002931235.1	GCF_003399635.1	84.42	15.10	80-85	Actinobacteriota
GCF_014897585.1	GCF_014897705.1	83.95	18.30	80-85	Actinobacteriota
GCF_900103975.1	GCF_900101025.1	87.31	37.39	85-90	Actinobacteriota
GCF_002551815.1	GCF_002200015.1	84.76	16.16	80-85	Firmicutes
GCF_011492965.1	GCA_016781635.1	85.60	15.32	85-90	Actinobacteriota
GCF_013523055.1	GCF_001320525.1	83.05	15.09	80-85	Proteobacteria
GCF_902459565.1	GCF_902459705.1	84.75	21.09	80-85	Proteobacteria
GCF_000765475.1	GCF_000970325.1	84.09	26.53	80-85	Halobacteriota
GCF_003732705.1	GCF_018614775.1	84.75	18.09	80-85	Proteobacteria
GCA_900313205.1	GCA_902768955.1	86.60	19.05	85-90	Bacteroidota
GCF_002744245.1	GCF_000691165.1	90.05	65.43	90-95	Firmicutes
GCA_900541345.1	GCA_900540785.1	89.48	46.89	85-90	Firmicutes_A
GCF_000440555.1	GCA_000440235.1	86.29	21.36	85-90	Firmicutes
GCA_902792435.1	GCA_902785925.1	84.92	17.34	80-85	Bacteroidota
GCF_005281815.1	GCA_000169995.1	94.77	68.17	90-95	Proteobacteria
GCA_900556915.1	GCF_003436425.1	93.14	43.25	90-95	Firmicutes
GCF_004364335.1	GCF_001705435.1	92.10	71.70	90-95	Proteobacteria
GCA_902572225.1	GCA_902540545.1	90.78	44.42	90-95	Proteobacteria
GCF_009937975.1	GCF_009937955.1	94.61	79.82	90-95	Proteobacteria
GCF_001028665.1	GCF_902499045.1	90.30	48.22	90-95	Proteobacteria
GCF_001425825.1	GCF_012275445.1	95.11	78.72	95-100	Proteobacteria
GCA_902596515.1	GCA_902540235.1	83.27	15.36	80-85	Proteobacteria
GCF_008274625.1	GCF_002025665.1	87.80	46.27	85-90	Bacteroidota
GCA_900553955.1	GCA_900768105.1	84.56	16.80	80-85	Firmicutes_A
GCF_000516515.1	GCF_000735195.1	91.50	70.09	90-95	Chloroflexota
GCF_902506205.1	GCA_002484265.1	87.29	41.05	85-90	Proteobacteria
GCA_902574425.1	GCA_902521995.1	90.00	46.29	90-95	Cyanobacteria
GCA_004214015.1	GCA_002457075.1	83.99	27.46	80-85	Bacteroidota
GCA_009693715.1	GCA_903910765.1	89.48	41.92	85-90	Bacteroidota
GCF_012396015.1	GCF_900103175.1	85.75	30.79	85-90	Actinobacteriota
GCF_900454535.1	GCF_900635775.1	94.52	71.11	90-95	Proteobacteria
GCF_001512285.1	GCF_900106835.1	86.77	34.18	85-90	Actinobacteriota
GCF_000159635.1	GCF_007641235.1	93.21	72.45	90-95	Actinobacteriota
GCF_016862395.1	GCF_016862095.1	86.57	21.57	85-90	Actinobacteriota
GCA_014381985.1	GCA_012960115.1	93.26	72.62	90-95	Proteobacteria
GCF_900143515.1	GCF_900091465.1	85.00	17.68	85-90	Actinobacteriota
GCF_002148965.1	GCF_002150735.1	93.76	58.32	90-95	Actinobacteriota
GCF_000620865.1	GCF_000702625.1	83.14	17.30	80-85	Firmicutes
GCA_013138705.1	GCA_003645605.1	90.97	25.95	90-95	Desulfobacterota
GCA_902611405.1	GCA_902541745.1	90.26	50.27	90-95	Proteobacteria
GCF_000948285.1	GCF_001618685.1	85.52	27.96	85-90	Firmicutes
GCF_009299475.1	GCF_012932365.1	86.31	23.00	85-90	Actinobacteriota
GCF_004770475.1	GCF_004770265.1	86.05	39.08	85-90	Spirochaetota
GCA_900555155.1	GCF_003942795.1	93.51	48.52	90-95	Firmicutes
GCA_902511575.1	GCA_902511425.1	86.25	31.66	85-90	Proteobacteria
GCF_003992315.1	GCA_900766245.1	92.19	67.81	90-95	Firmicutes_C
GCA_900549455.1	GCA_900540905.1	92.00	60.05	90-95	Actinobacteriota
GCA_003216595.1	GCA_902634795.1	90.35	42.12	90-95	Cyanobacteria
GCA_900543625.1	GCA_900317855.1	90.12	58.10	90-95	Firmicutes_A
GCF_001954195.1	GCF_010731595.1	83.03	15.50	80-85	Actinobacteriota
GCA_902802805.1	GCA_902786465.1	87.56	28.47	85-90	Firmicutes_A
GCA_900545615.1	GCA_900541065.1	94.00	71.94	90-95	Actinobacteriota
GCF_002161595.1	GCF_002159185.1	93.27	67.64	90-95	Firmicutes_A
GCF_900114615.1	GCA_002434245.1	87.53	36.38	85-90	Firmicutes_C
GCF_004348535.1	GCF_003634705.1	87.08	21.92	85-90	Actinobacteriota
GCF_900187425.1	GCF_018502625.1	89.25	50.10	85-90	Proteobacteria
GCF_018882465.1	GCA_903995005.1	94.08	57.82	90-95	Proteobacteria
GCF_000744105.1	GCF_900112245.1	82.52	19.18	80-85	Bacteroidota
GCA_900550585.1	GCA_900545585.1	88.05	38.51	85-90	Firmicutes_A
GCF_003990185.1	GCA_017983445.1	83.51	19.60	80-85	Proteobacteria
GCF_002846555.1	GCF_900312745.1	87.84	40.98	85-90	Bacteroidota
GCF_014222285.1	GCA_017115105.1	91.60	43.17	90-95	Cyanobacteria
GCF_018882295.1	GCF_018882325.1	91.26	68.01	90-95	Proteobacteria
GCF_004364445.1	GCA_004295565.1	89.05	54.06	85-90	Proteobacteria
GCF_013096535.2	GCF_014107455.1	85.25	17.13	85-90	Proteobacteria
GCF_010548375.1	GCF_018128905.1	89.80	44.78	85-90	Actinobacteriota
GCF_002993325.1	GCF_000020585.3	83.37	16.51	80-85	Proteobacteria
GCA_902567045.1	GCA_902522525.1	88.76	47.63	85-90	Proteobacteria
GCA_009773995.1	GCA_910587875.1	90.91	44.30	90-95	Firmicutes_A
GCA_900551205.1	GCA_905215065.1	95.17	68.10	95-100	Actinobacteriota
GCF_001545075.1	GCF_018408855.1	88.02	36.67	85-90	Proteobacteria
GCF_003947455.1	GCF_014649995.1	85.50	20.02	85-90	Actinobacteriota
GCF_004764665.1	GCF_014879975.1	88.78	48.75	85-90	Proteobacteria
GCF_004363835.1	GCA_002027195.1	85.25	16.27	85-90	Actinobacteriota
GCF_003943735.1	GCF_000194945.1	94.76	80.52	90-95	Firmicutes
GCF_017808105.1	GCF_004745485.1	83.36	15.80	80-85	Actinobacteriota
GCF_018687755.1	GCF_013307205.1	82.55	16.52	80-85	Proteobacteria
GCF_009496155.1	GCF_012843315.1	86.28	31.41	85-90	Firmicutes
GCF_009741265.1	GCF_002953935.1	93.70	70.48	90-95	Actinobacteriota
GCF_002005545.1	GCA_905221105.1	93.01	62.16	90-95	Firmicutes
GCA_900551195.1	GCA_018381235.1	93.50	56.50	90-95	Actinobacteriota
GCF_002236115.1	GCF_013386585.1	83.79	16.49	80-85	Proteobacteria
GCF_018917935.1	GCA_002441865.1	90.76	54.67	90-95	Firmicutes_A
GCA_013205085.1	GCA_013204985.1	84.21	18.56	80-85	Actinobacteriota
GCF_007829955.1	GCF_900116135.1	87.66	44.42	85-90	Actinobacteriota
GCF_010231475.1	GCF_004684345.1	83.59	21.28	80-85	Proteobacteria
GCF_008180195.1	GCF_004208525.1	84.09	19.96	80-85	Bacteroidota
GCF_002382885.1	GCF_001905905.1	88.78	34.40	85-90	Actinobacteriota
GCF_001429765.1	GCF_002210235.1	86.02	36.71	85-90	Bacteroidota
GCF_001044245.1	GCF_010729305.1	83.61	22.82	80-85	Actinobacteriota
GCF_000770925.1	GCF_000010425.1	89.11	37.58	85-90	Actinobacteriota
GCF_001877785.1	GCF_001456935.1	91.16	67.74	90-95	Firmicutes
GCF_001662875.1	GCF_000300275.1	95.28	85.47	95-100	Proteobacteria
GCF_003014735.1	GCF_000716595.1	88.08	35.77	85-90	Actinobacteriota
GCF_000337575.1	GCF_000025625.1	89.83	47.14	85-90	Halobacteriota
GCF_003952345.1	GCF_000969645.2	83.53	15.37	80-85	Proteobacteria
GCF_004784475.1	GCF_016741855.1	84.56	15.25	80-85	Actinobacteriota
GCA_900550205.1	GCA_900541175.1	92.00	58.83	90-95	Actinobacteriota
GCF_003999995.1	GCF_016907635.1	83.01	15.51	80-85	Actinobacteriota
GCA_016222975.1	GCA_011329055.1	81.93	17.86	80-85	Bacteroidota
GCF_010470675.1	GCF_004923195.1	83.74	19.83	80-85	Desulfobacterota_I
GCF_003336745.1	GCF_000091545.1	82.39	16.70	80-85	Deinococcota
GCA_003279565.1	GCA_003284375.1	87.26	44.37	85-90	Cyanobacteria
GCF_010993705.1	GCF_011290685.1	82.82	18.13	80-85	Bacteroidota
GCA_902603475.1	GCA_902585265.1	91.26	39.31	90-95	Proteobacteria
GCF_003501885.1	GCF_000718455.1	94.98	73.14	90-95	Actinobacteriota
GCA_012270865.1	GCA_000406005.1	83.77	18.81	80-85	Poribacteria
GCF_005217525.1	GCF_000943545.1	94.37	63.06	90-95	Firmicutes
GCF_902506495.1	GCF_900115695.1	92.28	69.91	90-95	Proteobacteria
GCA_900474095.1	GCF_000745255.1	84.55	23.03	80-85	Proteobacteria
GCF_008704395.1	GCF_002556545.1	88.05	30.60	85-90	Actinobacteriota
GCA_009693615.1	GCA_013205585.1	93.49	57.83	90-95	Bacteroidota
GCA_900548135.1	GCA_900762515.1	93.52	35.18	90-95	Bacteroidota
GCF_019141525.1	GCF_001655615.1	84.50	20.25	80-85	Proteobacteria
GCA_003158505.1	GCA_903927605.1	84.01	17.60	80-85	Acidobacteriota
GCF_013277415.1	GCA_018364455.1	93.25	65.11	90-95	Firmicutes
GCF_009857605.1	GCF_013375995.1	84.76	22.66	80-85	Proteobacteria
GCF_001171885.1	GCA_905369855.1	93.25	51.13	90-95	Firmicutes
GCA_902601705.1	GCA_902542165.1	88.04	26.89	85-90	Proteobacteria
GCF_018403745.1	GCF_000739975.1	90.99	67.33	90-95	Firmicutes
GCF_008704205.1	GCF_011801125.1	84.73	20.62	80-85	Actinobacteriota
GCF_004345565.1	GCF_003996965.1	90.07	56.60	90-95	Bacteroidota
GCF_001308855.1	GCF_018614775.1	84.50	17.88	80-85	Proteobacteria
GCF_004327355.1	GCF_900102335.1	83.33	15.49	80-85	Proteobacteria
GCF_002699855.1	GCF_017165745.1	83.27	15.26	80-85	Proteobacteria
GCF_001667015.1	GCF_900157385.1	91.35	66.29	90-95	Actinobacteriota
GCA_903937835.1	GCA_903843305.1	84.84	20.60	80-85	Bacteroidota
GCA_012798805.1	GCA_012728975.1	84.00	18.51	80-85	Bacteroidota
GCF_013359735.1	GCF_005937985.2	88.79	50.74	85-90	Actinobacteriota
GCF_014698235.1	GCA_001913845.2	94.60	81.71	90-95	Cyanobacteria
GCF_000157955.1	GCA_904374465.1	85.55	25.08	85-90	Firmicutes_A
GCF_013337185.1	GCF_016742975.1	84.79	27.79	80-85	Proteobacteria
GCF_000182645.1	GCF_000017405.1	88.03	44.69	85-90	Proteobacteria
GCA_011523005.1	GCA_002712415.1	94.29	57.38	90-95	Actinobacteriota
GCF_009831415.1	GCF_003600645.1	87.28	43.35	85-90	Proteobacteria
GCF_004348345.1	GCF_015645445.1	85.60	18.75	85-90	Actinobacteriota
GCA_902595845.1	GCA_902553145.1	82.35	15.47	80-85	Proteobacteria
GCF_006494425.1	GCF_001757995.1	89.33	49.52	85-90	Firmicutes
GCF_008365405.1	GCF_001315015.1	94.56	77.11	90-95	Proteobacteria
GCF_001189245.1	GCF_016839165.1	90.02	46.80	90-95	Proteobacteria
GCF_015160875.1	GCF_006539505.1	90.10	41.86	90-95	Actinobacteriota
GCF_005083565.1	GCF_005081185.1	82.51	22.15	80-85	Proteobacteria
GCF_001514215.1	GCA_016432725.1	88.25	36.65	85-90	Actinobacteriota
GCF_003013395.1	GCF_013284355.1	91.51	71.89	90-95	Firmicutes
GCA_003212175.1	GCA_003280995.1	86.75	21.75	85-90	Cyanobacteria
GCF_011753255.1	GCF_000369645.1	86.76	42.98	85-90	Proteobacteria
GCA_002702205.1	GCA_002692105.1	88.08	40.62	85-90	Bacteroidota
GCF_014279875.1	GCA_000063505.1	88.61	62.96	85-90	Cyanobacteria
GCF_008364625.1	GCF_900324475.1	91.77	76.20	90-95	Proteobacteria
GCA_011522845.1	GCA_002730365.1	93.30	36.07	90-95	SAR324
GCF_001687325.1	GCF_014216315.1	84.51	16.46	80-85	Actinobacteriota
GCF_001440395.1	GCF_017872735.1	83.53	15.08	80-85	Proteobacteria
GCA_003240755.1	GCF_003946805.1	88.54	43.51	85-90	Proteobacteria
GCF_003501885.1	GCF_016909575.1	85.00	16.10	85-90	Actinobacteriota
GCA_902543485.1	GCA_902519695.1	94.25	62.56	90-95	Proteobacteria
GCF_000013605.1	GCA_010365055.1	86.78	33.13	85-90	Proteobacteria
GCF_001494635.1	GCF_900119625.1	94.81	71.46	90-95	Actinobacteriota
GCF_001517545.1	GCF_001412535.1	83.04	16.24	80-85	Proteobacteria
GCF_006442965.1	GCF_001425625.1	83.02	16.45	80-85	Proteobacteria
GCF_004402695.1	GCF_003611035.1	86.28	25.84	85-90	Actinobacteriota
GCF_900104685.1	GCF_001620055.1	85.31	25.64	85-90	Actinobacteriota
GCF_000719515.1	GCF_016918015.1	84.71	18.98	80-85	Actinobacteriota
GCA_902557935.1	GCA_902537845.1	83.51	15.11	80-85	Proteobacteria
GCF_004362515.1	GCF_900070365.1	83.58	15.70	80-85	Actinobacteriota
GCA_002699695.2	GCA_014239455.1	90.77	37.83	90-95	Proteobacteria
GCF_002441855.2	GCF_000807675.2	89.88	57.35	85-90	Firmicutes_A
GCF_904848665.1	GCF_902859945.1	84.53	15.49	80-85	Proteobacteria
GCF_002097715.1	GCF_001028665.1	88.76	42.46	85-90	Proteobacteria
GCA_902592715.1	GCA_902517495.1	91.50	54.05	90-95	Proteobacteria
GCA_903937385.1	GCA_903863195.1	93.11	69.60	90-95	Acidobacteriota
GCF_013608025.1	GCF_000631985.1	84.00	17.67	80-85	Proteobacteria
GCA_900317035.1	GCA_017961235.1	90.76	55.74	90-95	Firmicutes_A
GCA_902580535.1	GCA_902569245.1	84.27	19.53	80-85	Proteobacteria
GCF_012910955.1	GCF_012910905.1	82.97	15.55	80-85	Proteobacteria
GCF_003172955.1	GCF_900091435.1	85.25	19.45	85-90	Actinobacteriota
GCF_003634755.1	GCF_003314435.2	90.63	53.17	90-95	Bacteroidota
GCF_003688915.1	GCF_000760935.2	88.02	45.80	85-90	Actinobacteriota
GCF_900143215.1	GCF_900107105.1	89.46	42.27	85-90	Actinobacteriota
GCF_900094595.1	GCF_003402535.1	88.27	33.21	85-90	Proteobacteria
GCF_002578045.1	GCF_014932895.1	91.76	43.47	90-95	Firmicutes
GCF_004364125.1	GCF_000757725.1	83.15	16.34	80-85	Bacteroidota
GCA_003249105.1	GCF_014696675.1	88.44	40.72	85-90	Cyanobacteria
GCA_003248775.1	GCF_002600635.1	94.31	63.29	90-95	Proteobacteria
GCF_012027495.1	GCF_000265525.1	88.93	38.28	85-90	Methanobacteriota_B
GCF_003254585.1	GCF_002303885.1	88.29	48.17	85-90	Bacteroidota
GCF_002237655.1	GCF_019049255.1	86.00	22.18	85-90	Actinobacteriota
GCF_014145145.1	GCF_014145095.1	93.15	58.06	90-95	Actinobacteriota
GCA_905616395.1	GCA_905612495.1	89.31	29.26	85-90	Proteobacteria
GCF_010093085.1	GCF_001517105.1	86.85	41.47	85-90	Firmicutes
GCA_902629535.1	GCA_902579925.1	84.52	22.44	80-85	Proteobacteria
GCA_003219005.1	GCA_003218885.1	84.69	16.04	80-85	Verrucomicrobiota
GCF_000717995.1	GCF_003369795.1	93.29	61.81	90-95	Actinobacteriota
GCA_900553015.1	GCA_900759015.1	93.66	67.43	90-95	Firmicutes_A
GCF_014251715.1	GCF_003226855.1	81.52	15.04	80-85	Bacteroidota
GCF_006715395.1	GCA_014649295.1	84.77	16.42	80-85	Actinobacteriota
GCF_000686925.1	GCF_900103865.1	83.27	20.26	80-85	Proteobacteria
GCF_001517105.1	GCF_000227465.1	88.77	60.16	85-90	Firmicutes
GCA_902622875.1	GCA_000384615.1	90.34	49.50	90-95	Proteobacteria
GCA_900550465.1	GCA_000432775.1	90.70	45.92	90-95	Bacteroidota
GCF_009604405.1	GCF_001613305.1	86.64	27.47	85-90	Actinobacteriota
GCF_003852405.1	GCF_001186335.1	88.75	50.70	85-90	Proteobacteria
GCF_900155435.1	GCF_000820725.1	90.49	29.95	90-95	Actinobacteriota
GCF_017168335.1	GCF_001894785.1	84.67	25.54	80-85	Actinobacteriota
GCF_900079115.1	GCF_000022485.1	88.75	45.89	85-90	Thermoproteota
GCF_013385985.1	GCF_014863605.1	83.76	15.50	80-85	Proteobacteria
GCF_017313275.1	GCF_017313785.1	82.84	15.45	80-85	Bacteroidota
GCF_004570425.1	GCF_010682065.1	84.04	17.13	80-85	Actinobacteriota
GCF_006874425.1	GCF_000235585.1	84.62	26.35	80-85	Firmicutes
GCF_012571135.1	GCF_012569925.1	81.56	19.34	80-85	Proteobacteria
GCF_003172935.1	GCF_900091455.1	85.76	19.13	85-90	Actinobacteriota
GCA_902611405.1	GCA_902596185.1	90.26	41.52	90-95	Proteobacteria
GCF_015999245.1	GCF_013055795.1	86.31	21.94	85-90	Actinobacteriota
GCA_013333405.2	GCA_015257795.2	90.68	38.60	90-95	Patescibacteria
GCF_900454685.1	GCF_000321025.1	83.63	15.06	80-85	Firmicutes_A
GCF_902506025.1	GCF_001428075.1	87.25	46.31	85-90	Actinobacteriota
GCA_902559935.1	GCA_902538885.1	92.04	41.52	90-95	Proteobacteria
GCA_900554135.1	GCA_900541125.1	91.75	50.70	90-95	Actinobacteriota
GCF_016917755.1	GCF_002082195.1	85.26	16.38	85-90	Actinobacteriota
GCF_000311825.1	GCF_000183565.1	83.84	17.63	80-85	Firmicutes_A
GCF_003939025.1	GCF_002914525.1	88.29	45.84	85-90	Proteobacteria
GCF_001017125.1	GCA_001315965.1	89.81	46.35	85-90	Halobacteriota
GCF_013087515.1	GCF_017357385.1	88.79	46.03	85-90	Proteobacteria
GCF_015206895.1	GCF_014222285.1	94.39	61.22	90-95	Cyanobacteria
GCF_900102425.1	GCA_900102115.1	87.36	40.62	85-90	Actinobacteriota
GCA_003281685.1	GCF_017696205.1	91.50	67.51	90-95	Cyanobacteria
GCF_900010725.2	GCF_014697575.1	87.06	27.69	85-90	Cyanobacteria
GCA_003602575.1	GCA_002172355.2	85.60	31.42	85-90	Thermoplasmatota
GCF_008180725.1	GCF_012911845.1	92.08	67.09	90-95	Firmicutes
GCF_002836745.1	GCF_000428905.1	91.75	67.94	90-95	Proteobacteria
GCF_014649015.1	GCF_006539185.1	94.33	63.32	90-95	Actinobacteriota
GCA_902632055.1	GCA_902613795.1	83.75	27.10	80-85	Proteobacteria
GCF_004307015.1	GCF_001880325.1	83.97	25.76	80-85	Deinococcota
GCF_900114915.1	GCF_004114975.1	87.01	35.32	85-90	Proteobacteria
GCF_007677725.1	GCF_003627215.1	85.00	22.75	85-90	Proteobacteria
GCF_014203535.1	GCA_002155895.1	86.75	21.80	85-90	Actinobacteriota
GCA_017940265.1	GCA_902798595.1	83.58	15.11	80-85	Firmicutes
GCA_003216275.1	GCA_003279635.1	84.00	25.67	80-85	Cyanobacteria
GCA_902614055.1	GCA_902545035.1	86.00	30.76	85-90	Proteobacteria
GCF_001718195.1	GCF_009789675.1	85.25	19.12	85-90	Proteobacteria
GCF_003943905.1	GCF_001076775.1	86.75	33.74	85-90	Firmicutes
GCF_011297335.1	GCF_016862635.1	89.67	44.45	85-90	Actinobacteriota
GCF_000961885.1	GCF_000719695.1	87.01	18.43	85-90	Actinobacteriota
GCF_002081825.1	GCF_016937655.1	92.54	71.91	90-95	Proteobacteria
GCF_014207745.1	GCF_014646355.1	84.44	16.48	80-85	Actinobacteriota
GCF_005938625.1	GCF_900187605.1	92.75	74.42	90-95	Proteobacteria
GCF_009755605.1	GCF_008704795.1	85.53	19.62	85-90	Actinobacteriota
GCF_003269035.1	GCF_900177725.1	84.26	16.41	80-85	Proteobacteria
GCF_013032445.1	GCF_013032095.1	84.05	21.17	80-85	Proteobacteria
GCA_009924535.1	GCA_002293125.1	89.37	32.34	85-90	Verrucomicrobiota
GCA_900556195.1	GCA_000437515.1	94.77	54.35	90-95	Firmicutes_A
GCF_014692515.1	GCF_014692505.1	83.82	18.33	80-85	Bacteroidota
GCF_002954455.1	GCF_900185615.1	93.02	77.14	90-95	Proteobacteria
GCF_001645105.1	GCF_001579805.1	90.33	56.63	90-95	Proteobacteria
GCF_000720255.1	GCF_001184025.1	84.75	18.20	80-85	Actinobacteriota
GCF_009709555.1	GCF_000349325.1	85.25	17.50	85-90	Actinobacteriota
GCA_902563835.1	GCA_902551185.1	93.03	65.30	90-95	Proteobacteria
GCF_001907695.1	GCF_002115755.1	82.60	17.87	80-85	Proteobacteria
GCF_002179165.1	GCF_001457695.1	82.51	18.84	80-85	Campylobacterota
GCF_002878485.1	GCF_002112385.1	88.25	46.10	85-90	Proteobacteria
GCA_002715725.1	GCA_902563095.1	94.30	49.15	90-95	Thermoplasmatota
GCA_015064895.1	GCA_017620655.1	87.36	29.85	85-90	Firmicutes_A
GCF_001708965.1	GCA_001709035.1	91.77	70.60	90-95	Proteobacteria
GCA_003485955.1	GCA_903957465.1	91.74	52.01	90-95	Verrucomicrobiota
GCF_014253015.1	GCF_017916255.1	94.12	72.78	90-95	Actinobacteriota
GCF_001905905.1	GCF_000717645.1	91.57	56.98	90-95	Actinobacteriota
GCF_011927945.1	GCA_001794825.1	82.37	15.02	80-85	Proteobacteria
GCF_001811505.1	GCF_000411475.1	87.52	39.45	85-90	Firmicutes
GCF_002960445.1	GCA_002831545.1	88.29	25.34	85-90	Firmicutes
GCF_014874095.1	GCF_003030345.1	85.32	20.76	85-90	Actinobacteriota
GCF_001224225.1	GCF_006094395.1	88.35	53.17	85-90	Firmicutes
GCA_900552685.1	GCA_900759565.1	94.00	42.95	90-95	Actinobacteriota
GCF_006442685.1	GCF_006658505.1	86.00	30.65	85-90	Proteobacteria
GCA_002723035.1	GCA_902626605.1	88.79	43.19	85-90	Proteobacteria
GCF_003815715.1	GCA_019203745.1	83.28	15.45	80-85	Bacteroidota
GCF_900605015.1	GCA_902834555.1	83.64	17.75	80-85	Actinobacteriota
GCF_013407185.1	GCF_000956175.1	86.87	35.61	85-90	Thermoproteota
GCF_008705135.1	GCA_014656175.1	85.01	17.77	85-90	Actinobacteriota
GCA_902565385.1	GCA_902527485.1	88.29	30.70	85-90	Proteobacteria
GCA_902593905.1	GCA_902535505.1	83.53	15.85	80-85	Proteobacteria
GCF_001458395.1	GCA_001730095.1	84.02	23.12	80-85	Proteobacteria
GCF_003046225.1	GCF_001521715.1	91.01	63.96	90-95	Proteobacteria
GCF_017872875.1	GCF_004114935.1	86.75	29.62	85-90	Proteobacteria
GCF_003465825.1	GCA_905214425.1	93.76	70.80	90-95	Actinobacteriota
GCA_900466745.1	GCF_002220095.1	88.77	36.29	85-90	Proteobacteria
GCF_006442685.1	GCF_000472785.1	84.76	23.33	80-85	Proteobacteria
GCF_007679425.1	GCF_004784475.1	85.01	19.08	85-90	Actinobacteriota
GCF_900095845.1	GCF_000215385.1	88.55	41.65	85-90	Firmicutes
GCF_004307425.1	GCA_903837305.1	87.14	35.37	85-90	Bacteroidota
GCF_002205165.1	GCF_002138415.1	84.00	19.00	80-85	Proteobacteria
GCF_000720765.1	GCF_017526105.1	84.28	15.20	80-85	Actinobacteriota
GCF_018130165.1	GCF_001693515.2	83.25	16.00	80-85	Proteobacteria
GCA_013288485.1	GCA_903885865.1	89.27	29.33	85-90	Bacteroidota
GCA_015065785.1	GCA_015066465.1	83.80	20.40	80-85	Firmicutes_A
GCF_013623835.1	GCF_011617245.1	90.99	58.56	90-95	Actinobacteriota
GCF_011682175.1	GCF_011682065.1	89.51	49.94	85-90	Proteobacteria
GCF_002159505.1	GCA_019119675.1	86.10	19.79	85-90	Firmicutes_A
GCA_014654035.1	GCA_902556265.1	83.80	23.70	80-85	Proteobacteria
