pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCF_001560305.1__GCF_001560515.1	GCF_001560305.1	GCF_001560515.1	ok	0	16	0.00000	0.00000	0	0	0.9912	1347	0.9883	1365	5	76	false
GCF_001560855.1__GCF_009834045.1	GCF_001560855.1	GCF_009834045.1	ok	7	38	0.00199	0.20898	735	0	0.9929	3491	0.9892	3517	44	506	false
GCF_001573875.1__GCF_010692705.1	GCF_001573875.1	GCF_010692705.1	ok	16	134	0.00994	0.37702	607	0	0.9724	1477	0.9161	1610	39	131	false
GCF_001579135.1__GCF_900109835.1	GCF_001579135.1	GCF_900109835.1	ok	34	95	0.02640	0.40916	527	0	0.9709	1234	0.9269	1288	13	213	false
GCF_001587475.1__GCF_011405175.1	GCF_001587475.1	GCF_011405175.1	ok	5	87	0.00113	0.45831	2034	0	0.9998	4361	0.9804	4438	171	748	false
GCF_001601275.1__GCF_018972165.1	GCF_001601275.1	GCF_018972165.1	ok	10	34	0.00243	0.01020	42	0	0.9998	4103	0.9918	4117	46	782	false
GCF_001610775.1__GCF_013620765.1	GCF_001610775.1	GCF_013620765.1	ok	6	19	0.00514	0.01285	15	0	0.9991	1160	0.9838	1167	13	119	false
GCF_001623175.1__GCF_003574045.1	GCF_001623175.1	GCF_003574045.1	ok	2	190	0.00064	0.42375	1317	0	0.9640	2840	0.9375	3108	44	335	false
GCF_001634305.1__GCF_002075365.1	GCF_001634305.1	GCF_002075365.1	ok	24	80	0.00778	0.39008	1203	0	0.9877	3045	0.9742	3084	47	511	false
GCF_001635445.1__GCF_002869505.1	GCF_001635445.1	GCF_002869505.1	ok	15	47	0.00347	0.35343	1530	0	0.9968	4304	0.9892	4329	125	958	false
GCF_001636145.1__GCF_009217765.1	GCF_001636145.1	GCF_009217765.1	ok	8	222	0.00317	0.40650	1026	0	0.9108	2298	0.9123	2524	76	511	false
GCF_001636145.1__GCF_009295865.1	GCF_001636145.1	GCF_009295865.1	ok	12	224	0.00439	0.38743	1060	0	0.9199	2516	0.9184	2736	106	504	false
GCF_001637525.1__GCF_018729275.1	GCF_001637525.1	GCF_018729275.1	ok	4	14	0.00105	0.28174	1074	0	0.9992	3806	0.9963	3812	29	466	false
GCF_001643095.1__GCF_006740745.1	GCF_001643095.1	GCF_006740745.1	ok	17	83	0.00281	0.34287	2074	0	0.9998	6000	0.9863	6049	97	1878	false
GCF_001643095.1__GCF_009193375.1	GCF_001643095.1	GCF_009193375.1	ok	16	77	0.00264	0.34875	2111	0	0.9987	5990	0.9873	6053	97	1928	false
GCF_001644095.1__GCF_001644685.1	GCF_001644095.1	GCF_001644685.1	ok	13	136	0.00296	0.43423	1908	0	0.9731	4274	0.9691	4394	127	1137	false
GCF_001655035.1__GCF_004308085.1	GCF_001655035.1	GCF_004308085.1	ok	3	64	0.00082	0.39342	1447	0	0.9912	3590	0.9825	3678	41	684	false
GCF_001655905.1__GCF_002983685.1	GCF_001655905.1	GCF_002983685.1	ok	2	62	0.00305	0.48702	319	0	1.0000	596	0.9055	655	33	39	false
GCF_001656335.1__GCF_900453075.1	GCF_001656335.1	GCF_900453075.1	ok	3	40	0.00214	0.31170	437	0	0.9993	1368	0.9715	1402	74	229	false
GCF_001656355.1__GCF_900453075.1	GCF_001656355.1	GCF_900453075.1	ok	1	24	0.00070	0.36613	521	0	0.9993	1401	0.9831	1423	38	224	false
GCF_001657785.1__GCF_001657875.1	GCF_001657785.1	GCF_001657875.1	ok	3	37	0.00477	0.40223	253	0	0.9700	550	0.9369	629	20	32	false
GCF_001660045.1__GCF_009870095.1	GCF_001660045.1	GCF_009870095.1	ok	10	535	0.00100	0.46435	4663	0	0.9454	9492	0.9468	10042	280	1438	false
GCF_001665445.1__GCF_900236745.1	GCF_001665445.1	GCF_900236745.1	ok	30	123	0.00383	0.42429	3326	0	0.9923	7767	0.9844	7839	75	1689	false
GCF_001673235.1__GCF_002086345.1	GCF_001673235.1	GCF_002086345.1	ok	3	168	0.00039	0.44498	3413	0	0.9948	7458	0.9780	7670	63	1234	false
GCF_001679125.1__GCF_016028775.1	GCF_001679125.1	GCF_016028775.1	ok	10	41	0.00669	0.47157	705	0	0.9839	1470	0.9727	1495	57	178	false
GCF_001679155.1__GCF_016127895.1	GCF_001679155.1	GCF_016127895.1	ok	11	45	0.00716	0.39297	604	0	0.9993	1513	0.9709	1537	48	183	false
GCF_001683975.1__GCF_003263315.1	GCF_001683975.1	GCF_003263315.1	ok	2	235	0.00036	0.48946	2694	0	0.9631	5243	0.9572	5504	140	1155	false
GCF_001685165.1__GCF_900618115.1	GCF_001685165.1	GCF_900618115.1	ok	2	40	0.00081	0.41390	1024	0	0.9842	2434	0.9838	2474	58	508	false
GCF_001702115.1__GCF_001702135.1	GCF_001702115.1	GCF_001702135.1	ok	0	0	0.00000	0.00000	0	0	1.0000	966	1.0000	966	31	59	true
GCF_001702115.1__GCF_002907065.1	GCF_001702115.1	GCF_002907065.1	ok	1	17	0.00104	0.17409	168	0	0.9989	950	0.9824	965	24	60	false
GCF_001702155.1__GCF_001702195.1	GCF_001702155.1	GCF_001702195.1	ok	4	9	0.00109	0.03942	144	0	0.9997	3649	0.9975	3653	90	399	false
GCF_001702175.1__GCF_001702195.1	GCF_001702175.1	GCF_001702195.1	ok	18	44	0.00483	0.49705	1852	0	0.9989	3713	0.9882	3726	95	414	false
GCF_001715715.1__GCF_900332065.1	GCF_001715715.1	GCF_900332065.1	ok	2	45	0.00131	0.48192	733	0	0.9852	1464	0.9702	1521	6	165	false
GCF_001718335.1__GCF_016836745.1	GCF_001718335.1	GCF_016836745.1	ok	25	78	0.00195	0.33143	4240	0	0.9980	12765	0.9939	12793	174	4443	false
GCF_001722585.1__GCF_902385915.1	GCF_001722585.1	GCF_902385915.1	ok	24	245	0.00639	0.18114	680	0	0.9488	3521	0.9348	3754	24	606	false
GCF_001746215.1__GCF_003054835.1	GCF_001746215.1	GCF_003054835.1	ok	41	212	0.03727	0.47909	527	0	0.8517	936	0.8124	1100	23	96	false
GCF_001747885.1__GCF_001747995.1	GCF_001747885.1	GCF_001747995.1	ok	1	56	0.00079	0.44226	563	0	0.9918	1204	0.9555	1273	4	117	false
GCF_001755835.1__GCF_902832905.1	GCF_001755835.1	GCF_902832905.1	ok	40	121	0.00291	0.41967	5770	0	0.9975	13693	0.9912	13749	131	3123	false
GCF_001756795.1__GCF_001853525.1	GCF_001756795.1	GCF_001853525.1	ok	12	164	0.00177	0.42272	2858	0	0.9835	6596	0.9757	6761	133	1741	false
GCF_001758545.1__GCF_001758795.1	GCF_001758545.1	GCF_001758795.1	ok	16	88	0.00174	0.29207	2680	0	0.9959	9079	0.9904	9176	710	2529	false
GCF_001762595.1__GCF_017644995.1	GCF_001762595.1	GCF_017644995.1	ok	3	28	0.00337	0.38808	345	0	0.9931	858	0.9683	889	43	166	false
GCF_001807395.1__GCF_001807575.1	GCF_001807395.1	GCF_001807575.1	ok	3	36	0.00118	0.32914	838	0	0.9944	2499	0.9858	2546	2	488	false
GCF_001808785.1__GCF_018603625.1	GCF_001808785.1	GCF_018603625.1	ok	6	29	0.00306	0.21093	413	0	0.9907	1918	0.9851	1958	21	196	false
GCF_001869365.1__GCF_900518825.1	GCF_001869365.1	GCF_900518825.1	ok	4	112	0.00365	0.33728	370	0	0.8969	974	0.8974	1097	134	159	false
GCF_001869395.1__GCF_900518835.1	GCF_001869395.1	GCF_900518835.1	ok	0	147	0.00000	0.48444	576	0	0.9527	1007	0.8735	1189	62	151	false
GCF_001888095.1__GCF_003722115.1	GCF_001888095.1	GCF_003722115.1	ok	0	8	0.00000	0.14719	291	0	0.9975	1958	0.9959	1977	7	188	false
GCF_001888095.1__GCF_900177455.1	GCF_001888095.1	GCF_900177455.1	ok	0	8	0.00000	0.45008	888	0	0.9964	1959	0.9959	1973	17	190	false
GCF_001889125.1__GCF_014217915.1	GCF_001889125.1	GCF_014217915.1	ok	7	14	0.00185	0.00053	2	0	1.0000	3774	0.9963	3774	52	1134	true
GCF_001889125.1__GCF_014883915.1	GCF_001889125.1	GCF_014883915.1	ok	0	0	0.00000	0.00020	1	0	1.0000	4952	1.0000	4952	68	1132	true
GCF_001889445.1__GCF_001889465.1	GCF_001889445.1	GCF_001889465.1	ok	4	8	0.00141	0.00071	2	0	1.0000	2834	0.9972	2834	38	654	true
GCF_001901345.1__GCF_001901355.1	GCF_001901345.1	GCF_001901355.1	ok	5	50	0.00064	0.39587	3104	0	0.9986	7771	0.9936	7841	71	1376	false
GCF_001905025.1__GCF_018555775.1	GCF_001905025.1	GCF_018555775.1	ok	42	599	0.00640	0.46960	3082	0	0.9156	5974	0.9089	6563	164	1567	false
GCF_001913815.1__GCF_900167325.1	GCF_001913815.1	GCF_900167325.1	ok	14	115	0.00497	0.47815	1346	0	0.9845	2670	0.9585	2815	53	330	false
GCF_001942225.1__GCF_001942435.1	GCF_001942225.1	GCF_001942435.1	ok	11	71	0.00310	0.49845	1771	0	0.9957	3495	0.9800	3553	17	873	false
GCF_001955615.1__GCF_001955625.1	GCF_001955615.1	GCF_001955625.1	ok	12	44	0.00370	0.42571	1381	0	0.9963	3204	0.9864	3244	18	274	false
GCF_001984525.1__GCF_001984535.1	GCF_001984525.1	GCF_001984535.1	ok	0	10	0.00000	0.37773	2564	0	0.9991	6742	0.9985	6788	46	786	false
GCF_001984525.1__GCF_007833835.1	GCF_001984525.1	GCF_007833835.1	ok	9	47	0.00194	0.35687	1653	0	0.9937	4602	0.9899	4632	85	773	false
GCF_001984535.1__GCF_007833835.1	GCF_001984535.1	GCF_007833835.1	ok	7	46	0.00151	0.39702	1839	0	0.9998	4600	0.9901	4632	85	771	false
GCF_001989795.2__GCF_003390655.1	GCF_001989795.2	GCF_003390655.1	ok	10	86	0.00322	0.38216	1187	0	0.9768	3032	0.9724	3106	9	490	false
GCF_002003305.1__GCF_013294445.1	GCF_002003305.1	GCF_013294445.1	ok	13	30	0.00469	0.00036	1	1	0.9996	2769	0.9892	2773	76	288	false
GCF_002003305.1__GCF_013297125.1	GCF_002003305.1	GCF_013297125.1	ok	14	29	0.00505	0.00036	1	1	0.9996	2768	0.9896	2770	68	287	false
GCF_002006175.1__GCF_002006215.1	GCF_002006175.1	GCF_002006215.1	ok	0	115	0.00000	0.47635	1672	0	0.9622	3283	0.9663	3510	27	238	false
GCF_002006175.1__GCF_002006235.1	GCF_002006175.1	GCF_002006235.1	ok	5	211	0.00192	0.47814	1247	0	0.9544	2342	0.9175	2608	29	223	false
GCF_002006215.1__GCF_002006235.1	GCF_002006215.1	GCF_002006235.1	ok	5	190	0.00189	0.49452	1309	0	0.9751	2424	0.9273	2647	42	237	false
GCF_002007845.1__GCF_002007865.1	GCF_002007845.1	GCF_002007865.1	ok	0	0	0.00000	0.00000	0	0	1.0000	1325	1.0000	1325	4	116	true
GCF_002037625.1__GCF_009648775.1	GCF_002037625.1	GCF_009648775.1	ok	15	45	0.00383	0.32235	1262	0	0.9946	3893	0.9885	3915	44	408	false
GCF_002049255.1__GCF_002049395.1	GCF_002049255.1	GCF_002049395.1	ok	2	86	0.00112	0.47819	855	0	0.9865	1679	0.9513	1788	38	173	false
GCF_002049255.1__GCF_003047205.1	GCF_002049255.1	GCF_003047205.1	ok	10	62	0.00601	0.49249	820	0	0.9712	1616	0.9629	1665	44	174	false
GCF_002057455.1__GCF_012034275.1	GCF_002057455.1	GCF_012034275.1	ok	80	258	0.00727	0.40805	4491	0	0.9896	10890	0.9767	11006	200	2785	false
GCF_002076915.1__GCF_014646495.1	GCF_002076915.1	GCF_014646495.1	ok	2	13	0.00067	0.01140	34	0	0.9997	2973	0.9956	2982	15	408	false
GCF_002086345.1__GCF_002285715.1	GCF_002086345.1	GCF_002285715.1	ok	0	78	0.00000	0.37899	2861	0	0.9999	7471	0.9897	7549	46	1242	false
GCF_002088815.1__GCF_003202815.1	GCF_002088815.1	GCF_003202815.1	ok	3	283	0.00229	0.49541	648	0	0.7465	966	0.7816	1308	46	171	false
GCF_002095995.1__GCF_002128045.1	GCF_002095995.1	GCF_002128045.1	ok	3	6	0.00341	0.00000	0	0	1.0000	881	0.9932	881	26	126	true
GCF_002097765.1__GCF_900604905.1	GCF_002097765.1	GCF_900604905.1	ok	2	23	0.00041	0.42060	2074	0	0.9996	4868	0.9953	4931	37	611	false
GCF_002112365.1__GCF_002113365.1	GCF_002112365.1	GCF_002113365.1	ok	0	8	0.00000	0.26472	3359	0	0.9995	12659	0.9994	12689	49	2017	false
GCF_002112395.1__GCF_002112455.1	GCF_002112395.1	GCF_002112455.1	ok	1	6	0.00008	0.03860	490	0	0.9998	12668	0.9995	12695	45	2017	false
GCF_002112395.1__GCF_002113365.1	GCF_002112395.1	GCF_002113365.1	ok	0	9	0.00000	0.18788	2385	0	0.9995	12664	0.9993	12694	47	2016	false
GCF_002113055.1__GCF_002113705.1	GCF_002113055.1	GCF_002113705.1	ok	4	14	0.00032	0.19216	2397	0	0.9997	12451	0.9989	12474	34	1948	false
GCF_002127615.1__GCF_002127625.1	GCF_002127615.1	GCF_002127625.1	ok	8	76	0.00059	0.14052	1909	1	0.9988	13444	0.9944	13586	111	2459	false
GCF_002128025.1__GCF_009810255.1	GCF_002128025.1	GCF_009810255.1	ok	2	27	0.00238	0.37902	318	0	0.9988	816	0.9679	839	25	129	false
GCF_002142285.1__GCF_002142345.1	GCF_002142285.1	GCF_002142345.1	ok	3	197	0.00137	0.45160	989	1	0.9016	1916	0.9078	2191	32	163	false
GCF_002151115.1__GCF_011801245.1	GCF_002151115.1	GCF_011801245.1	ok	12	218	0.00350	0.45004	1545	0	0.9397	3224	0.9366	3433	25	825	false
GCF_002151265.1__GCF_900108215.1	GCF_002151265.1	GCF_900108215.1	ok	12	171	0.00192	0.43501	2714	0	0.9959	6069	0.9725	6239	103	1501	false
GCF_002157125.1__GCF_002157165.1	GCF_002157125.1	GCF_002157165.1	ok	17	34	0.00369	0.05685	262	0	1.0000	4607	0.9926	4609	165	1597	false
GCF_002157125.1__GCF_002157185.1	GCF_002157125.1	GCF_002157185.1	ok	0	8	0.00000	0.07919	715	0	0.9996	9021	0.9991	9029	180	1665	false
GCF_002157165.1__GCF_002157185.1	GCF_002157165.1	GCF_002157185.1	ok	17	36	0.00371	0.02986	137	0	0.9998	4585	0.9922	4588	107	1574	false
GCF_002160465.1__GCF_015550635.1	GCF_002160465.1	GCF_015550635.1	ok	7	59	0.00207	0.45315	1533	0	0.9973	3328	0.9825	3383	32	637	false
GCF_002162115.1__GCF_016019785.1	GCF_002162115.1	GCF_016019785.1	ok	3	13	0.00082	0.13915	510	0	0.9984	3658	0.9965	3665	15	509	false
GCF_002204305.1__GCF_002920555.1	GCF_002204305.1	GCF_002920555.1	ok	0	20	0.00000	0.45759	2422	0	0.9970	5269	0.9962	5293	451	1164	false
GCF_002206155.2__GCF_900076365.1	GCF_002206155.2	GCF_900076365.1	ok	13	63	0.00195	0.21807	1453	0	0.9998	6625	0.9906	6663	71	924	false
GCF_002213185.1__GCF_002213225.1	GCF_002213185.1	GCF_002213225.1	ok	14	47	0.00262	0.35229	1883	0	0.9977	5311	0.9912	5345	17	1225	false
GCF_002213195.1__GCF_002213235.1	GCF_002213195.1	GCF_002213235.1	ok	0	12	0.00000	0.45052	2390	0	0.9979	5278	0.9977	5305	9	1164	false
GCF_002213225.1__GCF_002213235.1	GCF_002213225.1	GCF_002213235.1	ok	7	30	0.00133	0.45639	2402	0	0.9989	5237	0.9943	5263	12	1172	false
GCF_002215055.1__GCF_902386745.1	GCF_002215055.1	GCF_902386745.1	ok	0	0	0.00000	0.00000	0	0	1.0000	6442	1.0000	6442	162	1164	true
GCF_002241275.1__GCF_018790395.1	GCF_002241275.1	GCF_018790395.1	ok	0	115	0.00000	0.44087	1316	0	0.9756	2843	0.9611	2985	25	502	false
GCF_002250905.2__GCF_017909435.1	GCF_002250905.2	GCF_017909435.1	ok	6	16	0.00183	0.04126	135	0	0.9994	3267	0.9951	3272	76	325	false
GCF_002252745.1__GCF_002252965.1	GCF_002252745.1	GCF_002252965.1	ok	11	116	0.00443	0.46132	1145	0	0.9937	2362	0.9530	2482	17	328	false
GCF_002253455.1__GCF_002253465.1	GCF_002253455.1	GCF_002253465.1	ok	4	48	0.00301	0.29142	387	0	0.9710	1274	0.9637	1328	10	136	false
GCF_002266475.1__GCF_003176815.1	GCF_002266475.1	GCF_003176815.1	ok	5	13	0.00265	0.16799	317	0	0.9979	1882	0.9931	1887	61	205	false
GCF_002285155.1__GCF_007786415.1	GCF_002285155.1	GCF_007786415.1	ok	9	49	0.00321	0.40036	1123	0	0.9921	2771	0.9826	2805	53	715	false
GCF_002288145.1__GCF_002288265.1	GCF_002288145.1	GCF_002288265.1	ok	0	0	0.00000	0.00000	0	0	1.0000	1074	1.0000	1074	0	274	true
GCF_002319065.1__GCF_016307645.1	GCF_002319065.1	GCF_016307645.1	ok	8	166	0.00139	0.48500	2796	0	0.9934	5588	0.9711	5765	41	1740	false
GCF_002327125.1__GCF_012395955.1	GCF_002327125.1	GCF_012395955.1	ok	13	75	0.00192	0.37688	2556	0	0.9999	6733	0.9890	6782	74	1633	false
GCF_002368255.1__GCF_014697225.1	GCF_002368255.1	GCF_014697225.1	ok	0	65	0.00000	0.45001	4474	0	0.9935	9874	0.9935	9942	78	1286	false
GCF_002370195.2__GCF_014202525.1	GCF_002370195.2	GCF_014202525.1	ok	8	81	0.00445	0.48637	874	0	0.9605	1725	0.9550	1797	104	264	false
GCF_002412145.1__GCF_003594765.1	GCF_002412145.1	GCF_003594765.1	ok	14	74	0.00402	0.43288	1506	0	0.9950	3414	0.9787	3479	33	477	false
GCF_002442575.1__GCF_014651795.1	GCF_002442575.1	GCF_014651795.1	ok	7	40	0.00192	0.34374	1255	0	0.9929	3624	0.9891	3651	59	951	false
GCF_002531885.1__GCF_014193135.1	GCF_002531885.1	GCF_014193135.1	ok	34	147	0.00362	0.46789	4393	0	0.9955	9283	0.9844	9389	64	2736	false
GCF_002552175.1__GCF_002566505.1	GCF_002552175.1	GCF_002566505.1	ok	1	47	0.00029	0.30192	1054	0	0.9942	3411	0.9864	3491	13	231	false
GCF_002560575.1__GCF_017498775.1	GCF_002560575.1	GCF_017498775.1	ok	11	97	0.00340	0.38549	1249	0	0.9920	3119	0.9698	3240	31	391	false
GCF_002562195.1__GCF_002566035.1	GCF_002562195.1	GCF_002566035.1	ok	14	120	0.00318	0.47879	2111	0	0.9967	4292	0.9727	4409	37	553	false
GCF_002569075.1__GCF_002569205.1	GCF_002569075.1	GCF_002569205.1	ok	10	139	0.00227	0.49887	2198	0	0.9754	4157	0.9677	4406	43	414	false
GCF_002573675.1__GCF_002688545.1	GCF_002573675.1	GCF_002688545.1	ok	25	60	0.00436	0.24564	1408	0	0.9998	5722	0.9896	5732	203	1225	false
GCF_002578475.1__GCF_002582955.1	GCF_002578475.1	GCF_002582955.1	ok	8	86	0.00193	0.41942	1741	0	0.9904	4025	0.9791	4151	51	436	false
GCF_002587065.1__GCF_002906925.1	GCF_002587065.1	GCF_002906925.1	ok	6	36	0.00130	0.26146	1209	0	0.9998	4600	0.9922	4624	48	1218	false
GCF_002632445.1__GCF_014467265.1	GCF_002632445.1	GCF_014467265.1	ok	7	71	0.00258	0.41688	1131	0	0.9872	2616	0.9736	2713	649	325	false
GCF_002735565.1__GCF_900101325.1	GCF_002735565.1	GCF_900101325.1	ok	7	56	0.00428	0.45471	743	0	0.9862	1575	0.9656	1634	23	190	false
GCF_002736045.1__GCF_014269205.2	GCF_002736045.1	GCF_014269205.2	ok	34	78	0.00483	0.07650	539	0	0.9987	7036	0.9890	7046	242	2253	false
GCF_002743065.1__GCF_002743135.1	GCF_002743065.1	GCF_002743135.1	ok	7	35	0.00410	0.39472	673	1	0.9864	1669	0.9794	1706	18	333	false
GCF_002752195.1__GCF_014304635.1	GCF_002752195.1	GCF_014304635.1	ok	2	85	0.00032	0.45821	2873	0	0.9874	6189	0.9864	6270	37	1231	false
GCF_002761935.1__GCF_002763735.1	GCF_002761935.1	GCF_002763735.1	ok	6	16	0.00665	0.00111	1	0	0.9967	898	0.9824	902	77	71	false
GCF_002763595.1__GCF_002763815.1	GCF_002763595.1	GCF_002763815.1	ok	15	30	0.01663	0.00554	5	0	1.0000	902	0.9673	902	48	70	true
GCF_002777315.1__GCF_013344965.1	GCF_002777315.1	GCF_013344965.1	ok	11	74	0.00853	0.46393	598	0	0.9976	1222	0.9424	1289	68	257	false
GCF_002777705.1__GCF_002777795.1	GCF_002777705.1	GCF_002777795.1	ok	8	53	0.00442	0.45022	814	0	0.9876	1748	0.9705	1808	100	240	false
GCF_002799025.1__GCF_900116025.1	GCF_002799025.1	GCF_900116025.1	ok	5	21	0.00066	0.06644	502	0	0.9988	7543	0.9972	7556	23	2317	false
GCF_002812165.1__GCF_004769805.1	GCF_002812165.1	GCF_004769805.1	ok	3	19	0.00128	0.30273	709	0	0.9953	2322	0.9919	2342	12	260	false
GCF_002813655.1__GCF_002813675.1	GCF_002813655.1	GCF_002813675.1	ok	5	10	0.00443	0.06997	79	0	1.0000	1129	0.9912	1129	25	68	true
GCF_002813835.1__GCF_008107465.1	GCF_002813835.1	GCF_008107465.1	ok	11	88	0.00347	0.45744	1451	0	1.0000	3104	0.9723	3172	35	506	false
GCF_002845395.1__GCF_002845485.1	GCF_002845395.1	GCF_002845485.1	ok	0	6	0.00000	0.11230	199	0	0.9965	1724	0.9965	1772	5	124	false
GCF_002860225.1__GCF_002860245.1	GCF_002860225.1	GCF_002860245.1	ok	4	126	0.00093	0.48132	2061	1	0.9828	4125	0.9704	4283	23	569	false
GCF_002860225.1__GCF_003944805.1	GCF_002860225.1	GCF_003944805.1	ok	4	149	0.00094	0.35349	1508	1	0.9858	4090	0.9649	4267	33	560	false
GCF_002860245.1__GCF_003944805.1	GCF_002860245.1	GCF_003944805.1	ok	2	151	0.00044	0.38382	1741	1	0.9846	4345	0.9664	4537	28	567	false
GCF_002872905.1__GCF_002877195.1	GCF_002872905.1	GCF_002877195.1	ok	12	503	0.00194	0.46654	2886	0	0.9974	5658	0.9183	6186	35	592	false
GCF_002875485.1__GCF_005146585.1	GCF_002875485.1	GCF_005146585.1	ok	4	28	0.00070	0.48022	2731	0	0.9966	5547	0.9950	5687	23	609	false
GCF_002875555.1__GCF_002876915.1	GCF_002875555.1	GCF_002876915.1	ok	1	68	0.00015	0.48296	3160	0	0.9957	6324	0.9894	6543	30	655	false
GCF_002891115.1__GCF_009909265.1	GCF_002891115.1	GCF_009909265.1	ok	13	97	0.00083	0.44170	6921	0	0.9953	15594	0.9938	15669	214	3538	false
GCF_002893785.1__GCF_009647615.1	GCF_002893785.1	GCF_009647615.1	ok	9	192	0.00347	0.47761	1237	0	0.9996	2416	0.9261	2590	29	378	false
GCF_002902105.1__GCF_004684865.1	GCF_002902105.1	GCF_004684865.1	ok	3	145	0.00312	0.47921	461	0	0.9988	816	0.8486	962	21	94	false
GCF_002902745.1__GCF_017368615.1	GCF_002902745.1	GCF_017368615.1	ok	0	251	0.00000	0.40656	620	0	0.8107	1229	0.8344	1525	14	111	false
GCF_002906725.1__GCF_016106685.1	GCF_002906725.1	GCF_016106685.1	ok	2	227	0.00031	0.46926	2984	0	0.9984	6095	0.9641	6359	24	736	false
GCF_002916795.1__GCF_011316565.1	GCF_002916795.1	GCF_011316565.1	ok	2	184	0.00121	0.43194	714	0	0.8830	1404	0.8857	1653	28	103	false
GCF_002923025.1__GCF_002923085.1	GCF_002923025.1	GCF_002923085.1	ok	0	5	0.00000	0.20647	1411	0	0.9997	6796	0.9993	6834	26	776	false
GCF_002931915.1__GCF_002932135.1	GCF_002931915.1	GCF_002932135.1	ok	8	67	0.00165	0.38607	1874	0	0.9952	4762	0.9861	4854	30	834	false
GCF_002931955.1__GCF_002932675.1	GCF_002931955.1	GCF_002932675.1	ok	7	78	0.00142	0.43113	2122	0	0.9936	4808	0.9840	4922	30	841	false
GCF_002932535.1__GCF_002933215.1	GCF_002932535.1	GCF_002933215.1	ok	15	88	0.00311	0.40195	1941	0	0.9908	4720	0.9817	4829	34	849	false
GCF_002978315.1__GCF_002978535.1	GCF_002978315.1	GCF_002978535.1	ok	10	145	0.00244	0.41000	1681	0	0.9796	3946	0.9645	4100	21	698	false
GCF_002979885.1__GCF_002980105.1	GCF_002979885.1	GCF_002980105.1	ok	1	8	0.00009	0.18642	2134	0	0.9997	11411	0.9993	11447	17	1840	false
GCF_002980215.1__GCF_014472375.1	GCF_002980215.1	GCF_014472375.1	ok	13	78	0.00136	0.44630	4276	0	0.9959	9507	0.9919	9581	20	1814	false
GCF_002998215.1__GCF_019149305.1	GCF_002998215.1	GCF_019149305.1	ok	5	23	0.00177	0.38198	1081	0	0.9964	2800	0.9918	2830	18	456	false
GCF_003012835.1__GCF_003385915.1	GCF_003012835.1	GCF_003385915.1	ok	0	30	0.00000	0.32368	2940	0	0.9968	9001	0.9967	9083	60	998	false
GCF_003028395.1__GCF_018344415.1	GCF_003028395.1	GCF_018344415.1	ok	0	35	0.00000	0.41389	2694	0	0.9947	6426	0.9946	6509	21	721	false
GCF_003034305.1__GCF_006265075.1	GCF_003034305.1	GCF_006265075.1	ok	0	100	0.00000	0.01802	6	0	0.6333	209	0.6979	333	27	12	false
GCF_003034305.1__GCF_006265105.1	GCF_003034305.1	GCF_006265105.1	ok	0	102	0.00000	0.01791	6	0	0.6336	211	0.6946	335	28	12	false
GCF_003035515.1__GCF_003042715.1	GCF_003035515.1	GCF_003042715.1	ok	5	263	0.00367	0.36510	498	0	0.9973	1098	0.8060	1364	15	69	false
GCF_003035515.1__GCF_003577625.1	GCF_003035515.1	GCF_003577625.1	ok	3	206	0.00220	0.48972	667	0	0.9382	1032	0.8356	1362	10	70	false
GCF_003035515.1__GCF_003577975.1	GCF_003035515.1	GCF_003577975.1	ok	4	197	0.00363	0.48047	529	0	0.9287	794	0.8040	1101	14	71	false
GCF_003035835.1__GCF_004135035.1	GCF_003035835.1	GCF_004135035.1	ok	1	128	0.00087	0.47125	541	1	0.9118	992	0.8864	1149	13	116	false
GCF_003050685.1__GCF_017301795.1	GCF_003050685.1	GCF_017301795.1	ok	23	46	0.00244	0.19086	1800	0	1.0000	9431	0.9951	9431	190	2196	true
GCF_003070625.1__GCF_004920495.1	GCF_003070625.1	GCF_004920495.1	ok	0	10	0.00000	0.29748	1098	0	0.9975	3649	0.9973	3691	7	349	false
GCF_003076355.1__GCF_003693415.1	GCF_003076355.1	GCF_003693415.1	ok	0	47	0.00000	0.40243	2287	0	0.9998	5635	0.9917	5683	24	865	false
GCF_003086195.1__GCF_900076365.1	GCF_003086195.1	GCF_900076365.1	ok	15	104	0.00224	0.38104	2556	0	0.9973	6611	0.9845	6708	21	906	false
GCF_003086915.1__GCF_016624665.1	GCF_003086915.1	GCF_016624665.1	ok	21	238	0.00369	0.42248	2406	0	0.9998	5499	0.9584	5695	42	2119	false
GCF_003111765.1__GCF_003287775.1	GCF_003111765.1	GCF_003287775.1	ok	5	76	0.00087	0.49117	2810	0	0.9871	5646	0.9867	5721	56	751	false
GCF_003111765.1__GCF_003287795.1	GCF_003111765.1	GCF_003287795.1	ok	17	143	0.00361	0.49194	2318	0	0.9998	4603	0.9698	4712	52	760	false
GCF_003121855.1__GCF_003121945.1	GCF_003121855.1	GCF_003121945.1	ok	3	33	0.00141	0.35078	744	0	0.9962	2083	0.9844	2121	30	261	false
