pairid	band	phylum	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCA_004292955.1__GCA_013299185.1	90-95	Cyanobacteria	3214	1722	5700287	3111387	0.5458298854075242
GCF_000722685.1__GCF_000027165.1	90-95	Firmicutes	459	65	1553644	185103	0.11914119322058335
GCA_001628485.1__GCA_902573085.1	85-90	Thermoplasmatota	110	62	817888	418565	0.5117632243045502
GCF_003386675.1__GCF_900104345.1	85-90	Actinobacteriota	659	377	2618851	1597610	0.6100423429969861
GCA_009699265.1__GCF_001428125.1	85-90	Actinobacteriota	965	505	2548834	1445356	0.5670655680205144
GCF_000160675.1__GCA_018364485.1	85-90	Firmicutes	404	235	1108758	650550	0.5867375928741889
GCF_001983955.1__GCF_000027165.1	85-90	Firmicutes	470	343	1187779	903916	0.7610136229045976
GCF_003732425.1__GCF_001023535.1	80-85	Proteobacteria	1235	697	2633279	1483302	0.5632908628367902
GCF_001435935.1__GCA_905214235.1	90-95	Firmicutes	252	144	1614913	785929	0.48666956052740923
GCF_002846365.1__GCF_001612665.1	90-95	Actinobacteriota	1110	487	5397076	2500187	0.4632484330404093
GCA_902627735.1__GCA_902540275.1	90-95	Proteobacteria	90	43	882715	318565	0.36089224721455965
GCF_000336555.1__GCF_014203115.1	80-85	Proteobacteria	1221	593	2718225	1330660	0.4895326913702876
GCA_002772115.1__GCA_001784805.1	90-95	Patescibacteria	429	150	569677	194280	0.34103535863304996
GCF_001423485.1__GCF_017876435.1	85-90	Actinobacteriota	541	257	2883143	1135741	0.3939246162954803
GCA_017645945.1__GCA_017557785.1	85-90	Bacteroidota	981	553	1521227	856665	0.5631408067303565
GCA_902517365.1__GCA_902516925.1	85-90	Bacteroidota	72	36	374181	206348	0.5514657344974758
GCA_902559605.1__GCA_902532525.1	90-95	Proteobacteria	79	41	614797	352865	0.5739536790192535
GCA_002713685.1__GCA_902569115.1	90-95	Verrucomicrobiota	88	38	780061	294257	0.37722306332453487
GCF_011064285.1__GCF_000740015.1	85-90	Proteobacteria	717	467	2748930	1653764	0.6016028054552135
GCF_014251795.1__GCF_014251595.1	85-90	Bacteroidota	58	0	594738	0	0.0
GCF_003633575.1__GCF_017916455.1	80-85	Actinobacteriota	1057	710	1991625	1258105	0.6316977342622231
GCA_900554985.1__GCA_900759045.1	90-95	Actinobacteriota	442	215	1203892	603710	0.5014652477132501
GCF_002362255.1__GCF_017939615.1	80-85	Actinobacteriota	701	389	1389000	753602	0.5425500359971203
GCF_019050325.1__GCF_001665785.1	80-85	Actinobacteriota	1123	617	3679583	1974554	0.5366243946664608
GCF_000223985.1__GCA_002423035.1	85-90	Proteobacteria	1281	643	2806244	1410712	0.5027046828429744
GCF_004364415.1__GCF_900105675.1	80-85	Proteobacteria	1329	854	2520806	1635813	0.6489245899922486
GCF_900236475.1__GCF_001270495.1	85-90	Actinobacteriota	2470	1239	4882213	2460020	0.5038739604355648
GCF_900234795.1__GCF_001425465.1	80-85	Proteobacteria	1948	937	2576266	1268307	0.4923043660864212
GCF_001668625.1__GCF_002102395.1	90-95	Actinobacteriota	507	225	3083454	1517765	0.49222884466575473
GCF_013343235.1__GCA_017115105.1	90-95	Cyanobacteria	2633	1322	5066096	2538591	0.5010941363922041
GCF_013347965.1__GCF_002007785.1	80-85	Proteobacteria	1251	834	2404669	1640604	0.6822577244518893
GCF_000964525.1__GCF_000022145.1	90-95	Myxococcota	826	404	4133267	2037937	0.49305718696614564
GCF_001427825.1__GCA_016183935.1	80-85	Proteobacteria	978	540	1528351	857788	0.5612506551178361
GCF_002140155.1__GCF_900090245.1	80-85	Actinobacteriota	1610	591	2877854	1040212	0.3614540556956677
GCF_009193255.1__GCF_015355785.1	85-90	Actinobacteriota	407	31	2896692	212155	0.07324044116530166
GCF_003943415.1__GCF_000146585.1	90-95	Firmicutes	323	166	1440289	693928	0.48179775031261085
GCF_000159695.1__GCA_900766215.1	90-95	Firmicutes_A	291	146	1534176	764225	0.4981338516571762
GCF_003058055.1__GCF_001633105.1	85-90	Proteobacteria	1471	810	3312807	1864430	0.5627946330709879
GCF_002910905.1__GCF_018866325.1	90-95	Actinobacteriota	1875	976	5160059	2779371	0.5386316319251389
GCF_008086345.1__GCF_007992715.1	80-85	Bacteroidota	1024	507	2867669	1399507	0.48802947620523845
GCF_003024195.1__GCF_014650955.1	90-95	Actinobacteriota	2083	842	7827551	3079971	0.3934782411510318
GCF_001648775.1__GCF_001307155.1	80-85	Proteobacteria	1273	551	2949869	1228402	0.4164259497625149
GCA_902577525.1__GCA_902570425.1	80-85	Proteobacteria	121	76	468265	280013	0.5979797764086575
GCF_003463825.1__GCF_002959895.1	90-95	Firmicutes_C	345	148	1807790	928406	0.5135585438574171
GCF_001294335.1__GCF_000935125.1	85-90	Actinobacteriota	2261	1238	5186700	2951019	0.5689588755856325
GCF_000377205.1__GCF_000025545.1	90-95	Proteobacteria	412	240	2238855	1412854	0.6310609664315018
GCF_003387415.1__GCF_001442625.1	90-95	Bacteroidota	1523	604	4186058	1634782	0.3905301837671623
GCF_902498845.1__GCF_000238355.1	80-85	Proteobacteria	880	469	2571184	1315266	0.5115409865649444
GCA_007280195.1__GCA_017881405.1	85-90	Desulfobacterota_E	442	233	1134439	582744	0.5136847375663214
GCF_009914765.1__GCA_015482765.1	80-85	Desulfobacterota_I	685	317	1581373	755427	0.4777032363648551
GCA_002083405.1__GCA_015904075.1	85-90	Nitrospirota	1022	496	1921486	943069	0.490801910604605
GCA_003214815.1__GCA_000634115.1	85-90	Cyanobacteria	248	66	1294759	412030	0.31822910672951493
GCF_003970495.1__GCF_003491325.1	80-85	Firmicutes	507	234	1531239	634553	0.4144049361334188
GCA_009701105.1__GCA_903853285.1	85-90	Actinobacteriota	333	170	855201	454810	0.5318164969404854
GCA_900551535.1__GCA_018364485.1	90-95	Firmicutes	369	188	1248652	638304	0.5111944721187328
GCF_018614915.1__GCF_900101545.1	90-95	Proteobacteria	1003	431	4217290	1893164	0.44890533968496354
GCA_902621725.1__GCA_902517315.1	85-90	Proteobacteria	106	55	567631	309379	0.5450354191367279
GCA_017650285.1__GCA_017561885.1	85-90	Bacteroidota	400	208	1047053	559217	0.5340866221671682
GCA_910585245.1__GCA_910583695.1	80-85	Firmicutes_A	841	409	1570463	759258	0.4834612467788162
GCF_900458565.1__GCF_001431205.1	90-95	Firmicutes	305	190	2337354	1492660	0.638611010570072
GCA_902566705.1__GCA_902559935.1	85-90	Proteobacteria	103	54	549621	308275	0.5608865017894149
GCF_002913225.1__GCA_018375265.1	90-95	Campylobacterota	611	309	1476907	710179	0.48085559889688384
GCA_902612805.1__GCA_902560675.1	85-90	Proteobacteria	127	61	671734	389797	0.5802847555728905
GCF_003324185.1__GCF_003293635.1	85-90	Firmicutes_A	775	414	1245374	643983	0.5171000839908333
GCF_900187025.1__GCF_014229095.1	80-85	Firmicutes	383	121	1807253	641421	0.3549148901675637
GCF_005405185.1__GCF_002217945.1	90-95	Firmicutes	397	156	2138322	638705	0.29869449035271584
GCF_001428885.1__GCF_003112535.1	85-90	Actinobacteriota	2347	1091	5708081	2627405	0.46029567555190615
GCF_001506075.1__GCF_900163965.1	90-95	Proteobacteria	629	317	3854164	1944170	0.5044336463108472
GCF_002799155.1__GCF_003086895.1	85-90	Proteobacteria	975	135	3000005	330196	0.11006514989141684
GCA_017530735.1__GCA_905234745.1	85-90	Bacteroidota	571	309	1356975	685394	0.5050896295068075
GCF_018614615.1__GCF_014650755.1	85-90	Actinobacteriota	1523	657	4873808	2108324	0.4325824899134311
GCF_002204795.1__GCF_002934065.1	85-90	Proteobacteria	1290	659	3783849	2002910	0.5293313765956306
GCF_000312545.1__GCF_000273375.1	80-85	Proteobacteria	458	365	1113750	911651	0.8185418630751964
GCA_900545605.1__GCA_900757205.1	90-95	Actinobacteriota	378	194	1498068	756086	0.5047073964599738
GCF_003369795.1__GCF_000772045.1	90-95	Actinobacteriota	1155	773	5835550	4177370	0.7158485489799591
GCF_002836505.1__GCF_904846645.1	90-95	Proteobacteria	362	181	2761431	1350477	0.4890496992320286
GCF_002217655.1__GCF_001544135.1	90-95	Firmicutes	726	343	2824413	1395172	0.49396883529427177
GCA_003280895.1__GCA_902550485.1	90-95	Cyanobacteria	69	39	651596	409618	0.6286379904112364
GCA_017464475.1__GCA_902792535.1	90-95	Bacteroidota	442	236	1118022	577459	0.5165005697562302
GCF_000819845.1__GCF_000819685.1	85-90	Proteobacteria	1087	652	3068208	1839133	0.5994160109092995
GCA_004962245.1__GCF_002294725.1	80-85	Proteobacteria	1561	888	2850273	1605495	0.5632776228803347
GCF_004216735.1__GCF_018129405.1	90-95	Proteobacteria	1574	817	6136700	2995826	0.4881819218798377
GCF_001551835.1__GCF_012275485.1	80-85	Proteobacteria	822	296	1830703	691946	0.37796737100447203
GCF_014649875.1__GCF_013167895.1	80-85	Actinobacteriota	1657	837	3068376	1561167	0.5087925990817292
GCF_001954275.1__GCF_001665295.1	80-85	Actinobacteriota	1258	640	3073021	1586329	0.5162115716098263
GCF_001425085.1__GCF_001542775.1	80-85	Actinobacteriota	933	656	1685625	1240738	0.7360700037078235
GCA_002067095.1__GCA_002501965.1	85-90	Halobacteriota	428	230	1146299	598450	0.5220714665196428
GCF_003205295.1__GCF_000730565.1	80-85	Proteobacteria	977	386	2222017	860082	0.38707264615887277
GCF_002871935.1__GCA_002440555.1	80-85	Firmicutes	351	166	976177	448360	0.4593019503635099
GCA_900318885.1__GCA_900318555.1	90-95	Bacteroidota	591	320	2208573	1269430	0.5747738471854904
GCF_012033785.1__GCF_012034385.1	90-95	Actinobacteriota	1825	942	3979215	2041752	0.5131042177917001
GCA_902571315.1__GCA_902547175.1	85-90	Proteobacteria	95	43	433476	180099	0.4154762893447388
GCA_005788575.1__GCF_001509405.1	90-95	Actinobacteriota	574	271	2899173	1345073	0.46395058176935283
GCF_014650895.1__GCA_000721275.1	90-95	Actinobacteriota	1615	850	5317153	2804500	0.5274439159452436
GCF_002220095.1__GCA_001898115.1	85-90	Proteobacteria	895	512	3523451	2050578	0.5819799963161116
GCF_003002915.1__GCF_016907675.1	85-90	Actinobacteriota	1215	366	3325114	972599	0.29250094883964883
GCA_902787185.1__GCA_902782465.1	80-85	Bacteroidota	921	440	1490507	724463	0.48605139056710234
GCF_002966795.1__GCF_903652925.1	85-90	Proteobacteria	1161	740	3414536	2170520	0.6356705567022869
GCA_902598015.1__GCA_902564385.1	90-95	Proteobacteria	82	45	762348	426425	0.5593574063288682
GCA_003216975.1__GCF_000012465.1	85-90	Cyanobacteria	206	83	1427645	518652	0.36329199485866587
GCF_017590215.1__GCF_000499525.1	90-95	Firmicutes_A	735	331	3016688	1336854	0.44315288820056964
GCF_007858185.1__GCF_012974785.1	80-85	Proteobacteria	1253	477	2519112	909634	0.36109311535175886
GCF_003627955.1__GCA_002472835.1	85-90	Bacteroidota	890	331	3737381	1300251	0.34790432123457576
GCA_003283025.1__GCA_902590465.1	80-85	Proteobacteria	94	64	431674	333046	0.7715220281972044
GCA_900539595.1__GCA_900767605.1	90-95	Firmicutes	198	89	1415695	684266	0.4833428104217363
GCF_001673535.1__GCF_900157385.1	85-90	Actinobacteriota	1145	581	4210114	2198595	0.5222174506438543
GCF_000711825.1__GCF_900101295.1	90-95	Firmicutes_A	792	470	2568487	1459425	0.5682041606595634
GCA_002383165.1__GCA_002345565.1	85-90	Bacteroidota	662	414	1360147	784695	0.5769192594623963
GCA_902621305.1__GCA_902612805.1	90-95	Proteobacteria	116	62	1073766	509551	0.47454566451163477
GCF_001863355.1__GCF_017876575.1	90-95	Actinobacteriota	611	261	3516552	1456872	0.41428990670406696
GCF_000812465.1__GCF_000069785.1	85-90	Proteobacteria	1562	850	3117867	1602017	0.5138182610098506
GCF_000718515.1__GCF_014201145.1	85-90	Actinobacteriota	1320	586	4946299	2338542	0.47278621854441066
GCF_000344155.1__GCF_000327325.1	80-85	Actinobacteriota	1169	619	2549117	1366475	0.5360581723004476
GCF_003284975.1__GCF_001672755.1	85-90	Actinobacteriota	1006	472	4438445	2084237	0.4695872090337945
GCA_902609645.1__GCA_902569185.1	90-95	Proteobacteria	76	50	543492	341588	0.628506031367527
GCF_001542415.1__GCF_000938305.1	85-90	Proteobacteria	1919	937	4612643	2181876	0.47302078222832333
GCA_003212925.1__GCA_902582845.1	90-95	Proteobacteria	88	52	696709	406432	0.5833597671337675
GCA_016721005.1__GCA_016705955.1	90-95	Bacteroidota	601	313	3399548	1631127	0.4798070214040219
GCF_002917095.1__GCF_000685015.1	85-90	Proteobacteria	1280	511	5248973	1983464	0.3778765865246402
GCF_016919245.1__GCF_014489615.1	90-95	Actinobacteriota	2048	1941	6220646	6096337	0.9800167056604732
GCA_902632545.1__GCA_902594865.1	85-90	Proteobacteria	115	65	664970	410602	0.6174744725325955
GCF_900090315.1__GCA_005402585.1	80-85	Actinobacteriota	1663	482	2937459	799677	0.27223426778041837
GCF_018362975.1__GCF_000308655.1	85-90	Actinobacteriota	1811	721	4948842	1880769	0.38004224018467353
GCA_017464045.1__GCA_902762955.1	90-95	Firmicutes_A	666	350	1295067	661958	0.5111380337851247
GCA_002841885.1__GCF_014873765.1	85-90	Desulfobacterota_I	589	297	2914953	1437570	0.4931709018979037
GCA_902794535.1__GCA_902761355.1	85-90	Fibrobacterota	855	398	1382541	649601	0.469860206677415
GCA_003211335.1__GCA_902609995.1	85-90	Cyanobacteria	99	53	443072	218384	0.49288603206702297
GCF_014196205.1__GCF_001634285.1	90-95	Firmicutes	535	193	2444309	783010	0.32034002247669996
GCF_000559085.1__GCF_000230935.1	80-85	Actinobacteriota	1006	586	3617540	2210016	0.6109168108714762
GCF_003063575.1__GCF_014837235.1	80-85	Proteobacteria	719	398	1306700	722078	0.5525966174332287
GCF_000805335.1__GCF_009811595.1	85-90	Actinobacteriota	2141	1812	3950907	3344249	0.8464509541733075
GCA_016191555.1__GCA_002398365.1	80-85	Bacteroidota	694	268	2235445	789496	0.3531717398549282
GCF_004127215.1__GCF_000257845.1	90-95	Firmicutes	362	185	1446772	766373	0.5297123527411368
GCA_003281125.1__GCA_902535025.1	85-90	Cyanobacteria	98	57	564764	348514	0.617096698798082
GCF_000170915.1__GCA_018815245.1	80-85	Proteobacteria	514	227	1578695	682063	0.4320422880923801
GCA_003280485.1__GCA_902527265.1	90-95	Proteobacteria	101	42	727342	314894	0.43293801265429466
GCF_013393325.1__GCF_000412675.1	90-95	Proteobacteria	886	482	4836292	2733700	0.5652470942614714
GCF_000981895.1__GCF_000718095.1	85-90	Actinobacteriota	2439	1267	3994467	1999931	0.5006753091213421
GCA_900313675.1__GCA_017503015.1	90-95	Fibrobacterota	701	341	1917244	898052	0.46840777699656383
GCA_003252055.1__GCF_000233695.2	85-90	Desulfobacterota	831	414	1789027	888998	0.49691703926212405
GCF_008369165.1__GCF_014144855.1	85-90	Actinobacteriota	772	390	1940887	1035031	0.5332773108377767
GCA_902635665.1__GCA_902635515.1	90-95	Proteobacteria	113	64	747531	454084	0.6074450424129568
GCA_002437565.1__GCA_002299635.1	85-90	Bacteroidota	355	176	764280	364657	0.4771248757000052
GCF_017745595.1__GCF_000067205.1	85-90	Proteobacteria	965	600	3260067	2000405	0.6136085546708089
GCF_900141865.1__GCF_002100115.1	80-85	Firmicutes_C	519	169	1314730	359336	0.27331543358712435
GCA_018380015.1__GCA_902406155.1	90-95	Actinobacteriota	429	232	1626745	829157	0.5097031188047297
GCF_001584325.1__GCF_001461825.1	85-90	Firmicutes	441	256	2989249	1796065	0.6008415491650244
GCA_900546455.1__GCF_003439125.1	90-95	Actinobacteriota	431	193	1749116	826742	0.47266276221817194
GCA_015060625.1__GCF_000619825.1	85-90	Bacteroidota	558	250	2039262	935367	0.4586791692288681
GCF_003234795.1__GCF_000349565.1	80-85	Actinobacteriota	1069	579	1735293	928046	0.5348065139431785
GCA_902559075.1__GCA_902557155.1	85-90	Proteobacteria	114	59	651905	340227	0.5218965953628213
GCA_902579115.1__GCA_902523185.1	85-90	Proteobacteria	106	75	432486	325540	0.7527180070568759
GCF_007829885.1__GCF_016909575.1	80-85	Actinobacteriota	1658	572	3083454	1082222	0.350977183379418
GCF_007954365.1__GCF_003755185.1	80-85	Actinobacteriota	924	346	1361309	539851	0.3965675684212769
GCF_008042125.1__GCA_000721275.1	80-85	Actinobacteriota	2003	928	3255308	1514053	0.4651028412672472
GCF_002355895.1__GCA_905221245.1	85-90	Firmicutes	410	227	1163238	652739	0.5611396807875946
GCF_014224155.1__GCF_013282665.1	90-95	Firmicutes	221	71	2454962	617649	0.25159208166969593
GCA_003280575.1__GCA_902536455.1	90-95	Cyanobacteria	100	30	813143	337115	0.4145826748800642
GCF_000514015.1__GCF_000014925.1	80-85	Actinobacteriota	842	476	2711026	1550717	0.5720037358549863
GCF_002115825.1__GCF_002844375.1	80-85	Proteobacteria	1271	456	2630748	970725	0.368992012917999
GCF_000369805.1__GCF_014635885.1	85-90	Proteobacteria	639	300	2620762	1159243	0.44233051303399545
GCF_018614415.1__GCF_014650055.1	85-90	Actinobacteriota	1947	940	3406566	1627431	0.47773358860506443
GCA_003130815.1__GCA_902613595.1	85-90	Bacteroidota	194	68	1456540	335527	0.23035893281337966
GCF_000368625.1__GCF_011058205.1	80-85	Proteobacteria	673	343	1269885	641017	0.5047835040180804
GCF_008710705.1__GCF_900102175.1	80-85	Actinobacteriota	706	164	1514731	308203	0.203470451189023
GCF_002813125.1__GCF_000224085.1	80-85	Bacteroidota	540	37	2033003	116630	0.0573683363969458
GCF_003862475.1__GCF_000287675.1	90-95	Firmicutes_A	396	209	2258366	1141294	0.5053627268564971
GCA_017642335.1__GCA_017649565.1	85-90	Fibrobacterota	896	482	2002668	1091417	0.5449814946860888
GCF_003335105.1__GCF_002001165.1	80-85	Proteobacteria	936	571	1668755	999375	0.5988746101135277
GCF_007096635.1__GCF_001044235.1	80-85	Actinobacteriota	1095	372	3258165	1183871	0.3633551400865211
GCF_005795905.1__GCF_011766325.1	85-90	Actinobacteriota	2064	612	3969305	1167325	0.2940880078502408
GCF_017313275.1__GCF_017313105.1	90-95	Bacteroidota	203	100	3181223	1663220	0.5228240836935983
GCF_008298015.1__GCF_003206615.1	85-90	Proteobacteria	741	480	3380033	2213040	0.6547391697063313
GCF_000830005.1__GCF_014648895.1	90-95	Actinobacteriota	1546	1173	6131419	4819765	0.7860765998865842
GCF_014654675.1__GCF_006540305.1	85-90	Actinobacteriota	2257	1108	4394763	2191451	0.49865055294221783
GCF_002101815.1__GCF_902652685.1	80-85	Actinobacteriota	1329	621	3044878	1477474	0.48523257746287374
GCA_902790635.1__GCA_902762435.1	80-85	Bacteroidota	455	257	914968	540034	0.5902217345306066
GCA_009773475.1__GCA_019163335.1	85-90	Desulfobacterota	687	343	2244966	1113873	0.4961647526064983
GCF_018882205.1__GCF_018882365.1	80-85	Proteobacteria	219	49	1200263	262266	0.2185071105249433
GCF_001953975.1__GCF_000805385.1	85-90	Actinobacteriota	1103	627	3634042	2050562	0.5642648048646658
GCF_001045465.1__GCF_000737765.1	80-85	Bacteroidota	1004	345	2719793	863860	0.3176197600332084
GCA_002292365.1__GCA_905182655.1	85-90	Bacteroidota	289	136	1224894	666303	0.5439678862007651
GCF_004103285.1__GCF_002289345.1	90-95	Proteobacteria	718	342	4022454	2081801	0.5175450110803007
GCF_002150735.1__GCF_014649815.1	85-90	Actinobacteriota	2076	1032	3659499	1818116	0.49682101293100506
GCA_005502805.1__GCF_001429505.1	85-90	Proteobacteria	1178	678	4463976	2703155	0.6055487305487306
GCF_003443735.1__GCA_000696115.1	80-85	Actinobacteriota	2182	923	4404148	1849340	0.41990868608411885
GCA_016868475.1__GCA_016868585.1	85-90	Bacteroidota	180	95	1440221	652740	0.45322210966233656
GCF_018866325.1__GCA_003268675.1	85-90	Actinobacteriota	2183	243	4764842	405324	0.08506556985520192
GCA_902558585.1__GCA_902557995.1	90-95	Proteobacteria	82	38	541897	281517	0.5195027837393453
GCF_002068095.1__GCF_001641335.1	90-95	Proteobacteria	1799	864	5959322	2779523	0.4664159781934925
GCF_003696305.1__GCF_900104265.1	85-90	Proteobacteria	1294	621	3310304	1553565	0.46931188192987716
GCA_003212275.1__GCA_902563555.1	80-85	Proteobacteria	108	60	411804	205037	0.4978994861633204
GCA_902613845.1__GCA_902599045.1	80-85	Proteobacteria	110	51	856624	335385	0.3915194998038813
GCF_000717875.1__GCF_018604545.1	90-95	Actinobacteriota	1586	821	5683718	2910473	0.5120720275003088
GCF_000686925.1__GCF_014263395.1	80-85	Proteobacteria	644	17	2089844	28650	0.013709157238530723
GCF_001679045.1__GCF_900475755.1	90-95	Proteobacteria	368	163	1432487	639909	0.44671190733319044
GCF_900119625.1__GCA_000752675.2	90-95	Actinobacteriota	473	170	1731639	518877	0.2996450183900917
GCA_900549275.1__GCA_900541175.1	90-95	Actinobacteriota	505	245	1335658	664537	0.49753529720931555
GCF_018687755.1__GCF_018687675.1	85-90	Proteobacteria	173	7	1612575	16747	0.01038525339906671
GCF_010906925.1__GCA_017557435.1	90-95	Firmicutes_A	397	194	2399177	1051039	0.43808314267767656
GCF_003949795.1__GCF_000720115.1	85-90	Actinobacteriota	2015	913	3486958	1583846	0.4542199820015039
GCF_003586285.1__GCF_013283745.1	80-85	Actinobacteriota	962	494	1823027	908128	0.49814292382943315
GCF_002899895.1__GCF_000745535.1	80-85	Bacteroidota	986	657	2381795	1621110	0.680625326696882
GCF_001500125.1__GCF_001499995.1	90-95	Actinobacteriota	469	298	4682869	3070379	0.6556619457003815
GCF_006384975.1__GCF_000730625.1	90-95	Proteobacteria	854	617	3917135	2844872	0.7262634553059826
