pairid	q_acc	r_acc	species
GCF_000750495.1__GCF_011465695.1	GCF_000750495.1	GCF_011465695.1	Salmonella enterica
GCF_000750495.1__GCF_011465815.1	GCF_000750495.1	GCF_011465815.1	Salmonella enterica
GCF_000750495.1__GCF_011466595.1	GCF_000750495.1	GCF_011466595.1	Salmonella enterica
GCF_000750495.1__GCF_013114975.1	GCF_000750495.1	GCF_013114975.1	Salmonella enterica
GCF_000750495.1__GCF_013161625.1	GCF_000750495.1	GCF_013161625.1	Salmonella enterica
GCF_000750495.1__GCF_013358425.1	GCF_000750495.1	GCF_013358425.1	Salmonella enterica
GCF_000750495.1__GCF_014334155.1	GCF_000750495.1	GCF_014334155.1	Salmonella enterica
GCF_000750495.1__GCF_014521465.1	GCF_000750495.1	GCF_014521465.1	Salmonella enterica
GCF_000750495.1__GCF_014840915.2	GCF_000750495.1	GCF_014840915.2	Salmonella enterica
GCF_000750495.1__GCF_015052745.1	GCF_000750495.1	GCF_015052745.1	Salmonella enterica
GCF_000750495.1__GCF_015697765.1	GCF_000750495.1	GCF_015697765.1	Salmonella enterica
GCF_000750495.1__GCF_016025395.1	GCF_000750495.1	GCF_016025395.1	Salmonella enterica
GCF_000750495.1__GCF_016454185.1	GCF_000750495.1	GCF_016454185.1	Salmonella enterica
GCF_000750495.1__GCF_016864955.1	GCF_000750495.1	GCF_016864955.1	Salmonella enterica
GCF_000750495.1__GCF_016903075.1	GCF_000750495.1	GCF_016903075.1	Salmonella enterica
GCF_000750495.1__GCF_017094605.1	GCF_000750495.1	GCF_017094605.1	Salmonella enterica
GCF_000750495.1__GCF_900205265.1	GCF_000750495.1	GCF_900205265.1	Salmonella enterica
GCF_000750495.1__GCF_900205295.1	GCF_000750495.1	GCF_900205295.1	Salmonella enterica
GCF_000750495.1__GCF_900478065.1	GCF_000750495.1	GCF_900478065.1	Salmonella enterica
GCF_000750495.1__GCF_901457615.1	GCF_000750495.1	GCF_901457615.1	Salmonella enterica
GCF_000750495.1__GCF_901457625.1	GCF_000750495.1	GCF_901457625.1	Salmonella enterica
GCF_000750495.1__GCF_903992995.2	GCF_000750495.1	GCF_903992995.2	Salmonella enterica
GCF_000818115.1__GCF_000940895.2	GCF_000818115.1	GCF_000940895.2	Salmonella enterica
GCF_000818115.1__GCF_000940935.2	GCF_000818115.1	GCF_000940935.2	Salmonella enterica
GCF_000818115.1__GCF_000940975.1	GCF_000818115.1	GCF_000940975.1	Salmonella enterica
GCF_000818115.1__GCF_000941015.2	GCF_000818115.1	GCF_000941015.2	Salmonella enterica
GCF_000818115.1__GCF_000963535.2	GCF_000818115.1	GCF_000963535.2	Salmonella enterica
GCF_000818115.1__GCF_001048035.2	GCF_000818115.1	GCF_001048035.2	Salmonella enterica
GCF_000818115.1__GCF_001048375.2	GCF_000818115.1	GCF_001048375.2	Salmonella enterica
GCF_000818115.1__GCF_001104165.2	GCF_000818115.1	GCF_001104165.2	Salmonella enterica
GCF_000818115.1__GCF_001104885.2	GCF_000818115.1	GCF_001104885.2	Salmonella enterica
GCF_000818115.1__GCF_001118185.2	GCF_000818115.1	GCF_001118185.2	Salmonella enterica
GCF_000818115.1__GCF_001163025.2	GCF_000818115.1	GCF_001163025.2	Salmonella enterica
GCF_000818115.1__GCF_001185215.1	GCF_000818115.1	GCF_001185215.1	Salmonella enterica
GCF_000818115.1__GCF_001185245.1	GCF_000818115.1	GCF_001185245.1	Salmonella enterica
GCF_000818115.1__GCF_001188125.2	GCF_000818115.1	GCF_001188125.2	Salmonella enterica
GCF_000818115.1__GCF_001302605.1	GCF_000818115.1	GCF_001302605.1	Salmonella enterica
GCF_000818115.1__GCF_001305815.1	GCF_000818115.1	GCF_001305815.1	Salmonella enterica
GCF_000818115.1__GCF_001305835.1	GCF_000818115.1	GCF_001305835.1	Salmonella enterica
GCF_000818115.1__GCF_001454965.1	GCF_000818115.1	GCF_001454965.1	Salmonella enterica
GCF_000818115.1__GCF_001620225.1	GCF_000818115.1	GCF_001620225.1	Salmonella enterica
GCF_000818115.1__GCF_001623545.2	GCF_000818115.1	GCF_001623545.2	Salmonella enterica
GCF_000818115.1__GCF_001623585.1	GCF_000818115.1	GCF_001623585.1	Salmonella enterica
GCF_000818115.1__GCF_001623625.1	GCF_000818115.1	GCF_001623625.1	Salmonella enterica
GCF_000818115.1__GCF_001623775.1	GCF_000818115.1	GCF_001623775.1	Salmonella enterica
GCF_000818115.1__GCF_001890445.1	GCF_000818115.1	GCF_001890445.1	Salmonella enterica
GCF_000818115.1__GCF_001922165.1	GCF_000818115.1	GCF_001922165.1	Salmonella enterica
GCF_000818115.1__GCF_001941405.1	GCF_000818115.1	GCF_001941405.1	Salmonella enterica
GCF_000818115.1__GCF_001953015.1	GCF_000818115.1	GCF_001953015.1	Salmonella enterica
GCF_000818115.1__GCF_001975245.1	GCF_000818115.1	GCF_001975245.1	Salmonella enterica
GCF_000818115.1__GCF_001975305.1	GCF_000818115.1	GCF_001975305.1	Salmonella enterica
GCF_000818115.1__GCF_001975325.1	GCF_000818115.1	GCF_001975325.1	Salmonella enterica
GCF_000818115.1__GCF_001975365.1	GCF_000818115.1	GCF_001975365.1	Salmonella enterica
GCF_000818115.1__GCF_001975385.1	GCF_000818115.1	GCF_001975385.1	Salmonella enterica
GCF_000818115.1__GCF_001975515.1	GCF_000818115.1	GCF_001975515.1	Salmonella enterica
GCF_000818115.1__GCF_001975555.1	GCF_000818115.1	GCF_001975555.1	Salmonella enterica
GCF_000818115.1__GCF_001975625.1	GCF_000818115.1	GCF_001975625.1	Salmonella enterica
GCF_000818115.1__GCF_001975645.1	GCF_000818115.1	GCF_001975645.1	Salmonella enterica
GCF_000818115.1__GCF_002094915.1	GCF_000818115.1	GCF_002094915.1	Salmonella enterica
GCF_000818115.1__GCF_002119485.1	GCF_000818115.1	GCF_002119485.1	Salmonella enterica
GCF_000818115.1__GCF_002211845.1	GCF_000818115.1	GCF_002211845.1	Salmonella enterica
GCF_000818115.1__GCF_002386165.1	GCF_000818115.1	GCF_002386165.1	Salmonella enterica
GCF_000818115.1__GCF_002761015.1	GCF_000818115.1	GCF_002761015.1	Salmonella enterica
GCF_000818115.1__GCF_002761355.1	GCF_000818115.1	GCF_002761355.1	Salmonella enterica
GCF_000818115.1__GCF_002761375.1	GCF_000818115.1	GCF_002761375.1	Salmonella enterica
GCF_000818115.1__GCF_002761395.1	GCF_000818115.1	GCF_002761395.1	Salmonella enterica
GCF_000818115.1__GCF_002761415.1	GCF_000818115.1	GCF_002761415.1	Salmonella enterica
GCF_000818115.1__GCF_002761435.1	GCF_000818115.1	GCF_002761435.1	Salmonella enterica
GCF_000818115.1__GCF_002777175.1	GCF_000818115.1	GCF_002777175.1	Salmonella enterica
GCF_000818115.1__GCF_002900325.1	GCF_000818115.1	GCF_002900325.1	Salmonella enterica
GCF_000818115.1__GCF_002946375.1	GCF_000818115.1	GCF_002946375.1	Salmonella enterica
GCF_000818115.1__GCF_002952975.1	GCF_000818115.1	GCF_002952975.1	Salmonella enterica
GCF_000818115.1__GCF_003031835.1	GCF_000818115.1	GCF_003031835.1	Salmonella enterica
GCF_000818115.1__GCF_003031855.1	GCF_000818115.1	GCF_003031855.1	Salmonella enterica
GCF_000818115.1__GCF_003054535.1	GCF_000818115.1	GCF_003054535.1	Salmonella enterica
GCF_000818115.1__GCF_003073515.1	GCF_000818115.1	GCF_003073515.1	Salmonella enterica
GCF_000818115.1__GCF_003073535.1	GCF_000818115.1	GCF_003073535.1	Salmonella enterica
GCF_000818115.1__GCF_003073555.1	GCF_000818115.1	GCF_003073555.1	Salmonella enterica
GCF_000818115.1__GCF_003073595.1	GCF_000818115.1	GCF_003073595.1	Salmonella enterica
GCF_000818115.1__GCF_003130605.1	GCF_000818115.1	GCF_003130605.1	Salmonella enterica
GCF_000818115.1__GCF_003177255.1	GCF_000818115.1	GCF_003177255.1	Salmonella enterica
GCF_000818115.1__GCF_003429465.1	GCF_000818115.1	GCF_003429465.1	Salmonella enterica
GCF_000818115.1__GCF_003547975.1	GCF_000818115.1	GCF_003547975.1	Salmonella enterica
GCF_000818115.1__GCF_003548295.1	GCF_000818115.1	GCF_003548295.1	Salmonella enterica
GCF_000818115.1__GCF_003548335.1	GCF_000818115.1	GCF_003548335.1	Salmonella enterica
GCF_000818115.1__GCF_003548395.1	GCF_000818115.1	GCF_003548395.1	Salmonella enterica
GCF_000818115.1__GCF_003548545.1	GCF_000818115.1	GCF_003548545.1	Salmonella enterica
GCF_000818115.1__GCF_003548565.1	GCF_000818115.1	GCF_003548565.1	Salmonella enterica
GCF_000818115.1__GCF_003549275.1	GCF_000818115.1	GCF_003549275.1	Salmonella enterica
GCF_000818115.1__GCF_003549665.1	GCF_000818115.1	GCF_003549665.1	Salmonella enterica
GCF_000818115.1__GCF_003641265.1	GCF_000818115.1	GCF_003641265.1	Salmonella enterica
GCF_000818115.1__GCF_003641285.1	GCF_000818115.1	GCF_003641285.1	Salmonella enterica
GCF_000818115.1__GCF_003641305.1	GCF_000818115.1	GCF_003641305.1	Salmonella enterica
GCF_000818115.1__GCF_003641325.1	GCF_000818115.1	GCF_003641325.1	Salmonella enterica
GCF_000818115.1__GCF_003710145.1	GCF_000818115.1	GCF_003710145.1	Salmonella enterica
GCF_000818115.1__GCF_003710205.1	GCF_000818115.1	GCF_003710205.1	Salmonella enterica
GCF_000818115.1__GCF_003717285.1	GCF_000818115.1	GCF_003717285.1	Salmonella enterica
GCF_000818115.1__GCF_003717435.1	GCF_000818115.1	GCF_003717435.1	Salmonella enterica
GCF_000818115.1__GCF_003717855.1	GCF_000818115.1	GCF_003717855.1	Salmonella enterica
GCF_000818115.1__GCF_003718055.1	GCF_000818115.1	GCF_003718055.1	Salmonella enterica
GCF_000818115.1__GCF_003718095.1	GCF_000818115.1	GCF_003718095.1	Salmonella enterica
GCF_000818115.1__GCF_003718155.1	GCF_000818115.1	GCF_003718155.1	Salmonella enterica
GCF_000818115.1__GCF_003718175.1	GCF_000818115.1	GCF_003718175.1	Salmonella enterica
GCF_000818115.1__GCF_003718235.1	GCF_000818115.1	GCF_003718235.1	Salmonella enterica
GCF_000818115.1__GCF_003718495.1	GCF_000818115.1	GCF_003718495.1	Salmonella enterica
GCF_000818115.1__GCF_003718515.1	GCF_000818115.1	GCF_003718515.1	Salmonella enterica
GCF_000818115.1__GCF_003718595.1	GCF_000818115.1	GCF_003718595.1	Salmonella enterica
GCF_000818115.1__GCF_003864035.1	GCF_000818115.1	GCF_003864035.1	Salmonella enterica
GCF_000818115.1__GCF_003864055.1	GCF_000818115.1	GCF_003864055.1	Salmonella enterica
GCF_000818115.1__GCF_004136335.1	GCF_000818115.1	GCF_004136335.1	Salmonella enterica
GCF_000818115.1__GCF_004194615.2	GCF_000818115.1	GCF_004194615.2	Salmonella enterica
GCF_000818115.1__GCF_004328765.1	GCF_000818115.1	GCF_004328765.1	Salmonella enterica
GCF_000818115.1__GCF_004354245.1	GCF_000818115.1	GCF_004354245.1	Salmonella enterica
GCF_000818115.1__GCF_004354285.1	GCF_000818115.1	GCF_004354285.1	Salmonella enterica
GCF_000818115.1__GCF_004564195.1	GCF_000818115.1	GCF_004564195.1	Salmonella enterica
GCF_000818115.1__GCF_004847625.1	GCF_000818115.1	GCF_004847625.1	Salmonella enterica
GCF_000818115.1__GCF_004919205.1	GCF_000818115.1	GCF_004919205.1	Salmonella enterica
GCF_000818115.1__GCF_004941405.1	GCF_000818115.1	GCF_004941405.1	Salmonella enterica
GCF_000818115.1__GCF_005166225.1	GCF_000818115.1	GCF_005166225.1	Salmonella enterica
GCF_000818115.1__GCF_005576575.1	GCF_000818115.1	GCF_005576575.1	Salmonella enterica
GCF_000818115.1__GCF_006165105.1	GCF_000818115.1	GCF_006165105.1	Salmonella enterica
GCF_000818115.1__GCF_006165125.1	GCF_000818115.1	GCF_006165125.1	Salmonella enterica
GCF_000818115.1__GCF_006165165.1	GCF_000818115.1	GCF_006165165.1	Salmonella enterica
GCF_000818115.1__GCF_006165185.1	GCF_000818115.1	GCF_006165185.1	Salmonella enterica
GCF_000818115.1__GCF_006165225.1	GCF_000818115.1	GCF_006165225.1	Salmonella enterica
GCF_000818115.1__GCF_006165245.1	GCF_000818115.1	GCF_006165245.1	Salmonella enterica
GCF_000818115.1__GCF_006874805.1	GCF_000818115.1	GCF_006874805.1	Salmonella enterica
GCF_000818115.1__GCF_006969245.1	GCF_000818115.1	GCF_006969245.1	Salmonella enterica
GCF_000818115.1__GCF_007431545.1	GCF_000818115.1	GCF_007431545.1	Salmonella enterica
GCF_000818115.1__GCF_008244785.1	GCF_000818115.1	GCF_008244785.1	Salmonella enterica
GCF_000818115.1__GCF_008244825.1	GCF_000818115.1	GCF_008244825.1	Salmonella enterica
GCF_000818115.1__GCF_008244845.1	GCF_000818115.1	GCF_008244845.1	Salmonella enterica
GCF_000818115.1__GCF_008369645.1	GCF_000818115.1	GCF_008369645.1	Salmonella enterica
GCF_000818115.1__GCF_009184685.1	GCF_000818115.1	GCF_009184685.1	Salmonella enterica
GCF_000818115.1__GCF_009664655.1	GCF_000818115.1	GCF_009664655.1	Salmonella enterica
GCF_000818115.1__GCF_009664795.1	GCF_000818115.1	GCF_009664795.1	Salmonella enterica
GCF_000818115.1__GCF_009729895.1	GCF_000818115.1	GCF_009729895.1	Salmonella enterica
GCF_000818115.1__GCF_009729935.1	GCF_000818115.1	GCF_009729935.1	Salmonella enterica
GCF_000818115.1__GCF_009756475.1	GCF_000818115.1	GCF_009756475.1	Salmonella enterica
GCF_000818115.1__GCF_011465695.1	GCF_000818115.1	GCF_011465695.1	Salmonella enterica
GCF_000818115.1__GCF_011465815.1	GCF_000818115.1	GCF_011465815.1	Salmonella enterica
GCF_000818115.1__GCF_011466595.1	GCF_000818115.1	GCF_011466595.1	Salmonella enterica
GCF_000818115.1__GCF_013114975.1	GCF_000818115.1	GCF_013114975.1	Salmonella enterica
GCF_000818115.1__GCF_013161625.1	GCF_000818115.1	GCF_013161625.1	Salmonella enterica
GCF_000818115.1__GCF_013358425.1	GCF_000818115.1	GCF_013358425.1	Salmonella enterica
GCF_000818115.1__GCF_014334155.1	GCF_000818115.1	GCF_014334155.1	Salmonella enterica
GCF_000818115.1__GCF_014521465.1	GCF_000818115.1	GCF_014521465.1	Salmonella enterica
GCF_000818115.1__GCF_014840915.2	GCF_000818115.1	GCF_014840915.2	Salmonella enterica
GCF_000818115.1__GCF_015052745.1	GCF_000818115.1	GCF_015052745.1	Salmonella enterica
GCF_000818115.1__GCF_015697765.1	GCF_000818115.1	GCF_015697765.1	Salmonella enterica
GCF_000818115.1__GCF_016025395.1	GCF_000818115.1	GCF_016025395.1	Salmonella enterica
GCF_000818115.1__GCF_016454185.1	GCF_000818115.1	GCF_016454185.1	Salmonella enterica
GCF_000818115.1__GCF_016864955.1	GCF_000818115.1	GCF_016864955.1	Salmonella enterica
GCF_000818115.1__GCF_016903075.1	GCF_000818115.1	GCF_016903075.1	Salmonella enterica
GCF_000818115.1__GCF_017094605.1	GCF_000818115.1	GCF_017094605.1	Salmonella enterica
GCF_000818115.1__GCF_900205265.1	GCF_000818115.1	GCF_900205265.1	Salmonella enterica
GCF_000818115.1__GCF_900205295.1	GCF_000818115.1	GCF_900205295.1	Salmonella enterica
GCF_000818115.1__GCF_900478065.1	GCF_000818115.1	GCF_900478065.1	Salmonella enterica
GCF_000818115.1__GCF_901457615.1	GCF_000818115.1	GCF_901457615.1	Salmonella enterica
GCF_000818115.1__GCF_901457625.1	GCF_000818115.1	GCF_901457625.1	Salmonella enterica
GCF_000818115.1__GCF_903992995.2	GCF_000818115.1	GCF_903992995.2	Salmonella enterica
GCF_000940895.2__GCF_000940935.2	GCF_000940895.2	GCF_000940935.2	Salmonella enterica
GCF_000940895.2__GCF_000940975.1	GCF_000940895.2	GCF_000940975.1	Salmonella enterica
GCF_000940895.2__GCF_000941015.2	GCF_000940895.2	GCF_000941015.2	Salmonella enterica
GCF_000940895.2__GCF_000963535.2	GCF_000940895.2	GCF_000963535.2	Salmonella enterica
GCF_000940895.2__GCF_001048035.2	GCF_000940895.2	GCF_001048035.2	Salmonella enterica
GCF_000940895.2__GCF_001048375.2	GCF_000940895.2	GCF_001048375.2	Salmonella enterica
GCF_000940895.2__GCF_001104165.2	GCF_000940895.2	GCF_001104165.2	Salmonella enterica
GCF_000940895.2__GCF_001104885.2	GCF_000940895.2	GCF_001104885.2	Salmonella enterica
GCF_000940895.2__GCF_001118185.2	GCF_000940895.2	GCF_001118185.2	Salmonella enterica
GCF_000940895.2__GCF_001163025.2	GCF_000940895.2	GCF_001163025.2	Salmonella enterica
GCF_000940895.2__GCF_001185215.1	GCF_000940895.2	GCF_001185215.1	Salmonella enterica
GCF_000940895.2__GCF_001185245.1	GCF_000940895.2	GCF_001185245.1	Salmonella enterica
GCF_000940895.2__GCF_001188125.2	GCF_000940895.2	GCF_001188125.2	Salmonella enterica
GCF_000940895.2__GCF_001302605.1	GCF_000940895.2	GCF_001302605.1	Salmonella enterica
GCF_000940895.2__GCF_001305815.1	GCF_000940895.2	GCF_001305815.1	Salmonella enterica
GCF_000940895.2__GCF_001305835.1	GCF_000940895.2	GCF_001305835.1	Salmonella enterica
GCF_000940895.2__GCF_001454965.1	GCF_000940895.2	GCF_001454965.1	Salmonella enterica
GCF_000940895.2__GCF_001620225.1	GCF_000940895.2	GCF_001620225.1	Salmonella enterica
GCF_000940895.2__GCF_001623545.2	GCF_000940895.2	GCF_001623545.2	Salmonella enterica
GCF_000940895.2__GCF_001623585.1	GCF_000940895.2	GCF_001623585.1	Salmonella enterica
GCF_000940895.2__GCF_001623625.1	GCF_000940895.2	GCF_001623625.1	Salmonella enterica
GCF_000940895.2__GCF_001623775.1	GCF_000940895.2	GCF_001623775.1	Salmonella enterica
GCF_000940895.2__GCF_001890445.1	GCF_000940895.2	GCF_001890445.1	Salmonella enterica
GCF_000940895.2__GCF_001922165.1	GCF_000940895.2	GCF_001922165.1	Salmonella enterica
GCF_000940895.2__GCF_001941405.1	GCF_000940895.2	GCF_001941405.1	Salmonella enterica
GCF_000940895.2__GCF_001953015.1	GCF_000940895.2	GCF_001953015.1	Salmonella enterica
GCF_000940895.2__GCF_001975245.1	GCF_000940895.2	GCF_001975245.1	Salmonella enterica
GCF_000940895.2__GCF_001975305.1	GCF_000940895.2	GCF_001975305.1	Salmonella enterica
GCF_000940895.2__GCF_001975325.1	GCF_000940895.2	GCF_001975325.1	Salmonella enterica
GCF_000940895.2__GCF_001975365.1	GCF_000940895.2	GCF_001975365.1	Salmonella enterica
GCF_000940895.2__GCF_001975385.1	GCF_000940895.2	GCF_001975385.1	Salmonella enterica
GCF_000940895.2__GCF_001975515.1	GCF_000940895.2	GCF_001975515.1	Salmonella enterica
GCF_000940895.2__GCF_001975555.1	GCF_000940895.2	GCF_001975555.1	Salmonella enterica
GCF_000940895.2__GCF_001975625.1	GCF_000940895.2	GCF_001975625.1	Salmonella enterica
GCF_000940895.2__GCF_001975645.1	GCF_000940895.2	GCF_001975645.1	Salmonella enterica
GCF_000940895.2__GCF_002094915.1	GCF_000940895.2	GCF_002094915.1	Salmonella enterica
GCF_000940895.2__GCF_002119485.1	GCF_000940895.2	GCF_002119485.1	Salmonella enterica
GCF_000940895.2__GCF_002211845.1	GCF_000940895.2	GCF_002211845.1	Salmonella enterica
GCF_000940895.2__GCF_002386165.1	GCF_000940895.2	GCF_002386165.1	Salmonella enterica
GCF_000940895.2__GCF_002761015.1	GCF_000940895.2	GCF_002761015.1	Salmonella enterica
GCF_000940895.2__GCF_002761355.1	GCF_000940895.2	GCF_002761355.1	Salmonella enterica
GCF_000940895.2__GCF_002761375.1	GCF_000940895.2	GCF_002761375.1	Salmonella enterica
GCF_000940895.2__GCF_002761395.1	GCF_000940895.2	GCF_002761395.1	Salmonella enterica
GCF_000940895.2__GCF_002761415.1	GCF_000940895.2	GCF_002761415.1	Salmonella enterica
GCF_000940895.2__GCF_002761435.1	GCF_000940895.2	GCF_002761435.1	Salmonella enterica
GCF_000940895.2__GCF_002777175.1	GCF_000940895.2	GCF_002777175.1	Salmonella enterica
GCF_000940895.2__GCF_002900325.1	GCF_000940895.2	GCF_002900325.1	Salmonella enterica
GCF_000940895.2__GCF_002946375.1	GCF_000940895.2	GCF_002946375.1	Salmonella enterica
GCF_000940895.2__GCF_002952975.1	GCF_000940895.2	GCF_002952975.1	Salmonella enterica
GCF_000940895.2__GCF_003031835.1	GCF_000940895.2	GCF_003031835.1	Salmonella enterica
GCF_000940895.2__GCF_003031855.1	GCF_000940895.2	GCF_003031855.1	Salmonella enterica
GCF_000940895.2__GCF_003054535.1	GCF_000940895.2	GCF_003054535.1	Salmonella enterica
GCF_000940895.2__GCF_003073515.1	GCF_000940895.2	GCF_003073515.1	Salmonella enterica
GCF_000940895.2__GCF_003073535.1	GCF_000940895.2	GCF_003073535.1	Salmonella enterica
GCF_000940895.2__GCF_003073555.1	GCF_000940895.2	GCF_003073555.1	Salmonella enterica
GCF_000940895.2__GCF_003073595.1	GCF_000940895.2	GCF_003073595.1	Salmonella enterica
GCF_000940895.2__GCF_003130605.1	GCF_000940895.2	GCF_003130605.1	Salmonella enterica
GCF_000940895.2__GCF_003177255.1	GCF_000940895.2	GCF_003177255.1	Salmonella enterica
GCF_000940895.2__GCF_003429465.1	GCF_000940895.2	GCF_003429465.1	Salmonella enterica
GCF_000940895.2__GCF_003547975.1	GCF_000940895.2	GCF_003547975.1	Salmonella enterica
GCF_000940895.2__GCF_003548295.1	GCF_000940895.2	GCF_003548295.1	Salmonella enterica
GCF_000940895.2__GCF_003548335.1	GCF_000940895.2	GCF_003548335.1	Salmonella enterica
GCF_000940895.2__GCF_003548395.1	GCF_000940895.2	GCF_003548395.1	Salmonella enterica
GCF_000940895.2__GCF_003548545.1	GCF_000940895.2	GCF_003548545.1	Salmonella enterica
GCF_000940895.2__GCF_003548565.1	GCF_000940895.2	GCF_003548565.1	Salmonella enterica
GCF_000940895.2__GCF_003549275.1	GCF_000940895.2	GCF_003549275.1	Salmonella enterica
GCF_000940895.2__GCF_003549665.1	GCF_000940895.2	GCF_003549665.1	Salmonella enterica
GCF_000940895.2__GCF_003641265.1	GCF_000940895.2	GCF_003641265.1	Salmonella enterica
GCF_000940895.2__GCF_003641285.1	GCF_000940895.2	GCF_003641285.1	Salmonella enterica
GCF_000940895.2__GCF_003641305.1	GCF_000940895.2	GCF_003641305.1	Salmonella enterica
GCF_000940895.2__GCF_003641325.1	GCF_000940895.2	GCF_003641325.1	Salmonella enterica
GCF_000940895.2__GCF_003710145.1	GCF_000940895.2	GCF_003710145.1	Salmonella enterica
GCF_000940895.2__GCF_003710205.1	GCF_000940895.2	GCF_003710205.1	Salmonella enterica
GCF_000940895.2__GCF_003717285.1	GCF_000940895.2	GCF_003717285.1	Salmonella enterica
GCF_000940895.2__GCF_003717435.1	GCF_000940895.2	GCF_003717435.1	Salmonella enterica
GCF_000940895.2__GCF_003717855.1	GCF_000940895.2	GCF_003717855.1	Salmonella enterica
GCF_000940895.2__GCF_003718055.1	GCF_000940895.2	GCF_003718055.1	Salmonella enterica
GCF_000940895.2__GCF_003718095.1	GCF_000940895.2	GCF_003718095.1	Salmonella enterica
GCF_000940895.2__GCF_003718155.1	GCF_000940895.2	GCF_003718155.1	Salmonella enterica
GCF_000940895.2__GCF_003718175.1	GCF_000940895.2	GCF_003718175.1	Salmonella enterica
GCF_000940895.2__GCF_003718235.1	GCF_000940895.2	GCF_003718235.1	Salmonella enterica
GCF_000940895.2__GCF_003718495.1	GCF_000940895.2	GCF_003718495.1	Salmonella enterica
GCF_000940895.2__GCF_003718515.1	GCF_000940895.2	GCF_003718515.1	Salmonella enterica
GCF_000940895.2__GCF_003718595.1	GCF_000940895.2	GCF_003718595.1	Salmonella enterica
