query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	query_asm	ref_asm	band	anim_ani	skani_ani
NZ_SMDD01000001.1	NZ_PVTZ01000001.1	95.7728	96.1008	0.8945	0.8942	0.06898	30	0.9642	93	3.601	0.7312	95.6681	96.5869	0.4181	1.88	AlfI:95.91,AloI:96.33,BcgI:96.24,FalI:95.96	2620	30	3648	407	84.53333333333333	ok	GCF_004343255.1	GCF_003003125.1	0.9-0.95	95.277	94.93
MUZD01000001.1	NZ_FONM01000044.1	92.5632	93.5661	0.8397	0.8153	0.08683	48	0.9359	142	3.074	0.5307	93.0017	95.04	0.7667	4.01	AlfI:93.39,AloI:93.77,BcgI:93.80,FalI:93.03	2238	48	4363	212	44.1875	INCONSISTENT	GCA_002155105.1	GCF_900112935.1	0.9-0.95	91.8543	91.61
NZ_HE578923.1	BBZX01000001.1	92.5781	93.738	0.8614	0.85	0.09767	25	0.9573	74	2.591	0.5496	93.0411	95.4478	0.5109	1.59	AlfI:93.80,AloI:93.90,BcgI:93.44,FalI:93.95	1753	25	3399	214	67.28	INCONSISTENT	GCF_000313565.1	GCA_001305055.1	0.9-0.95	93.4845	93.24
NZ_MAOC01000001.1	NZ_VHIV01000001.1	90.2098	91.9883	0.7357	0.7312	0.10887	44	0.5387	1275	2.701	0.4352	91.3332	94.4241	0.6058	1.82	AlfI:92.06,AloI:91.87,BcgI:91.59,FalI:92.19	2817	44	3927	124	34.84090909090909	INCONSISTENT	GCF_001884135.1	GCF_006494425.1	0.9-0.95	90.5991	90.53
CABOGK010000001.1	NZ_ATUT01000001.1	95.5396	96.5873	0.6086	0.7383	0.10288	63	0.902	109	1.107	0.7737	95.5723	97.522	0.8005	2.76	AlfI:97.03,AloI:96.96,BcgI:96.23,FalI:96.61	1163	63	1539	72	16.92063492063492	INCONSISTENT	GCA_902399855.1	GCF_000420345.1	0.9-0.95	95.2473	94.88
UQAI01000001.1	CAADXH010000001.1	97.0735	97.3387	0.2659	0.2488	0.171	37	0.7168	113	2.026	0.8317	97.1058	97.4852	1.8998	1.81	AlfI:95.69,AloI:96.72,BcgI:97.59,FalI:97.50	477	37	396	18	8.72972972972973	ok	GCA_900538885.1	GCA_900752975.1	0.9-0.95	92.0673	91.65
NZ_NESS01000001.1	NZ_LJIZ01000030.1	92.8346	93.5046	0.7	0.6708	0.11462	47	0.8577	213	4.219	0.544	92.9956	94.7951	0.8326	2.6	AlfI:93.80,AloI:93.37,BcgI:92.97,FalI:93.71	1530	47	2636	122	28.319148936170212	INCONSISTENT	GCF_002128425.1	GCF_001420605.1	0.9-0.95	92.2072	91.57
JABZYY010000100.1	NZ_JVNU01000002.1	95.715	96.0842	0.472	0.3452	0.14465	62	0.7888	147	3.074	0.7363	95.7119	96.4995	0.6638	0.69	AlfI:96.14,AloI:95.60,BcgI:95.95,FalI:96.26	839	62	863	46	9.85483870967742	ok	GCA_015264885.1	GCF_001071995.1	0.9-0.95	93.8743	94.12
NZ_LFYS01000001.1	NZ_CP007520.1	95.6353	95.6353	0.1146	0.1399	0.48585	9	0.3841	85	inf	0.7109	95.6587	95.5803	2.6709	0.74	AlfI:96.00,AloI:94.60,BcgI:97.27,FalI:95.46	186	9	87	14	6.888888888888889	ok	GCF_001199495.1	GCF_000875755.1	0.9-0.95	92.8101	91.74
JAFZDT010000210.1	JAFULQ010000002.1	96.5933	96.5933	0.1661	0.1819	0.24155	30	0.5171	155	inf	0.7748	96.3124	96.8623	0.5891	0.2	AlfI:96.71,AloI:96.13,BcgI:96.45,FalI:96.72	450	30	260	16	6.533333333333333	ok	GCA_017561055.1	GCA_017473265.1	0.9-0.95	94.6797	94.37
UQBM01000001.1	FR890794.1	92.9668	92.9668	0.5332	0.5642	0.25545	27	0.8165	60	inf	0.5132	92.8637	93.4154	4.0343	4.7	AlfI:92.58,AloI:93.41,BcgI:89.38,FalI:93.42	367	27	581	25	10.88888888888889	ok	GCA_900539265.1	GCA_000433035.1	0.9-0.95	90.8473	90.55
NZ_ASJC01000001.1	NZ_JACXXE010000001.1	89.4847	91.3006	0.8599	0.8534	0.11763	31	0.9407	81	3.074	0.3862	90.7559	93.8801	1.2861	8.9	AlfI:90.70,AloI:91.67,BcgI:90.61,FalI:91.89	1394	31	3747	170	42.483870967741936	INCONSISTENT	GCF_000691145.1	GCF_014764715.1	0.9-0.95	89.7933	90.2
NZ_VOQF01000001.1	NZ_JAFBDU010000001.1	94.4302	95.3464	0.8275	0.8293	0.08366	40	0.8692	309	1.911	0.6842	94.5681	96.4216	0.6996	2.92	AlfI:95.53,AloI:95.53,BcgI:94.83,FalI:95.45	2398	40	3364	265	52.35	INCONSISTENT	GCF_007994985.1	GCF_016908395.1	0.9-0.95	94.136	93.87
NZ_BIMB01000001.1	NZ_BILX01000001.1	92.8762	93.3697	0.7263	0.7474	0.05336	197	0.918	488	5.791	0.5121	93.0198	94.3611	1.086	12.05	AlfI:93.61,AloI:93.38,BcgI:93.47,FalI:92.53	6077	197	11686	138	28.730964467005077	INCONSISTENT	GCF_004000865.1	GCF_004000785.1	0.9-0.95	91.3186	90.84
SVBG01000010.1	JAFQFT010000008.1	94.4586	95.9134	0.6264	0.6705	0.14946	32	0.8955	69	1.014	0.7323	94.8822	97.0764	2.7981	5.32	AlfI:94.84,AloI:96.73,BcgI:93.93,FalI:96.10	674	32	950	82	19.46875	INCONSISTENT	GCA_015059015.1	GCA_017398545.1	0.9-0.95	93.5994	94.05
URWJ01000001.1	JUUF01000001.1	96.7329	97.0192	0.2945	0.2312	0.13827	83	0.5421	381	2.548	0.8062	96.6384	97.3236	0.6257	0.8	AlfI:96.58,AloI:97.04,BcgI:96.84,FalI:97.21	1005	83	686	16	6.433734939759036	ok	GCA_900551535.1	GCA_001058355.1	0.9-0.95	94.8369	94.93
JACAOA010000001.1	NZ_VBSP01000001.1	95.8709	96.437	0.6136	0.5518	0.11786	71	0.8144	178	1.911	0.7629	95.7862	97.0902	1.226	3.84	AlfI:95.54,AloI:96.71,BcgI:96.15,FalI:96.77	1017	71	1198	42	12.0	INCONSISTENT	GCA_014049385.1	GCF_005864045.1	0.9-0.95	94.8171	94.51
NZ_BCQV01000001.1	NZ_BCRP01000001.1	93.1246	94.1666	0.6768	0.7134	0.08467	81	0.9434	121	2.516	0.5716	93.5704	95.5384	0.8124	2.09	AlfI:94.29,AloI:94.56,BcgI:94.06,FalI:93.75	2230	81	4002	98	25.91358024691358	INCONSISTENT	GCF_001552255.1	GCF_001552655.1	0.9-0.95	91.931	91.78
CAJKHY010000001.1	HF996774.1	94.6726	94.6726	0.4162	0.384	0.29369	24	0.6962	72	inf	0.6358	94.3392	95.3316	3.4644	3.04	AlfI:93.73,AloI:96.60,BcgI:93.14,FalI:95.02	275	24	311	19	7.875	ok	GCA_905199855.1	GCA_000432575.1	0.9-0.95	92.927	92.65
NZ_ACDZ02000015.1	NZ_KQ959913.1	94.5852	95.7823	0.6323	0.6206	0.14724	35	0.8159	137	1.297	0.7185	94.834	96.9092	1.5988	3.18	AlfI:96.17,AloI:95.83,BcgI:94.57,FalI:95.97	756	35	994	45	18.34285714285714	INCONSISTENT	GCF_000173915.1	GCF_001553035.1	0.9-0.95	94.0102	94.31
NZ_CP031088.1	NZ_CP013197.1	92.7035	92.7035	0.193	0.2233	0.47882	9	0.2202	255	inf	0.4868	92.439	93.6481	3.4885	1.84	AlfI:91.07,AloI:94.56,BcgI:92.60,FalI:92.46	328	9	175	17	9.0	ok	GCF_003339775.1	GCF_001886855.1	0.9-0.95	93.4875	93.36
NZ_CP014162.1	NZ_NBTM02000001.1	92.0535	94.9563	0.9504	0.9507	0.13337	5	0.9587	34	0.892	0.647	93.5914	97.1306	2.6694	5.48	AlfI:94.73,AloI:92.74,BcgI:95.41,FalI:94.92	825	5	1502	370	159.0	INCONSISTENT	GCF_001543205.1	GCF_002083135.2	0.9-0.95	94.2827	94.39
NZ_SCFN01000001.1	NZ_NUGT01000017.1	92.2783	93.5538	0.5971	0.6653	0.11975	58	0.8328	229	2.444	0.5472	92.8204	95.3187	1.0255	3.49	AlfI:93.95,AloI:93.45,BcgI:92.92,FalI:93.80	1405	58	2440	104	20.67241379310345	INCONSISTENT	GCF_004138285.1	GCF_002574545.1	0.9-0.95	92.3158	91.63
NZ_FWXE01000039.1	NZ_NQNY01000010.1	92.3311	93.8718	0.7243	0.7645	0.21565	25	0.9317	25	1.911	0.5736	93.0037	95.7855	1.179	1.44	AlfI:93.62,AloI:94.09,BcgI:93.00,FalI:94.18	386	25	717	33	14.64	INCONSISTENT	GCF_900176265.1	GCF_002276225.1	0.9-0.95	92.4027	92.41
NZ_JAASTT010000010.1	NZ_JABJVM010000010.1	95.0425	95.7705	0.7923	0.7525	0.08257	63	0.8526	315	2.026	0.7064	95.1167	96.6045	0.6412	1.3	AlfI:95.91,AloI:95.27,BcgI:95.73,FalI:95.90	2175	63	2891	187	29.92063492063492	INCONSISTENT	GCF_014322795.1	GCF_013820765.1	0.9-0.95	94.7979	94.62
NZ_JACSQM010000010.1	NZ_CP015378.1	90.9952	92.5297	0.86	0.8227	0.10113	24	0.8223	372	2.701	0.4706	91.8744	94.667	0.7017	1.67	AlfI:92.62,AloI:92.91,BcgI:92.20,FalI:92.64	2114	24	4114	225	72.75	INCONSISTENT	GCF_014836645.1	GCF_001629705.1	0.9-0.95	90.6543	90.94
NZ_JXTG01000001.1	NZ_PEDM01000010.1	90.2701	92.5852	0.6438	0.6955	0.12586	49	0.8343	197	1.968	0.4594	91.7911	95.3157	1.1735	5.48	AlfI:92.80,AloI:92.83,BcgI:92.11,FalI:93.28	1239	49	2575	152	21.244897959183675	INCONSISTENT	GCF_000833605.1	GCF_002742685.1	0.9-0.95	89.9753	90.7
NZ_WNHB01000001.1	NZ_VDCY01000001.1	91.2743	92.4897	0.6483	0.65	0.14065	36	0.6779	421	3.258	0.4732	91.9076	94.41	1.8246	3.06	AlfI:91.29,AloI:93.12,BcgI:92.35,FalI:92.62	1353	36	2157	93	25.61111111111111	INCONSISTENT	GCF_009718825.1	GCF_006517395.1	0.9-0.95	90.8128	90.05
NZ_PYLQ01000001.1	NZ_PYLP01000001.1	91.7815	94.1934	0.3926	0.4282	0.18938	42	0.6651	217	1.224	0.605	93.0002	96.3906	0.6083	0.47	AlfI:94.63,AloI:94.15,BcgI:94.70,FalI:94.09	683	42	918	30	11.261904761904765	INCONSISTENT	GCF_003024685.1	GCF_003024675.1	0.9-0.95	90.3202	90.6
NZ_FNNC01000015.1	NZ_ATVM01000001.1	92.1569	92.5062	0.8256	0.7811	0.10614	41	0.9312	110	8.932	0.4536	92.2495	93.5046	1.3713	5.94	AlfI:92.58,AloI:91.80,BcgI:92.17,FalI:93.17	1611	41	3511	159	37.292682926829265	INCONSISTENT	GCF_900106595.1	GCF_000420725.1	0.9-0.95	91.5244	90.75
NZ_AUAW01000001.1	NZ_WEZQ01000001.1	92.3686	94.3284	0.7887	0.8245	0.10904	39	0.9225	102	1.434	0.5912	93.3475	96.3573	1.2188	4.74	AlfI:93.78,AloI:95.00,BcgI:94.21,FalI:94.83	1349	39	2453	306	32.12820512820513	INCONSISTENT	GCF_000428925.1	GCF_009864005.1	0.9-0.95	93.1183	93.11
NZ_QYTW02000001.1	NZ_JACSPV010000100.1	92.0386	92.6367	0.5775	0.6213	0.10616	83	0.7425	523	5.719	0.4752	92.2551	93.8757	0.9439	1.94	AlfI:92.96,AloI:92.01,BcgI:92.54,FalI:92.75	2083	83	3555	113	19.16867469879518	INCONSISTENT	GCF_003605405.2	GCF_014836955.1	0.9-0.95	91.3643	90.11
NZ_KE384492.1	NZ_JAAOEO010000098.1	93.1702	93.8116	0.6997	0.6921	0.08655	71	0.8303	450	4.046	0.5652	93.3182	94.947	0.6251	2.13	AlfI:94.10,AloI:94.08,BcgI:93.48,FalI:93.82	2713	71	4321	240	32.0	INCONSISTENT	GCF_000426085.1	GCF_011393025.1	0.9-0.95	92.5732	91.6
JAGAWH010000096.1	CACYBS010000001.1	95.7625	96.1854	0.3164	0.2988	0.12807	98	0.5936	454	2.591	0.7432	95.7745	96.634	0.8148	1.88	AlfI:95.80,AloI:96.62,BcgI:95.89,FalI:96.40	1293	98	1069	25	7.76530612244898	ok	GCA_017941505.1	GCA_902772725.1	0.9-0.95	93.8018	94.06
CACXNV010000001.1	DDQE01000016.1	94.4576	94.8725	0.3637	0.3698	0.228	28	0.6542	148	4.219	0.6504	94.444	95.5959	2.4176	2.94	AlfI:95.87,AloI:95.49,BcgI:93.45,FalI:95.08	483	28	498	40	11.0	INCONSISTENT	GCA_902769185.1	GCA_002342545.1	0.9-0.95	93.0043	92.41
NZ_LT629846.1	NZ_LN555523.1	93.2186	94.2597	0.5552	0.6405	0.17039	21	0.7821	158	2.305	0.6104	93.5608	95.5692	1.0817	1.13	AlfI:93.33,AloI:94.01,BcgI:93.99,FalI:94.42	737	21	1068	141	28.0	INCONSISTENT	GCF_900106845.1	GCF_900015215.1	0.9-0.95	92.9287	91.48
UQLQ01000001.1	UQNI01000001.1	95.6707	96.0715	0.5313	0.5808	0.12091	75	0.8149	174	2.948	0.7309	95.6553	96.5454	0.4608	0.45	AlfI:96.18,AloI:96.41,BcgI:95.95,FalI:95.97	985	75	1206	40	11.213333333333331	ok	GCA_900541905.1	GCA_900542375.1	0.9-0.95	94.5932	94.47
UQPN01000001.1	DLQW01000062.1	96.0278	96.2181	0.5751	0.6602	0.08704	91	0.8943	173	5.239	0.7402	95.9819	96.4883	0.5491	1.11	AlfI:96.32,AloI:96.66,BcgI:96.11,FalI:96.21	1673	91	2158	95	17.076923076923077	ok	GCA_900542935.1	GCA_002474405.1	0.9-0.95	94.5916	94.48
JAEEJJ010000171.1	CACZQB010000001.1	95.2577	95.473	0.6312	0.6998	0.09038	127	0.9358	106	5.962	0.6835	95.2371	95.8439	0.861	6.78	AlfI:95.19,AloI:96.02,BcgI:95.16,FalI:95.99	1811	127	2521	56	13.15748031496063	ok	GCA_016281805.1	GCA_902783255.1	0.9-0.95	94.3812	94.04
NZ_AVHW01000001.1	NZ_OEZH01000188.1	94.3372	94.3372	0.4677	0.5157	0.14171	72	0.7493	269	inf	0.6169	94.1975	94.6784	4.9971	10.23	AlfI:93.52,AloI:95.12,BcgI:90.12,FalI:94.56	1170	72	1447	77	12.166666666666666	ok	GCF_000449425.2	GCF_900243075.1	0.9-0.95	92.3846	91.51
JAFTZU010000072.1	JAFRHS010000002.1	91.7175	92.8253	0.5679	0.5624	0.11794	95	0.8542	187	3.454	0.4733	92.2773	94.586	0.6468	1.25	AlfI:92.68,AloI:92.69,BcgI:93.00,FalI:92.35	1431	95	2741	57	12.536842105263158	INCONSISTENT	GCA_017461005.1	GCA_017433225.1	0.9-0.95	89.1701	90.28
CACWKX010000001.1	NZ_VULZ01000001.1	95.1219	96.0609	0.8928	0.6425	0.07567	48	0.9797	43	1.434	0.727	95.3359	96.9124	0.2381	0.35	AlfI:96.06,AloI:96.13,BcgI:96.10,FalI:95.89	2151	48	3173	153	44.1875	INCONSISTENT	GCA_902761585.1	GCF_009696445.1	0.9-0.95	94.3729	94.89
CAJMEI010000001.1	DHLF01000001.1	96.5016	96.5016	0.2877	0.255	0.16816	54	0.7171	142	inf	0.7685	96.632	96.409	1.0729	2.42	AlfI:95.87,AloI:95.98,BcgI:96.13,FalI:96.94	673	54	532	16	7.666666666666667	ok	GCA_905212395.1	GCA_002405165.1	0.9-0.95	93.1648	93.58
JAFOBR010000084.1	JAFQAP010000012.1	90.7817	92.4302	0.6126	0.5514	0.15589	51	0.8352	131	2.623	0.4574	91.7877	94.6916	1.4249	2.82	AlfI:92.38,AloI:93.26,BcgI:91.84,FalI:92.80	884	51	1736	50	14.019607843137257	INCONSISTENT	GCA_017381715.1	GCA_017399965.1	0.9-0.95	89.2967	90.18
NZ_VUNA01000001.1	JAEUGJ010000001.1	94.3568	94.7623	0.7634	0.8113	0.10183	45	0.9241	114	4.604	0.6237	94.3911	95.448	0.9193	4.17	AlfI:95.10,AloI:95.25,BcgI:94.51,FalI:94.33	1534	45	2416	131	31.844444444444445	INCONSISTENT	GCF_009695905.1	GCA_016775335.1	0.9-0.95	93.4745	92.69
SVLI01000010.1	JAFXAW010000001.1	94.0644	95.612	0.7483	0.7959	0.08109	54	0.9491	101	1.189	0.6897	94.5724	97.0417	0.6368	2.29	AlfI:95.59,AloI:95.30,BcgI:95.78,FalI:95.14	2000	54	3199	175	35.851851851851855	INCONSISTENT	GCA_015068035.1	GCA_017522015.1	0.9-0.95	93.0218	93.94
DIQY01000097.1	LR778134.1	93.2484	93.2484	0.6456	0.4797	0.13756	77	0.8979	94	inf	0.5122	93.1064	93.7433	1.187	3.74	AlfI:93.59,AloI:93.78,BcgI:92.59,FalI:93.52	1050	77	1804	33	11.74025974025974	ok	GCA_002424295.1	GCA_902809935.1	0.9-0.95	91.7992	91.45
UQDI01000001.1	UQBO01000001.1	95.5598	96.2321	0.7887	0.8064	0.10447	53	0.9467	62	1.781	0.7519	95.4986	96.9741	0.9331	4.59	AlfI:95.96,AloI:96.30,BcgI:95.58,FalI:96.52	1210	53	1661	113	21.79245283018868	INCONSISTENT	GCA_900539725.1	GCA_900539225.1	0.9-0.95	94.9881	94.66
NZ_KQ236743.1	NZ_JABFCH010000099.1	90.8712	92.4038	0.8139	0.7906	0.09607	53	0.9028	192	2.863	0.4478	91.8192	94.4984	0.4213	0.7	AlfI:92.58,AloI:92.16,BcgI:92.31,FalI:92.48	1984	53	4516	170	34.64150943396226	INCONSISTENT	GCF_001185345.1	GCF_017566055.1	0.9-0.95	90.6456	90.46
CAAFUQ010000001.1	NZ_QGTH01000001.1	94.9514	95.9657	0.4392	0.4245	0.16114	42	0.7802	131	1.352	0.7294	95.1704	96.8662	1.2057	3.44	AlfI:96.40,AloI:95.27,BcgI:95.20,FalI:96.34	672	42	762	41	12.071428571428571	INCONSISTENT	GCA_900766215.1	GCF_003182075.1	0.9-0.95	91.9594	92.61
CAAGAO010000001.1	CAAGCR010000001.1	96.2977	97.0246	0.0895	0.0933	0.32353	12	0.3574	151	1.014	0.8067	96.4998	97.4213	1.1832	0.64	AlfI:96.49,AloI:97.53,BcgI:97.68,FalI:96.95	266	12	125	12	8.0	ok	GCA_900767835.1	GCA_900768425.1	0.9-0.95	89.6601	90.45
NZ_CZAY01000001.1	NZ_DS264419.1	90.5573	95.1347	0.4563	0.538	0.1191	57	0.835	187	0.588	0.66	93.5591	97.5539	0.94	2.94	AlfI:95.71,AloI:95.29,BcgI:94.77,FalI:95.05	1169	57	1856	50	17.596491228070175	INCONSISTENT	GCF_001404875.1	GCF_000154065.1	0.9-0.95	91.762	91.27
JAFRHS010000002.1	ONJD01000170.1	94.4459	95.1436	0.6424	0.7138	0.08519	121	0.8533	311	2.623	0.6531	94.5818	96.042	0.3544	0.78	AlfI:95.05,AloI:95.04,BcgI:95.25,FalI:94.89	2179	121	3178	64	15.950413223140496	INCONSISTENT	GCA_017433225.1	GCA_900317985.1	0.9-0.95	92.5396	93.53
SVTK01000017.1	JAFTUB010000021.1	94.5647	95.5553	0.4572	0.5057	0.10684	121	0.7367	366	1.68	0.6865	94.8134	96.6085	0.6367	2.2	AlfI:95.80,AloI:95.26,BcgI:95.30,FalI:95.90	1413	121	1829	45	9.462809917355372	INCONSISTENT	GCA_015063805.1	GCA_017466495.1	0.9-0.95	92.4605	93.25
CAJGDZ010000001.1	JAGAUC010000225.1	94.5316	94.5316	0.1101	0.1273	0.23849	49	0.3528	398	inf	0.6064	94.4456	94.7699	1.7926	2.62	AlfI:94.82,AloI:95.64,BcgI:93.85,FalI:95.23	789	49	447	9	5.428571428571429	ok	GCA_904502055.1	GCA_017621015.1	0.9-0.95	90.4011	90.83
JAGCNA010000097.1	JAFYKY010000004.1	94.4194	95.3811	0.2832	0.2238	0.16347	72	0.6598	232	1.781	0.68	94.6578	96.4506	1.2698	2.95	AlfI:94.75,AloI:94.63,BcgI:95.30,FalI:95.90	942	72	842	23	7.25	INCONSISTENT	GCA_017646185.1	GCA_017537345.1	0.9-0.95	90.7386	92.44
UQUZ01000001.1	UQWL01000001.1	90.9965	92.6021	0.7419	0.6695	0.10728	79	0.935	91	2.701	0.4523	91.9929	94.7121	1.3008	4.56	AlfI:92.86,AloI:91.56,BcgI:92.73,FalI:91.78	1464	79	3405	64	17.569620253164558	INCONSISTENT	GCA_900544375.1	GCA_900544715.1	0.9-0.95	90.1963	90.08
NZ_JABFCL010000089.1	NZ_LN908969.1	93.1816	94.6041	0.7948	0.8717	0.09315	29	0.958	72	1.781	0.6111	93.679	96.3378	1.3075	3.66	AlfI:94.90,AloI:93.59,BcgI:94.52,FalI:94.60	1742	29	3116	278	57.62068965517241	INCONSISTENT	GCF_017566145.1	GCF_001486165.1	0.9-0.95	93.1484	93.25
NZ_WQPI01000085.1	NZ_LR698973.1	91.1745	95.1827	0.5228	0.5369	0.10903	64	0.8732	159	0.65	0.6617	93.6473	97.5361	0.3034	0.16	AlfI:95.17,AloI:95.43,BcgI:95.19,FalI:95.13	1309	64	2150	67	18.109375	INCONSISTENT	GCF_018785175.1	GCF_902381825.1	0.9-0.95	92.1908	91.0
JAGCUO010000104.1	JAEEXJ010000155.1	91.8001	93.0296	0.4491	0.4388	0.13656	97	0.7811	241	2.863	0.5027	92.4393	94.787	0.8959	1.9	AlfI:92.87,AloI:93.54,BcgI:92.64,FalI:93.26	1198	97	2031	46	9.8659793814433	INCONSISTENT	GCA_017962825.1	GCA_016291475.1	0.9-0.95	89.9542	90.34
NZ_CP011968.1	NZ_AVHW01000001.1	93.3357	93.4975	0.6168	0.551	0.1439	60	0.7788	242	11.233	0.5568	93.3346	93.9658	3.7902	8.04	AlfI:92.06,AloI:94.44,BcgI:90.65,FalI:93.69	1096	60	1680	74	15.2	ok	GCF_001077535.1	GCF_000449425.2	0.9-0.95	91.7867	90.91
ONCT01000075.1	CAJOGN010000001.1	95.4915	96.2451	0.6077	0.4904	0.10859	77	0.8461	179	1.611	0.7503	95.4998	97.0228	1.2144	2.73	AlfI:95.71,AloI:96.92,BcgI:96.12,FalI:96.33	1234	77	1527	51	13.77922077922078	INCONSISTENT	GCA_900316395.1	GCA_905234245.1	0.9-0.95	94.1436	94.14
NZ_CP013243.1	NZ_CP011663.1	93.3643	95.3488	0.8316	0.8751	0.10858	16	0.835	246	1.014	0.6909	94.0889	97.0125	1.6167	1.98	AlfI:95.31,AloI:95.74,BcgI:94.13,FalI:95.38	1492	16	2154	297	78.8125	INCONSISTENT	GCF_001889325.1	GCF_001020205.1	0.9-0.95	94.6764	94.38
NZ_JIBU02000001.1	NZ_CP011804.1	93.7288	94.5216	0.5877	0.5967	0.10543	77	0.709	587	2.701	0.6285	93.8952	95.6366	4.4342	16.53	AlfI:94.06,AloI:95.91,BcgI:91.48,FalI:94.59	2099	77	2610	101	19.571428571428573	INCONSISTENT	GCF_000633595.2	GCF_001038625.1	0.9-0.95	92.9377	91.83
JAFVXY010000010.1	SVHR01000046.1	94.1075	95.1533	0.6438	0.7053	0.11948	70	0.8181	199	1.888	0.6567	94.3701	96.3808	1.008	1.78	AlfI:95.11,AloI:95.70,BcgI:95.35,FalI:94.69	1115	70	1633	59	13.785714285714286	INCONSISTENT	GCA_017500845.1	GCA_015055705.1	0.9-0.95	92.5323	92.92
NZ_FNRK01000066.1	NZ_FNOU01000045.1	92.8271	93.6957	0.6493	0.6249	0.12862	60	0.8829	124	3.258	0.5469	93.1721	95.0146	0.5513	1.18	AlfI:93.85,AloI:93.71,BcgI:93.39,FalI:93.94	1106	60	1960	39	16.583333333333332	INCONSISTENT	GCF_900107815.1	GCF_900107125.1	0.9-0.95	92.6236	91.52
CAJFTA010000001.1	NZ_AAXG02000066.1	93.507	94.4655	0.6443	0.402	0.11228	77	0.8629	181	2.444	0.6019	93.8133	95.8165	1.5816	9.29	AlfI:94.34,AloI:94.67,BcgI:93.79,FalI:95.37	1415	77	2197	61	15.792207792207792	INCONSISTENT	GCA_904419835.1	GCF_000169255.2	0.9-0.95	91.4821	91.57
DHOF01000093.1	LR778134.1	92.8496	92.8496	0.5297	0.3609	0.16269	73	0.8219	127	inf	0.482	92.7555	93.2433	1.6247	5.89	AlfI:93.24,AloI:92.42,BcgI:91.91,FalI:93.54	868	73	1389	22	9.027397260273972	ok	GCA_002411615.1	GCA_902809935.1	0.9-0.95	90.6804	90.5
NC_010376.1	JAGYZD010000123.1	95.5466	95.5466	0.1182	0.1203	0.29797	24	0.2754	371	inf	0.6992	95.6258	95.5178	3.5858	2.62	AlfI:92.49,AloI:95.69,BcgI:95.04,FalI:96.08	514	24	234	17	6.875	ok	GCF_000010185.1	GCA_018371055.1	0.9-0.95	91.3189	91.15
CAAFWB010000001.1	URYH01000001.1	94.7679	95.7115	0.3526	0.3715	0.19355	39	0.7166	125	1.565	0.7052	95.0459	96.5712	0.4019	0.34	AlfI:95.53,AloI:95.89,BcgI:95.54,FalI:95.93	550	39	545	22	9.102564102564102	INCONSISTENT	GCA_900766395.1	GCA_900552105.1	0.9-0.95	92.1023	92.56
JAFZAM010000022.1	JAFZOI010000030.1	94.8409	95.1335	0.2926	0.2182	0.14526	84	0.7405	205	5.554	0.6522	94.755	95.7216	0.7462	0.86	AlfI:95.33,AloI:95.02,BcgI:95.23,FalI:94.58	988	84	1057	26	7.964285714285714	ok	GCA_017557265.1	GCA_017550645.1	0.9-0.95	90.2512	91.1
NZ_FRCP01000042.1	JAHAJA010000001.1	95.2418	96.0243	0.7711	0.8503	0.07294	82	0.9384	156	1.68	0.7346	95.3009	96.8441	0.6097	4.7	AlfI:95.63,AloI:96.06,BcgI:95.65,FalI:96.24	2564	82	3628	137	29.98780487804878	INCONSISTENT	GCF_900142955.1	GCA_018372435.1	0.9-0.95	94.8708	94.63
URRG01000001.1	CAJFPJ010000001.1	96.2656	97.0004	0.1094	0.0991	0.17679	45	0.6708	134	1.14	0.8017	96.2725	97.5813	1.146	1.33	AlfI:97.09,AloI:97.70,BcgI:96.56,FalI:97.11	630	45	426	19	7.066666666666666	INCONSISTENT	GCA_900550095.1	GCA_904399395.1	0.9-0.95	89.1453	90.36
URJZ01000001.1	UQNI01000001.1	93.1048	93.4923	0.4381	0.393	0.20473	47	0.6623	179	6.507	0.5292	93.2484	94.2061	1.1677	1.92	AlfI:93.98,AloI:92.83,BcgI:92.81,FalI:93.65	578	47	781	18	8.46808510638298	ok	GCA_900548305.1	GCA_900542375.1	0.9-0.95	91.1012	90.3
NZ_MSQD01000001.1	NZ_CP047602.1	93.2811	93.6547	0.818	0.8032	0.12508	29	0.9315	79	6.32	0.5532	93.3675	94.3765	1.592	6.04	AlfI:94.44,AloI:93.65,BcgI:92.85,FalI:93.73	1185	29	2079	183	38.03448275862069	INCONSISTENT	GCF_002102475.1	GCF_009905255.1	0.9-0.95	92.6941	91.99
PLQY01000013.1	PKYJ01000045.1	95.3572	95.3572	0.2617	0.3155	0.16081	64	0.6212	283	inf	0.6702	95.2773	95.4785	1.1688	1.71	AlfI:95.30,AloI:95.65,BcgI:95.60,FalI:94.48	845	64	797	22	8.25	ok	GCA_003160265.1	GCA_003132605.1	0.9-0.95	91.9483	91.63
