query	reference	fastani_ani	label	q_species	r_species	q_genus	r_genus	bcgi_raw_ani	bcgi_mash_ani	bcgi_af_q	bcgi_af_r	bcgi_shared_tags	cjepi_raw_ani	cjepi_mash_ani	cjepi_af_q	cjepi_af_r	cjepi_shared_tags	multi_raw_ani	multi_mash_ani	multi_af_q	multi_af_r	multi_shared_tags
GCF_003611675.1	GCF_009909145.1	0.888913	mid_high	s__Corallococcus sp003611675	s__Corallococcus sp009909145	g__Corallococcus	g__Corallococcus	0.968362	0.933791	0.106397	0.135773	805	0.961170	0.918656	0.106431	0.116213	1549	1.000000	0.886831	0.043979	0.049808	32175
GCA_011191975.1	GCA_016932435.1	0.821692	mid_high	s__MGML01 sp011191975	s__MGML01 sp016932435	g__MGML01	g__MGML01	0.953947	0.898203	0.040743	0.036352	57	0.950064	0.896432	0.061141	0.060928	402	1.000000	0.818918	0.007699	0.007208	1810
GCA_905477785.1	GCA_018645985.1	0.830897	mid_high	s__Hellea sp905477785	s__Hellea sp018645985	g__Hellea	g__Hellea	0.954167	0.895582	0.038071	0.032895	15	0.948963	0.903423	0.077811	0.069830	209	1.000000	0.840393	0.013953	0.012764	1354
GCA_013205435.1	GCA_903873545.1	0.891034	mid_high	s__CAIWGR01 sp013205435	s__CAIWGR01 sp903873545	g__CAIWGR01	g__CAIWGR01	0.967113	0.935025	0.128264	0.121876	668	0.963734	0.928434	0.147473	0.142211	817	1.000000	0.885450	0.045886	0.043889	12289
GCA_003023185.1	GCF_001950595.1	0.801189	mid_high	s__CBA1134 sp003023185	s__CBA1134 sp001950595	g__CBA1134	g__CBA1134	0.953947	0.873267	0.019730	0.015218	38	0.947999	0.874263	0.037757	0.029801	99	1.000000	0.793740	0.004259	0.003421	829
GCF_000262405.1	GCF_015694425.1	0.839683	mid_high	s__Microvirga lotononidis	s__Microvirga sp015694425	g__Microvirga	g__Microvirga	0.959831	0.915552	0.052501	0.085626	445	0.952614	0.892941	0.042210	0.073089	544	1.000000	0.843252	0.010864	0.018969	6488
GCF_002741015.1	GCF_016743775.1	0.838664	mid_high	s__Microvirga ossetica	s__Microvirga aerilata	g__Microvirga	g__Microvirga	0.960187	0.902316	0.035359	0.054499	427	0.951294	0.879360	0.032792	0.045184	584	1.000000	0.826714	0.007517	0.011213	6092
GCA_015272395.1	GCF_003991905.1	0.807951	mid_high	s__Calothrix sp015272395	s__Calothrix desertica	g__Calothrix	g__Calothrix	0.959821	0.872922	0.021705	0.013531	42	0.946278	0.884881	0.055736	0.035819	515	1.000000	0.806702	0.006883	0.004166	2417
GCF_000331305.1	GCA_015272395.1	0.809222	mid_high	s__Calothrix sp000331305	s__Calothrix sp015272395	g__Calothrix	g__Calothrix	0.962054	0.881061	0.017084	0.028941	56	0.946173	0.879286	0.030303	0.048701	450	1.000000	0.805431	0.003981	0.006672	2343
GCA_002733685.1	GCA_013215945.1	0.940884	mid_high	s__NORP36 sp002733685	s__NORP36 sp004566295	g__NORP36	g__NORP36	0.977005	0.955901	0.270408	0.219917	53	0.974649	0.954149	0.301034	0.279318	786	1.000000	0.926937	0.144104	0.133064	18049
GCA_015255025.1	GCA_900756155.1	0.948452	mid_high	s__Haemophilus_D sp015255025	s__Haemophilus_D sp900756155	g__Haemophilus_D	g__Haemophilus_D	0.975436	0.964482	0.343450	0.299861	215	0.975866	0.959834	0.357143	0.320028	930	1.000000	0.936105	0.188343	0.165945	16444
GCF_014636295.1	GCF_016679925.1	0.783412	mid_high	s__Marivirga lumbricoides	s__Marivirga sp016679925	g__Marivirga	g__Marivirga	0.000000	0.790074	0.001094	0.001337	0	0.945617	0.826175	0.008824	0.009502	79	1.000000	0.770439	0.001932	0.002100	552
GCA_018365895.1	GCF_018228665.1	0.949764	mid_high	s__UBA9414 sp018365895	s__UBA9414 sp003458885	g__UBA9414	g__UBA9414	0.978936	0.952050	0.235984	0.196953	181	0.978012	0.946089	0.244918	0.222164	1265	1.000000	0.926346	0.143309	0.129588	27057
GCF_007827275.1	GCF_000258765.1	0.831955	mid_high	s__Gillisia sp007827275	s__Gillisia marina	g__Gillisia	g__Gillisia	0.959052	0.896352	0.029352	0.044822	29	0.950118	0.896327	0.047810	0.077474	346	1.000000	0.836111	0.009776	0.014369	2135
GCF_000258765.1	GCF_003634585.1	0.831130	mid_high	s__Gillisia marina	s__Gillisia mitskevichiae	g__Gillisia	g__Gillisia	0.954545	0.874599	0.017002	0.019231	11	0.950204	0.882652	0.046798	0.037821	209	1.000000	0.822069	0.009059	0.007223	1346
GCA_002393905.1	GCA_017447725.1	0.932215	mid_high	s__UBA3207 sp002393905	s__UBA3207 sp017447725	g__UBA3207	g__UBA3207	0.979167	0.936022	0.154286	0.108000	27	0.969491	0.939073	0.223114	0.166967	278	1.000000	0.905208	0.086880	0.067843	3476
GCA_003541445.1	GCA_003530255.1	0.936195	mid_high	s__UBA9673 sp003541445	s__UBA9673 sp003530255	g__UBA9673	g__UBA9673	0.984599	0.951236	0.219538	0.200962	209	0.979600	0.942157	0.218667	0.201227	492	1.000000	0.925212	0.140581	0.126186	19399
GCA_002714165.1	GCA_002717745.1	0.897786	mid_high	s__UBA11600 sp002714165	s__UBA11600 sp002717745	g__UBA11600	g__UBA11600	0.969037	0.941931	0.134319	0.181063	218	0.967113	0.941585	0.176940	0.241116	821	1.000000	0.899001	0.057056	0.073689	8516
GCF_008086165.1	GCF_900115185.1	0.845023	mid_high	s__Algorimicrobium algoritergicola	s__Algorimicrobium echini	g__Algorimicrobium	g__Algorimicrobium	0.962924	0.925782	0.090630	0.095469	59	0.954138	0.925920	0.128549	0.142432	575	1.000000	0.865989	0.025195	0.028060	3981
GCA_002452835.1	GCA_018054125.1	0.949280	mid_high	s__UBA6794 sp002452835	s__UBA6794 sp018054125	g__UBA6794	g__UBA6794	0.983953	0.945655	0.146825	0.210227	37	0.980014	0.951077	0.244526	0.291304	871	1.000000	0.930781	0.140971	0.167606	14898
GCF_902459735.1	GCF_001465595.2	0.850189	mid_high	s__Pandoraea capi	s__Pandoraea apista	g__Pandoraea	g__Pandoraea	0.958354	0.907024	0.048446	0.053765	502	0.957130	0.899035	0.066816	0.064166	508	1.000000	0.843761	0.013741	0.015302	6613
GCF_001999325.1	GCF_000385215.1	0.835955	mid_high	s__Thioalkalivibrio versutus	s__Thioalkalivibrio thiocyanoxidans	g__Thioalkalivibrio	g__Thioalkalivibrio	0.958631	0.915141	0.066372	0.065975	210	0.954098	0.901237	0.068771	0.070212	305	1.000000	0.850702	0.017504	0.017632	3969
GCF_002954725.1	GCF_003026395.1	0.871493	mid_high	s__Photobacterium phosphoreum	s__Photobacterium iliopiscarium	g__Photobacterium	g__Photobacterium	0.971726	0.917955	0.068807	0.076197	105	0.963777	0.914065	0.094876	0.101741	637	1.000000	0.871087	0.029636	0.031117	7217
GCA_002376545.1	GCF_900095305.1	0.828020	mid_high	s__Proteiniborus sp002376545	s__Proteiniborus sp900095305	g__Proteiniborus	g__Proteiniborus	0.000000	0.858143	0.008174	0.013953	0	0.949553	0.883576	0.037991	0.048973	174	1.000000	0.810642	0.005728	0.006248	1064
GCF_900116515.1	GCF_900182545.1	0.916821	mid_high	s__Geodermatophilus amargosae	s__Geodermatophilus aquaeductus	g__Geodermatophilus	g__Geodermatophilus	0.973409	0.960370	0.262173	0.301926	1583	0.968632	0.952816	0.255127	0.306688	1692	1.000000	0.919379	0.107859	0.118510	51243
GCF_000817735.3	GCF_000317125.1	0.933141	mid_high	s__Chroococcidiopsis millei	s__Chroococcidiopsis thermalis	g__Chroococcidiopsis	g__Chroococcidiopsis	0.974415	0.964216	0.335183	0.302076	1208	0.971484	0.959904	0.360619	0.318152	3912	1.000000	0.929704	0.157003	0.141514	62764
GCA_009694245.1	GCA_903888485.1	0.778837	mid_high	s__SHVO01 sp009694245	s__SHVO01 sp903888485	g__SHVO01	g__SHVO01	0.948661	0.854876	0.015453	0.005988	28	0.943639	0.839396	0.017672	0.009688	46	1.000000	0.751418	0.001754	0.000824	210
GCF_000817785.2	GCF_002218085.1	0.936124	mid_high	s__Hassallia byssoidea	s__Hassallia sp002218085	g__Hassallia	g__Hassallia	0.979489	0.953223	0.233129	0.214904	646	0.975522	0.950659	0.280748	0.248051	3182	1.000000	0.924012	0.134049	0.121852	58893
GCA_011065045.1	GCA_011064905.1	0.906880	mid_high	s__JAAKFX01 sp011065045	s__JAAKFX01 sp011064905	g__JAAKFX01	g__JAAKFX01	0.969952	0.941092	0.138298	0.166667	26	0.963220	0.935876	0.162712	0.192642	288	1.000000	0.903595	0.069265	0.078607	6683
GCA_011064875.1	GCA_011064905.1	0.875452	mid_high	s__JAAKFX01 sp011064875	s__JAAKFX01 sp011064905	g__JAAKFX01	g__JAAKFX01	0.000000	0.884924	0.024691	0.025641	0	0.954649	0.913642	0.095953	0.098328	147	1.000000	0.862140	0.024255	0.023889	2031
GCA_016704275.1	GCA_016720805.1	0.916500	mid_high	s__Palsa-1233 sp016704275	s__Palsa-1233 sp016720805	g__Palsa-1233	g__Palsa-1233	0.971914	0.953839	0.231343	0.225273	1116	0.970194	0.946415	0.243169	0.227731	1424	1.000000	0.921726	0.122417	0.118254	36241
GCA_900769635.1	GCA_900557675.1	0.975172	mid_high	s__UMGS2068 sp900769635	s__UMGS2068 sp900557675	g__UMGS2068	g__UMGS2068	0.983456	0.948954	0.127820	0.298246	17	0.993939	0.923234	0.112590	0.140665	110	1.000000	0.921507	0.100380	0.142273	4283
GCA_902619855.1	GCA_902586905.1	0.929604	mid_high	s__UBA724 sp902619855	s__UBA724 sp902586905	g__UBA724	g__UBA724	0.972443	0.946202	0.173776	0.183946	110	0.969709	0.940904	0.196285	0.209502	560	1.000000	0.904512	0.072457	0.078050	6801
GCF_001584185.1	GCF_018304965.1	0.838463	mid_high	s__Collimonas pratensis	s__Collimonas antrihumi	g__Collimonas	g__Collimonas	0.963561	0.903456	0.040937	0.050635	271	0.954035	0.889995	0.047847	0.054994	419	1.000000	0.837767	0.011314	0.013309	4406
GCA_016777435.1	GCA_905478895.1	0.950540	mid_high	s__UA16 sp016777435	s__UA16 sp905478895	g__UA16	g__UA16	0.986791	0.938659	0.137882	0.143068	194	0.982186	0.926455	0.138576	0.136000	578	1.000000	0.911059	0.091844	0.087728	10210
GCF_019104765.1	GCA_014191535.1	0.839871	mid_high	s__Vulcanococcus sp019104765	s__Vulcanococcus sp014191535	g__Vulcanococcus	g__Vulcanococcus	0.962772	0.913222	0.049740	0.077861	115	0.954299	0.885021	0.035396	0.056830	171	1.000000	0.839605	0.010909	0.015307	1721
GCF_001426945.1	GCF_005153485.1	0.834654	mid_high	s__Pseudolabrys sp001426945	s__Pseudolabrys sp005153485	g__Pseudolabrys	g__Pseudolabrys	0.959583	0.918177	0.071157	0.074733	525	0.949511	0.899858	0.066271	0.067634	424	1.000000	0.842593	0.013603	0.014465	5188
GCF_013177315.1	GCF_001548395.1	0.913464	mid_high	s__O-77 sp013177315	s__O-77 sp001548395	g__O-77	g__O-77	0.971128	0.950864	0.209828	0.205315	1012	0.966600	0.944076	0.219305	0.222551	2556	1.000000	0.907784	0.081797	0.082752	31987
GCA_010692645.1	GCA_010692425.1	0.882453	mid_high	s__SIO3C6 sp010692645	s__SIO3C6 sp010692425	g__SIO3C6	g__SIO3C6	0.967267	0.936223	0.128560	0.131284	316	0.960679	0.933348	0.162577	0.168202	2319	1.000000	0.886158	0.044764	0.047067	20903
GCF_000172155.1	GCA_000739635.1	0.893622	mid_high	s__Verrucomicrobium spinosum	s__Verrucomicrobium sp000739635	g__Verrucomicrobium	g__Verrucomicrobium	0.966759	0.924974	0.095828	0.085736	565	0.962125	0.914181	0.101202	0.095983	1945	1.000000	0.874801	0.035020	0.032638	20980
GCF_003550025.1	GCF_000515355.1	0.870693	mid_high	s__Promicromonospora thailandica	s__Promicromonospora kroppenstedtii	g__Promicromonospora	g__Promicromonospora	0.966038	0.931511	0.113351	0.110136	703	0.960022	0.926982	0.142204	0.136357	995	1.000000	0.876907	0.035207	0.036231	17207
GCF_013414195.1	GCF_904846645.1	0.940074	mid_high	s__Psychrobacter sp013414195	s__Psychrobacter sp904846645	g__Psychrobacter	g__Psychrobacter	0.974498	0.955723	0.244924	0.240050	386	0.972678	0.951769	0.267740	0.276174	1464	1.000000	0.921569	0.117334	0.121077	25718
GCA_018658635.1	GCF_002688585.1	0.852369	mid_high	s__Fonsibacter sp018658635	s__Fonsibacter ubiquis	g__Fonsibacter	g__Fonsibacter	0.000000	0.885417	0.030928	0.021127	0	0.947597	0.910251	0.107062	0.073380	94	1.000000	0.832604	0.012985	0.009143	503
GCA_009665115.1	GCA_002501855.1	0.943019	mid_high	s__UBA10452 sp009665115	s__UBA10452 sp002501855	g__UBA10452	g__UBA10452	0.978249	0.957398	0.276492	0.236705	227	0.978324	0.954830	0.317995	0.274317	1396	1.000000	0.928985	0.159111	0.134511	26071
GCA_002501855.1	GCA_003176995.1	0.944601	mid_high	s__UBA10452 sp002501855	s__UBA10452 sp003176995	g__UBA10452	g__UBA10452	0.982305	0.959515	0.314911	0.237983	302	0.980078	0.953336	0.326587	0.246405	1662	1.000000	0.931006	0.177107	0.134731	34327
GCF_004339575.1	GCA_003978805.1	0.825408	mid_high	s__Phorcysia thermohydrogeniphila	s__Phorcysia sp003978805	g__Phorcysia	g__Phorcysia	0.000000	0.899222	0.032847	0.048128	0	0.950000	0.899261	0.038517	0.112676	80	1.000000	0.831055	0.008333	0.013214	749
GCA_001314685.1	GCF_003340565.1	0.914098	mid_high	s__HLUCCA09 sp001314685	s__HLUCCA09 sp003340565	g__HLUCCA09	g__HLUCCA09	0.969729	0.946897	0.191267	0.174726	990	0.963368	0.938728	0.202661	0.180418	914	1.000000	0.900635	0.070810	0.064929	22937
GCA_002398515.1	GCA_012841305.1	0.908079	mid_high	s__UBA4971 sp002398515	s__UBA4971 sp012841305	g__UBA4971	g__UBA4971	0.970287	0.937231	0.139748	0.128828	122	0.963040	0.939597	0.202029	0.189683	956	1.000000	0.895466	0.060047	0.058591	10352
GCA_003141195.1	GCA_001873745.1	0.856274	mid_high	s__UBA5619 sp003141195	s__UBA5619 sp001873745	g__UBA5619	g__UBA5619	0.961320	0.916532	0.066173	0.072332	143	0.955414	0.897553	0.060735	0.065159	314	1.000000	0.852736	0.018033	0.019551	4866
GCF_000426625.1	GCA_002084825.1	0.865878	mid_high	s__Psychrilyobacter atlanticus	s__Psychrilyobacter sp002084825	g__Psychrilyobacter	g__Psychrilyobacter	0.965625	0.915232	0.041841	0.105263	10	0.954942	0.915407	0.063460	0.163542	314	1.000000	0.859177	0.014482	0.034078	2898
GCF_011751745.2	GCF_011751765.2	0.849776	mid_high	s__Microbacterium_A fandaimingii	s__Microbacterium_A chengjingii	g__Microbacterium_A	g__Microbacterium_A	0.959346	0.937326	0.131567	0.137667	864	0.955174	0.935635	0.180062	0.171829	1165	1.000000	0.876902	0.035667	0.035560	11256
GCA_003670425.1	GCA_003569365.1	0.862362	mid_high	s__BD1 sp003670425	s__BD1 sp003569365	g__BD1	g__BD1	0.958786	0.918684	0.086738	0.063332	138	0.952271	0.918181	0.129780	0.092895	336	1.000000	0.859512	0.025242	0.019077	2493
GCF_003851545.1	GCF_001078575.1	0.873181	mid_high	s__Ralstonia sp003851545	s__Ralstonia sp001078575	g__Ralstonia	g__Ralstonia	0.962526	0.924477	0.099438	0.080036	708	0.955578	0.908372	0.093727	0.075735	647	1.000000	0.866957	0.030313	0.024155	9933
GCA_903845345.1	GCA_013289985.1	0.873653	mid_high	s__CAIMXF01 sp903845345	s__CAIMXF01 sp013289985	g__CAIMXF01	g__CAIMXF01	0.966925	0.923251	0.083591	0.088025	702	0.957929	0.909779	0.092878	0.082457	596	1.000000	0.869748	0.029715	0.028688	12503
GCA_016926755.1	GCF_000737315.1	0.845934	mid_high	s__Hyalangium sp016926755	s__Hyalangium minutum	g__Hyalangium	g__Hyalangium	0.961265	0.908706	0.060976	0.047572	430	0.953015	0.892315	0.062525	0.047700	927	1.000000	0.847903	0.017791	0.015081	11853
GCA_009925965.1	GCA_009922405.1	0.861959	mid_high	s__RFPW01 sp009925965	s__RFPW01 sp009922405	g__RFPW01	g__RFPW01	0.960577	0.920256	0.082618	0.073529	260	0.956772	0.919145	0.121317	0.104681	700	1.000000	0.858498	0.023332	0.020096	4844
GCA_002728255.1	GCA_902562525.1	0.889392	mid_high	s__GCA-2728255 sp002728255	s__GCA-2728255 sp902562525	g__GCA-2728255	g__GCA-2728255	0.971711	0.932808	0.092955	0.145929	95	0.968670	0.929331	0.113047	0.194719	649	1.000000	0.891629	0.040990	0.069215	6410
GCF_001276215.1	GCF_002008345.1	0.915002	mid_high	s__Clostridium_F sp001276215	s__Clostridium_F tepidum	g__Clostridium_F	g__Clostridium_F	0.000000	0.913858	0.057143	0.070588	0	0.965062	0.946553	0.219496	0.254185	653	1.000000	0.909200	0.082046	0.089683	12641
GCA_015233245.1	GCA_015233895.1	0.939834	mid_high	s__JADFXG01 sp015233245	s__JADFXG01 sp015233895	g__JADFXG01	g__JADFXG01	0.973986	0.955134	0.266571	0.212400	185	0.975624	0.953546	0.298230	0.272914	1331	1.000000	0.929332	0.150558	0.144866	30442
GCA_009926405.1	GCA_903856555.1	0.842729	mid_high	s__SYHX01 sp009926405	s__SYHX01 sp903856555	g__SYHX01	g__SYHX01	0.960286	0.910353	0.071111	0.045326	48	0.952229	0.907282	0.101388	0.066008	314	1.000000	0.843740	0.018231	0.011650	1497
GCA_002067815.1	GCF_900109885.1	0.786933	mid_high	s__Syntrophus sp002067815	s__Syntrophus gentianae	g__Syntrophus	g__Syntrophus	0.952446	0.863508	0.014791	0.010870	23	0.946993	0.851439	0.021700	0.015118	109	1.000000	0.775690	0.002764	0.001970	560
GCA_903857665.1	GCA_903847405.1	0.851833	mid_high	s__CAIZWN01 sp903857665	s__CAIZWN01 sp903847405	g__CAIZWN01	g__CAIZWN01	0.962029	0.915147	0.067765	0.064644	358	0.953298	0.900554	0.072282	0.064384	502	1.000000	0.848111	0.017389	0.015644	7571
GCF_009827515.1	GCF_001028625.1	0.856428	mid_high	s__Pelagerythrobacter marinus	s__Pelagerythrobacter marensis	g__Pelagerythrobacter	g__Pelagerythrobacter	0.962209	0.920745	0.083032	0.075488	344	0.956702	0.910374	0.096037	0.082350	349	1.000000	0.861667	0.023321	0.023860	5512
GCF_000712075.1	GCF_001449105.1	0.851107	mid_high	s__Caulobacter sp000712075	s__Caulobacter vibrioides_C	g__Caulobacter	g__Caulobacter	0.967731	0.914961	0.071189	0.060806	276	0.959268	0.894425	0.057179	0.058455	411	1.000000	0.854511	0.019014	0.019956	8157
GCF_009766105.1	GCF_000178955.2	0.822369	mid_high	s__Granulicella_A sp009766105	s__Granulicella_A mallensis	g__Granulicella_A	g__Granulicella_A	0.955038	0.887176	0.026938	0.027147	196	0.951088	0.860931	0.022833	0.023989	315	1.000000	0.802679	0.004784	0.004814	2336
GCF_014203225.1	GCF_000178955.2	0.936968	mid_high	s__Granulicella_A mallensis_A	s__Granulicella_A mallensis	g__Granulicella_A	g__Granulicella_A	0.974573	0.965687	0.328236	0.338920	2447	0.972692	0.958997	0.325129	0.335999	4412	1.000000	0.931401	0.153825	0.157917	76630
GCA_015661185.1	GCA_007280275.1	0.897371	mid_high	s__UBA9647 sp015661185	s__UBA9647 sp007280275	g__UBA9647	g__UBA9647	0.966385	0.930932	0.100434	0.119780	370	0.961155	0.922556	0.114908	0.132877	1086	1.000000	0.880611	0.036306	0.043166	13242
GCF_000010405.1	GCF_014706615.1	0.941381	mid_high	s__Vesicomyosocius okutanii	s__Vesicomyosocius sp014706615	g__Vesicomyosocius	g__Vesicomyosocius	0.975481	0.981106	0.537190	0.555556	65	0.969258	0.984739	0.663534	0.661049	706	1.000000	0.949021	0.252091	0.250677	11844
GCF_010131535.1	GCA_015654925.1	0.833465	mid_high	s__Acerihabitans arboris	s__Acerihabitans sp015654925	g__Acerihabitans	g__Acerihabitans	0.957480	0.907216	0.050330	0.052390	183	0.950565	0.895756	0.059611	0.060250	472	1.000000	0.832348	0.010273	0.011065	3752
GCA_012271025.1	GCA_011523315.1	0.948342	mid_high	s__JAAXHF01 sp012271025	s__JAAXHF01 sp011523315	g__JAAXHF01	g__JAAXHF01	0.982602	0.958441	0.261036	0.268018	952	0.978748	0.951840	0.269477	0.275445	2276	1.000000	0.930815	0.153386	0.154267	53551
GCF_004798965.1	GCF_003268885.1	0.851131	mid_high	s__Halomonas_E niordiana	s__Halomonas_E taeanensis_A	g__Halomonas_E	g__Halomonas_E	0.965136	0.917732	0.073153	0.070656	294	0.959639	0.905319	0.075949	0.079257	546	1.000000	0.861507	0.023392	0.023510	6694
GCF_000974685.2	GCF_000746095.1	0.837240	mid_high	s__Ferriphaselus amnicola	s__Ferriphaselus sp000746095	g__Ferriphaselus	g__Ferriphaselus	0.968493	0.921828	0.079698	0.084287	243	0.962718	0.900768	0.060721	0.077533	303	1.000000	0.870485	0.028144	0.031344	5604
GCA_002509405.1	GCA_002498365.1	0.882877	mid_high	s__VadinCA11 sp002509405	s__VadinCA11 sp002498365	g__VadinCA11	g__VadinCA11	0.969536	0.942715	0.166144	0.153921	159	0.960952	0.937799	0.193050	0.180134	350	1.000000	0.893163	0.059334	0.052571	5986
GCA_016201435.1	GCA_007280335.1	0.916306	mid_high	s__TA-20 sp016201435	s__TA-20 sp007280335	g__TA-20	g__TA-20	0.970905	0.933141	0.100346	0.138095	29	0.965355	0.942803	0.181616	0.250876	573	1.000000	0.901542	0.058828	0.082421	6506
GCA_014239895.1	GCA_018657955.1	0.908747	mid_high	s__GCA-2700405 sp014239895	s__GCA-2700405 sp018657955	g__GCA-2700405	g__GCA-2700405	0.000000	0.906305	0.059701	0.041667	0	0.964899	0.939434	0.215465	0.176290	287	1.000000	0.896866	0.068246	0.055529	3940
GCA_016793845.1	GCF_014199685.1	0.866242	mid_high	s__Sphingosinicella sp016793845	s__Sphingosinicella soli	g__Sphingosinicella	g__Sphingosinicella	0.961636	0.920445	0.081217	0.075709	470	0.955643	0.905239	0.083149	0.072082	339	1.000000	0.854684	0.020868	0.018151	5365
GCA_017936285.1	GCA_015061245.1	0.864002	mid_high	s__RGIG9079 sp017936285	s__RGIG9079 sp015061245	g__RGIG9079	g__RGIG9079	0.972547	0.930132	0.112159	0.101905	107	0.970051	0.920047	0.120357	0.110787	418	1.000000	0.884360	0.046016	0.041103	5693
GCF_900095695.1	GCF_001655005.1	0.840167	mid_high	s__Hafnia alvei_B	s__Hafnia paralvei	g__Hafnia	g__Hafnia	0.968006	0.911143	0.056930	0.059553	168	0.959591	0.904870	0.077492	0.075818	670	1.000000	0.863733	0.024921	0.024834	7549
GCF_006861775.1	GCF_900111345.1	0.866995	mid_high	s__Psychrobacillus soli	s__Psychrobacillus sp900111345	g__Psychrobacillus	g__Psychrobacillus	0.961806	0.928339	0.100629	0.101266	144	0.956052	0.919980	0.113582	0.116969	761	1.000000	0.866363	0.026546	0.027060	6172
GCA_001805105.1	GCA_003535475.1	0.883811	mid_high	s__UBA1546 sp001805105	s__UBA1546 sp003535475	g__UBA1546	g__UBA1546	0.969401	0.920693	0.071322	0.087591	48	0.963446	0.915259	0.099913	0.103047	230	1.000000	0.872636	0.031609	0.032311	3499
GCA_001914705.1	GCA_005884005.1	0.852400	mid_high	s__13-2-20CM-68-14 sp001914705	s__13-2-20CM-68-14 sp005884005	g__13-2-20CM-68-14	g__13-2-20CM-68-14	0.956250	0.905746	0.064229	0.037367	130	0.953623	0.907365	0.111272	0.060415	230	1.000000	0.845482	0.020077	0.011748	2761
GCA_002338445.1	GCA_002720735.1	0.923940	mid_high	s__TMED48 sp002338445	s__TMED48 sp002720735	g__TMED48	g__TMED48	0.971694	0.942443	0.144958	0.173367	138	0.968315	0.942243	0.195735	0.225848	872	1.000000	0.904205	0.069127	0.081079	10475
GCA_002726005.1	GCA_902533755.1	0.913562	mid_high	s__AG-430-B22 sp002726005	s__AG-430-B22 sp902533755	g__AG-430-B22	g__AG-430-B22	0.959375	0.915939	0.064516	0.071429	10	0.961240	0.943505	0.207729	0.227815	344	1.000000	0.895896	0.056681	0.063214	3695
GCA_017642445.1	GCA_017649605.1	0.923201	mid_high	s__CADAEX01 sp017642445	s__CADAEX01 sp017649605	g__CADAEX01	g__CADAEX01	0.979167	0.954346	0.237028	0.227119	201	0.976043	0.947137	0.247518	0.232621	773	1.000000	0.924267	0.131523	0.125986	15160
GCF_002368155.1	GCF_014696315.1	0.919430	mid_high	s__Aulosira carnea	s__Aulosira membranacea	g__Aulosira	g__Aulosira	0.973675	0.948583	0.185493	0.200703	514	0.968821	0.943410	0.210686	0.223473	2839	1.000000	0.909334	0.082881	0.089115	43842
